      S          J EXP       ERROR       J REG       I REG

  0.1900E+00  0.5461E+01  0.5460E+00  0.5309E+01  0.5309E+01
  0.1906E+00  0.5258E+01  0.2945E+00  0.5275E+01  0.5275E+01
  0.1912E+00  0.5237E+01  0.1373E+00  0.5243E+01  0.5243E+01
  0.1919E+00  0.5092E+01  0.1533E+00  0.5210E+01  0.5210E+01
  0.1925E+00  0.5046E+01  0.1211E+00  0.5178E+01  0.5178E+01
  0.1931E+00  0.5172E+01  0.1115E+00  0.5147E+01  0.5147E+01
  0.1937E+00  0.5304E+01  0.1149E+00  0.5116E+01  0.5116E+01
  0.1943E+00  0.5148E+01  0.1165E+00  0.5085E+01  0.5085E+01
  0.1949E+00  0.5063E+01  0.1204E+00  0.5054E+01  0.5054E+01
  0.1955E+00  0.4933E+01  0.1552E+00  0.5024E+01  0.5024E+01
  0.1961E+00  0.4866E+01  0.2762E+00  0.4994E+01  0.4994E+01
  0.1967E+00  0.4887E+01  0.2108E+00  0.4964E+01  0.4964E+01
  0.1973E+00  0.4937E+01  0.2413E+00  0.4935E+01  0.4935E+01
  0.1979E+00  0.4921E+01  0.1840E+00  0.4905E+01  0.4905E+01
  0.1985E+00  0.4934E+01  0.1342E+00  0.4876E+01  0.4876E+01
  0.1992E+00  0.4812E+01  0.1728E+00  0.4846E+01  0.4846E+01
  0.1998E+00  0.4898E+01  0.1321E+00  0.4817E+01  0.4817E+01
  0.2004E+00  0.4956E+01  0.1458E+00  0.4788E+01  0.4788E+01
  0.2010E+00  0.4894E+01  0.1125E+00  0.4758E+01  0.4758E+01
  0.2016E+00  0.4968E+01  0.1078E+00  0.4729E+01  0.4729E+01
  0.2022E+00  0.4942E+01  0.1097E+00  0.4700E+01  0.4700E+01
  0.2028E+00  0.4839E+01  0.1161E+00  0.4670E+01  0.4670E+01
  0.2034E+00  0.4749E+01  0.1353E+00  0.4641E+01  0.4641E+01
  0.2040E+00  0.4558E+01  0.1679E+00  0.4611E+01  0.4611E+01
  0.2046E+00  0.4616E+01  0.1288E+00  0.4581E+01  0.4581E+01
  0.2052E+00  0.4483E+01  0.1247E+00  0.4551E+01  0.4551E+01
  0.2058E+00  0.4504E+01  0.1142E+00  0.4521E+01  0.4521E+01
  0.2065E+00  0.4413E+01  0.1086E+00  0.4491E+01  0.4491E+01
  0.2071E+00  0.4282E+01  0.1101E+00  0.4460E+01  0.4460E+01
  0.2077E+00  0.4364E+01  0.1088E+00  0.4429E+01  0.4429E+01
  0.2083E+00  0.4373E+01  0.1076E+00  0.4399E+01  0.4399E+01
  0.2089E+00  0.4259E+01  0.1227E+00  0.4367E+01  0.4367E+01
  0.2095E+00  0.4275E+01  0.1937E+00  0.4336E+01  0.4336E+01
  0.2101E+00  0.4179E+01  0.1307E+00  0.4304E+01  0.4304E+01
  0.2107E+00  0.4217E+01  0.1096E+00  0.4272E+01  0.4272E+01
  0.2113E+00  0.4214E+01  0.1074E+00  0.4240E+01  0.4240E+01
  0.2119E+00  0.4342E+01  0.1095E+00  0.4208E+01  0.4208E+01
  0.2125E+00  0.4245E+01  0.1070E+00  0.4175E+01  0.4175E+01
  0.2131E+00  0.4119E+01  0.1130E+00  0.4142E+01  0.4142E+01
  0.2137E+00  0.4065E+01  0.1050E+00  0.4109E+01  0.4109E+01
  0.2144E+00  0.4098E+01  0.1076E+00  0.4076E+01  0.4076E+01
  0.2150E+00  0.4005E+01  0.1050E+00  0.4042E+01  0.4042E+01
  0.2156E+00  0.3931E+01  0.1106E+00  0.4009E+01  0.4009E+01
  0.2162E+00  0.3907E+01  0.1110E+00  0.3975E+01  0.3975E+01
  0.2168E+00  0.3992E+01  0.1035E+00  0.3940E+01  0.3940E+01
  0.2174E+00  0.3855E+01  0.1061E+00  0.3906E+01  0.3906E+01
  0.2180E+00  0.3973E+01  0.1040E+00  0.3871E+01  0.3871E+01
  0.2186E+00  0.3834E+01  0.1115E+00  0.3837E+01  0.3837E+01
  0.2192E+00  0.3868E+01  0.1133E+00  0.3801E+01  0.3801E+01
  0.2198E+00  0.3910E+01  0.1374E+00  0.3766E+01  0.3766E+01
  0.2204E+00  0.3794E+01  0.1444E+00  0.3731E+01  0.3731E+01
  0.2210E+00  0.3721E+01  0.2026E+00  0.3696E+01  0.3696E+01
  0.2217E+00  0.3680E+01  0.1241E+00  0.3660E+01  0.3660E+01
  0.2223E+00  0.3568E+01  0.4527E+00  0.3625E+01  0.3625E+01
  0.2229E+00  0.3497E+01  0.1080E+01  0.3589E+01  0.3589E+01
  0.2235E+00  0.3527E+01  0.4511E+00  0.3553E+01  0.3553E+01
  0.2241E+00  0.3418E+01  0.1027E+00  0.3518E+01  0.3518E+01
  0.2247E+00  0.3533E+01  0.1065E+00  0.3482E+01  0.3482E+01
  0.2253E+00  0.3625E+01  0.1035E+00  0.3446E+01  0.3446E+01
  0.2259E+00  0.3440E+01  0.1023E+00  0.3410E+01  0.3410E+01
  0.2265E+00  0.3459E+01  0.1486E+00  0.3375E+01  0.3375E+01
  0.2271E+00  0.3347E+01  0.2873E+00  0.3339E+01  0.3339E+01
  0.2277E+00  0.3397E+01  0.2090E+00  0.3303E+01  0.3303E+01
  0.2283E+00  0.3275E+01  0.3618E+00  0.3268E+01  0.3268E+01
  0.2289E+00  0.3384E+01  0.1743E+00  0.3233E+01  0.3233E+01
  0.2296E+00  0.3288E+01  0.9931E-01  0.3197E+01  0.3197E+01
  0.2302E+00  0.3214E+01  0.1049E+00  0.3162E+01  0.3162E+01
  0.2308E+00  0.3128E+01  0.1064E+00  0.3127E+01  0.3127E+01
  0.2314E+00  0.3148E+01  0.1067E+00  0.3093E+01  0.3093E+01
  0.2320E+00  0.3189E+01  0.1037E+00  0.3058E+01  0.3058E+01
  0.2326E+00  0.3172E+01  0.1043E+00  0.3024E+01  0.3024E+01
  0.2332E+00  0.2925E+01  0.1101E+00  0.2990E+01  0.2990E+01
  0.2338E+00  0.2885E+01  0.1436E+00  0.2956E+01  0.2956E+01
  0.2344E+00  0.2931E+01  0.1160E+00  0.2922E+01  0.2922E+01
  0.2350E+00  0.2952E+01  0.1402E+00  0.2889E+01  0.2889E+01
  0.2356E+00  0.2852E+01  0.1031E+00  0.2856E+01  0.2856E+01
  0.2362E+00  0.2875E+01  0.9684E-01  0.2823E+01  0.2823E+01
  0.2369E+00  0.2960E+01  0.1018E+00  0.2791E+01  0.2791E+01
  0.2375E+00  0.2851E+01  0.9894E-01  0.2759E+01  0.2759E+01
  0.2381E+00  0.2857E+01  0.1082E+00  0.2727E+01  0.2727E+01
  0.2387E+00  0.2585E+01  0.1151E+00  0.2696E+01  0.2696E+01
  0.2393E+00  0.2594E+01  0.1009E+00  0.2665E+01  0.2665E+01
  0.2399E+00  0.2576E+01  0.9856E-01  0.2634E+01  0.2634E+01
  0.2405E+00  0.2616E+01  0.1015E+00  0.2604E+01  0.2604E+01
  0.2411E+00  0.2496E+01  0.1001E+00  0.2574E+01  0.2574E+01
  0.2417E+00  0.2606E+01  0.2910E+00  0.2545E+01  0.2545E+01
  0.2423E+00  0.2546E+01  0.6845E+00  0.2516E+01  0.2516E+01
  0.2429E+00  0.2510E+01  0.4237E+00  0.2487E+01  0.2487E+01
  0.2435E+00  0.2487E+01  0.2158E+00  0.2459E+01  0.2459E+01
  0.2441E+00  0.2427E+01  0.1772E+00  0.2431E+01  0.2431E+01
  0.2448E+00  0.2474E+01  0.3644E+00  0.2403E+01  0.2403E+01
  0.2454E+00  0.2358E+01  0.3696E+00  0.2376E+01  0.2376E+01
  0.2460E+00  0.2435E+01  0.2142E+00  0.2350E+01  0.2350E+01
  0.2466E+00  0.2383E+01  0.1649E+00  0.2324E+01  0.2324E+01
  0.2472E+00  0.2312E+01  0.1230E+00  0.2298E+01  0.2298E+01
  0.2478E+00  0.2302E+01  0.1578E+00  0.2272E+01  0.2272E+01
  0.2484E+00  0.2242E+01  0.1413E+00  0.2247E+01  0.2247E+01
  0.2490E+00  0.2138E+01  0.2529E+00  0.2222E+01  0.2222E+01
  0.2496E+00  0.2253E+01  0.1494E+00  0.2198E+01  0.2198E+01
  0.2502E+00  0.2226E+01  0.9862E-01  0.2174E+01  0.2174E+01
  0.2508E+00  0.2300E+01  0.9546E-01  0.2151E+01  0.2151E+01
  0.2514E+00  0.2047E+01  0.9698E-01  0.2128E+01  0.2128E+01
  0.2521E+00  0.2022E+01  0.9976E-01  0.2105E+01  0.2105E+01
  0.2527E+00  0.2072E+01  0.1012E+00  0.2082E+01  0.2082E+01
  0.2533E+00  0.2007E+01  0.1024E+00  0.2060E+01  0.2060E+01
  0.2539E+00  0.2130E+01  0.1015E+00  0.2038E+01  0.2038E+01
  0.2545E+00  0.1990E+01  0.9526E-01  0.2017E+01  0.2017E+01
  0.2551E+00  0.2010E+01  0.1032E+00  0.1996E+01  0.1996E+01
  0.2557E+00  0.1991E+01  0.1165E+00  0.1975E+01  0.1975E+01
  0.2563E+00  0.2010E+01  0.1113E+00  0.1955E+01  0.1955E+01
  0.2569E+00  0.1832E+01  0.1007E+00  0.1935E+01  0.1935E+01
  0.2575E+00  0.1704E+01  0.1003E+00  0.1915E+01  0.1915E+01
  0.2581E+00  0.1666E+01  0.1023E+00  0.1895E+01  0.1895E+01
  0.2587E+00  0.1847E+01  0.9846E-01  0.1876E+01  0.1876E+01
  0.2593E+00  0.1800E+01  0.9933E-01  0.1857E+01  0.1857E+01
  0.2600E+00  0.1921E+01  0.9941E-01  0.1838E+01  0.1838E+01
  0.2606E+00  0.1825E+01  0.9756E-01  0.1819E+01  0.1819E+01
  0.2612E+00  0.1823E+01  0.1158E+00  0.1801E+01  0.1801E+01
  0.2618E+00  0.1746E+01  0.1873E+00  0.1783E+01  0.1783E+01
  0.2624E+00  0.1696E+01  0.1277E+00  0.1765E+01  0.1765E+01
  0.2630E+00  0.1656E+01  0.1706E+00  0.1747E+01  0.1747E+01
  0.2636E+00  0.1519E+01  0.1673E+00  0.1730E+01  0.1730E+01
  0.2642E+00  0.1611E+01  0.3160E+00  0.1713E+01  0.1713E+01
  0.2648E+00  0.1593E+01  0.1722E+00  0.1695E+01  0.1695E+01
  0.2654E+00  0.1593E+01  0.1006E+00  0.1678E+01  0.1678E+01
  0.2660E+00  0.1665E+01  0.9189E-01  0.1662E+01  0.1662E+01
  0.2666E+00  0.1615E+01  0.9385E-01  0.1645E+01  0.1645E+01
  0.2673E+00  0.1671E+01  0.9077E-01  0.1628E+01  0.1628E+01
  0.2679E+00  0.1668E+01  0.9383E-01  0.1612E+01  0.1612E+01
  0.2685E+00  0.1604E+01  0.8866E-01  0.1596E+01  0.1596E+01
  0.2691E+00  0.1540E+01  0.9666E-01  0.1580E+01  0.1580E+01
  0.2697E+00  0.1361E+01  0.1090E+00  0.1564E+01  0.1564E+01
  0.2703E+00  0.1456E+01  0.1784E+00  0.1548E+01  0.1548E+01
  0.2709E+00  0.1415E+01  0.1538E+00  0.1533E+01  0.1533E+01
  0.2715E+00  0.1420E+01  0.1923E+00  0.1517E+01  0.1517E+01
  0.2721E+00  0.1504E+01  0.1638E+00  0.1502E+01  0.1502E+01
  0.2727E+00  0.1519E+01  0.1441E+00  0.1486E+01  0.1486E+01
  0.2733E+00  0.1458E+01  0.1392E+00  0.1471E+01  0.1471E+01
  0.2739E+00  0.1371E+01  0.1048E+00  0.1456E+01  0.1456E+01
  0.2745E+00  0.1295E+01  0.1178E+00  0.1441E+01  0.1441E+01
  0.2752E+00  0.1285E+01  0.1417E+00  0.1426E+01  0.1426E+01
  0.2758E+00  0.1243E+01  0.2425E+00  0.1411E+01  0.1411E+01
  0.2764E+00  0.1408E+01  0.3619E+00  0.1397E+01  0.1397E+01
  0.2770E+00  0.1388E+01  0.3500E+00  0.1382E+01  0.1382E+01
  0.2776E+00  0.1413E+01  0.3960E+00  0.1367E+01  0.1367E+01
  0.2782E+00  0.1286E+01  0.3589E+00  0.1353E+01  0.1353E+01
  0.2788E+00  0.1212E+01  0.3215E+00  0.1339E+01  0.1339E+01
  0.2794E+00  0.1197E+01  0.3556E+00  0.1325E+01  0.1325E+01
  0.2800E+00  0.1135E+01  0.2820E+00  0.1311E+01  0.1311E+01
  0.2806E+00  0.1114E+01  0.3165E+00  0.1297E+01  0.1297E+01
  0.2812E+00  0.1108E+01  0.3153E+00  0.1283E+01  0.1283E+01
  0.2818E+00  0.1270E+01  0.4009E+00  0.1270E+01  0.1270E+01
  0.2825E+00  0.1227E+01  0.3678E+00  0.1256E+01  0.1256E+01
  0.2831E+00  0.1252E+01  0.2581E+00  0.1243E+01  0.1243E+01
  0.2837E+00  0.1239E+01  0.2876E+00  0.1229E+01  0.1229E+01
  0.2843E+00  0.1140E+01  0.3219E+00  0.1216E+01  0.1216E+01
  0.2849E+00  0.1183E+01  0.3160E+00  0.1204E+01  0.1204E+01
  0.2855E+00  0.1145E+01  0.3067E+00  0.1191E+01  0.1191E+01
  0.2861E+00  0.1087E+01  0.3388E+00  0.1178E+01  0.1178E+01
  0.2867E+00  0.1222E+01  0.4436E+00  0.1166E+01  0.1166E+01
  0.2873E+00  0.1051E+01  0.4401E+00  0.1153E+01  0.1153E+01
  0.2879E+00  0.1088E+01  0.2421E+00  0.1141E+01  0.1141E+01
  0.2885E+00  0.1053E+01  0.3131E+00  0.1129E+01  0.1129E+01
  0.2891E+00  0.1008E+01  0.4834E+00  0.1118E+01  0.1118E+01
  0.2897E+00  0.9341E+00  0.2884E+00  0.1106E+01  0.1106E+01
  0.2904E+00  0.9740E+00  0.5008E+00  0.1095E+01  0.1095E+01
  0.2910E+00  0.1048E+01  0.4400E+00  0.1083E+01  0.1083E+01
  0.2916E+00  0.1009E+01  0.2749E+00  0.1072E+01  0.1072E+01
  0.2922E+00  0.1077E+01  0.3295E+00  0.1062E+01  0.1062E+01
  0.2928E+00  0.1045E+01  0.2611E+00  0.1051E+01  0.1051E+01
  0.2934E+00  0.1064E+01  0.3259E+00  0.1041E+01  0.1041E+01
  0.2940E+00  0.8840E+00  0.5566E+00  0.1030E+01  0.1030E+01
  0.2946E+00  0.8390E+00  0.2782E+00  0.1020E+01  0.1020E+01
  0.2952E+00  0.8595E+00  0.3312E+00  0.1011E+01  0.1011E+01
  0.2958E+00  0.8244E+00  0.3217E+00  0.1001E+01  0.1001E+01
  0.2964E+00  0.8484E+00  0.3329E+00  0.9918E+00  0.9918E+00
  0.2970E+00  0.8526E+00  0.4312E+00  0.9827E+00  0.9827E+00
  0.2976E+00  0.9006E+00  0.2174E+00  0.9738E+00  0.9738E+00
  0.2983E+00  0.9478E+00  0.2572E+00  0.9651E+00  0.9651E+00
  0.2989E+00  0.1017E+01  0.1689E+00  0.9567E+00  0.9567E+00
  0.2995E+00  0.9206E+00  0.2856E+00  0.9485E+00  0.9485E+00
  0.3001E+00  0.8939E+00  0.3926E+00  0.9405E+00  0.9405E+00
  0.3007E+00  0.9093E+00  0.2149E+00  0.9328E+00  0.9328E+00
  0.3013E+00  0.9193E+00  0.1141E+00  0.9252E+00  0.9252E+00
  0.3019E+00  0.8522E+00  0.1700E+00  0.9179E+00  0.9179E+00
  0.3025E+00  0.8803E+00  0.1101E+00  0.9108E+00  0.9108E+00
  0.3031E+00  0.8804E+00  0.1328E+00  0.9039E+00  0.9039E+00
  0.3037E+00  0.8330E+00  0.1087E+00  0.8972E+00  0.8972E+00
  0.3043E+00  0.8397E+00  0.8882E-01  0.8908E+00  0.8908E+00
  0.3049E+00  0.8712E+00  0.1003E+00  0.8846E+00  0.8846E+00
  0.3056E+00  0.9259E+00  0.8234E-01  0.8785E+00  0.8785E+00
  0.3062E+00  0.9122E+00  0.7988E-01  0.8727E+00  0.8727E+00
  0.3068E+00  0.7494E+00  0.7965E-01  0.8671E+00  0.8671E+00
  0.3074E+00  0.6908E+00  0.7685E-01  0.8616E+00  0.8616E+00
  0.3080E+00  0.6655E+00  0.8146E-01  0.8564E+00  0.8564E+00
  0.3086E+00  0.8001E+00  0.1214E+00  0.8513E+00  0.8513E+00
  0.3092E+00  0.7430E+00  0.1890E+00  0.8464E+00  0.8464E+00
  0.3098E+00  0.8268E+00  0.1018E+00  0.8417E+00  0.8417E+00
  0.3104E+00  0.9069E+00  0.7476E-01  0.8372E+00  0.8372E+00
  0.3110E+00  0.8297E+00  0.7948E-01  0.8328E+00  0.8328E+00
  0.3116E+00  0.8861E+00  0.1006E+00  0.8285E+00  0.8285E+00
  0.3122E+00  0.7665E+00  0.8067E-01  0.8245E+00  0.8245E+00
  0.3128E+00  0.7170E+00  0.7595E-01  0.8205E+00  0.8205E+00
  0.3135E+00  0.7645E+00  0.7357E-01  0.8167E+00  0.8167E+00
  0.3141E+00  0.7261E+00  0.8112E-01  0.8131E+00  0.8131E+00
  0.3147E+00  0.7370E+00  0.1130E+00  0.8095E+00  0.8095E+00
  0.3153E+00  0.8069E+00  0.1346E+00  0.8061E+00  0.8061E+00
  0.3159E+00  0.7404E+00  0.2707E+00  0.8028E+00  0.8028E+00
  0.3165E+00  0.6354E+00  0.1459E+00  0.7995E+00  0.7995E+00
  0.3171E+00  0.5729E+00  0.1494E+00  0.7964E+00  0.7964E+00

           Distance distribution  function of particle  


       R          P(R)      ERROR

  0.0000E+00  0.0000E+00  0.0000E+00
  0.1080E+01  0.9762E-02  0.0000E+00
  0.2160E+01  0.2509E-01  0.0000E+00
  0.3240E+01  0.4567E-01  0.0000E+00
  0.4320E+01  0.7098E-01  0.0000E+00
  0.5400E+01  0.1004E+00  0.0000E+00
  0.6480E+01  0.1330E+00  0.0000E+00
  0.7560E+01  0.1681E+00  0.0000E+00
  0.8640E+01  0.2047E+00  0.0000E+00
  0.9720E+01  0.2420E+00  0.0000E+00
  0.1080E+02  0.2791E+00  0.0000E+00
  0.1188E+02  0.3154E+00  0.0000E+00
  0.1296E+02  0.3503E+00  0.0000E+00
  0.1404E+02  0.3833E+00  0.0000E+00
  0.1512E+02  0.4142E+00  0.0000E+00
  0.1620E+02  0.4428E+00  0.0000E+00
  0.1728E+02  0.4692E+00  0.0000E+00
  0.1836E+02  0.4933E+00  0.0000E+00
  0.1944E+02  0.5153E+00  0.0000E+00
  0.2052E+02  0.5355E+00  0.0000E+00
  0.2160E+02  0.5540E+00  0.0000E+00
  0.2268E+02  0.5710E+00  0.0000E+00
  0.2376E+02  0.5866E+00  0.0000E+00
  0.2484E+02  0.6009E+00  0.0000E+00
  0.2592E+02  0.6138E+00  0.0000E+00
  0.2700E+02  0.6253E+00  0.0000E+00
  0.2808E+02  0.6352E+00  0.0000E+00
  0.2916E+02  0.6433E+00  0.0000E+00
  0.3024E+02  0.6494E+00  0.0000E+00
  0.3132E+02  0.6534E+00  0.0000E+00
  0.3240E+02  0.6549E+00  0.0000E+00
  0.3348E+02  0.6538E+00  0.0000E+00
  0.3456E+02  0.6500E+00  0.0000E+00
  0.3564E+02  0.6436E+00  0.0000E+00
  0.3672E+02  0.6345E+00  0.0000E+00
  0.3780E+02  0.6229E+00  0.0000E+00
  0.3888E+02  0.6090E+00  0.0000E+00
  0.3996E+02  0.5932E+00  0.0000E+00
  0.4104E+02  0.5757E+00  0.0000E+00
  0.4212E+02  0.5569E+00  0.0000E+00
  0.4320E+02  0.5373E+00  0.0000E+00
  0.4428E+02  0.5172E+00  0.0000E+00
  0.4536E+02  0.4969E+00  0.0000E+00
  0.4644E+02  0.4768E+00  0.0000E+00
  0.4752E+02  0.4571E+00  0.0000E+00
  0.4860E+02  0.4381E+00  0.0000E+00
  0.4968E+02  0.4198E+00  0.0000E+00
  0.5076E+02  0.4023E+00  0.0000E+00
  0.5184E+02  0.3857E+00  0.0000E+00
  0.5292E+02  0.3699E+00  0.0000E+00
  0.5400E+02  0.3549E+00  0.0000E+00
  0.5508E+02  0.3406E+00  0.0000E+00
  0.5616E+02  0.3269E+00  0.0000E+00
  0.5724E+02  0.3137E+00  0.0000E+00
  0.5832E+02  0.3009E+00  0.0000E+00
  0.5940E+02  0.2885E+00  0.0000E+00
  0.6048E+02  0.2763E+00  0.0000E+00
  0.6156E+02  0.2644E+00  0.0000E+00
  0.6264E+02  0.2527E+00  0.0000E+00
  0.6372E+02  0.2412E+00  0.0000E+00
  0.6480E+02  0.2300E+00  0.0000E+00
  0.6588E+02  0.2189E+00  0.0000E+00
  0.6696E+02  0.2081E+00  0.0000E+00
  0.6804E+02  0.1975E+00  0.0000E+00
  0.6912E+02  0.1872E+00  0.0000E+00
  0.7020E+02  0.1772E+00  0.0000E+00
  0.7128E+02  0.1674E+00  0.0000E+00
  0.7236E+02  0.1580E+00  0.0000E+00
  0.7344E+02  0.1489E+00  0.0000E+00
  0.7452E+02  0.1401E+00  0.0000E+00
  0.7560E+02  0.1317E+00  0.0000E+00
  0.7668E+02  0.1237E+00  0.0000E+00
  0.7776E+02  0.1160E+00  0.0000E+00
  0.7884E+02  0.1088E+00  0.0000E+00
  0.7992E+02  0.1020E+00  0.0000E+00
  0.8100E+02  0.9565E-01  0.0000E+00
  0.8208E+02  0.8976E-01  0.0000E+00
  0.8316E+02  0.8431E-01  0.0000E+00
  0.8424E+02  0.7932E-01  0.0000E+00
  0.8532E+02  0.7475E-01  0.0000E+00
  0.8640E+02  0.7058E-01  0.0000E+00
  0.8748E+02  0.6676E-01  0.0000E+00
  0.8856E+02  0.6325E-01  0.0000E+00
  0.8964E+02  0.5998E-01  0.0000E+00
  0.9072E+02  0.5689E-01  0.0000E+00
  0.9180E+02  0.5393E-01  0.0000E+00
  0.9288E+02  0.5102E-01  0.0000E+00
  0.9396E+02  0.4813E-01  0.0000E+00
  0.9504E+02  0.4520E-01  0.0000E+00
  0.9612E+02  0.4219E-01  0.0000E+00
  0.9720E+02  0.3909E-01  0.0000E+00
  0.9828E+02  0.3586E-01  0.0000E+00
  0.9936E+02  0.3251E-01  0.0000E+00
  0.1004E+03  0.2902E-01  0.0000E+00
  0.1015E+03  0.2538E-01  0.0000E+00
  0.1026E+03  0.2160E-01  0.0000E+00
  0.1037E+03  0.1767E-01  0.0000E+00
  0.1048E+03  0.1356E-01  0.0000E+00
  0.1058E+03  0.9261E-02  0.0000E+00
  0.1069E+03  0.4750E-02  0.0000E+00
  0.1080E+03  0.0000E+00  0.0000E+00
          Reciprocal space: Rg =   31.41     , I(0) =   0.3883E+03
     Real space: Rg =   31.50 +- 0.000  I(0) =   0.3883E+03 +-  0.0000E+00
