# SAXS profile: number of points = 801, q_min = 0.012466, q_max = 0.52613, delta_q = 0.000610052256532067
# offset = 0.00000000000000, scaling c = 2.59188495101927e-05, Chi = 1.90577726821425
#  q       exp_intensity   model_intensity
0.01247    61.44364300     55.17181250    
0.01307    57.05272000     55.10964023    
0.01368    54.97976200     55.04324098    
0.01429    56.67848400     54.97456529    
0.01490    55.34941000     54.90339334    
0.01551    56.98999200     54.82825597    
0.01611    57.61359400     54.75143734    
0.01672    55.51894900     54.67079713    
0.01733    56.36062600     54.58761029    
0.01794    58.00582400     54.50227809    
0.01855    56.77259500     54.41276777    
0.01915    57.93180400     54.32145814    
0.01976    56.53543200     54.22685701    
0.02037    56.49469100     54.12947415    
0.02098    55.77815700     54.03031427    
0.02159    55.86776600     53.92675130    
0.02219    55.82637500     53.82159433    
0.02280    55.98354100     53.71339494    
0.02341    54.84911700     53.60218319    
0.02402    55.73674800     53.48939049    
0.02463    54.02917800     53.37234942    
0.02524    54.44540100     53.25362069    
0.02584    53.95748900     53.13221326    
0.02645    54.10601300     53.00741099    
0.02706    54.69574200     52.88128398    
0.02767    54.12789900     52.75130552    
0.02828    53.64638200     52.61942706    
0.02888    53.81922500     52.48526305    
0.02949    53.47495400     52.34773962    
0.03010    52.95022200     52.20875068    
0.03071    53.88530900     52.06634052    
0.03132    53.07013200     51.92182614    
0.03192    52.44071400     51.77536733    
0.03253    52.55563800     51.62545449    
0.03314    52.04159700     51.47414051    
0.03375    52.41471800     51.31979220    
0.03436    52.12356400     51.16293297    
0.03497    52.39394700     51.00474069    
0.03557    52.20870700     50.84296321    
0.03618    51.93434500     50.67985925    
0.03679    51.69173800     50.51414260    
0.03740    51.07290800     50.34602828    
0.03800    51.08811100     50.17661020    
0.03861    50.53206400     50.00364440    
0.03922    50.84917200     49.82938441    
0.03983    50.44192600     49.65285809    
0.04044    50.00687800     49.47385742    
0.04104    50.08235000     49.29363770    
0.04165    49.74452000     49.10997825    
0.04226    49.66927200     48.92518331    
0.04287    49.31824000     48.73849054    
0.04348    48.92014100     48.54925818    
0.04409    49.03801100     48.35888635    
0.04469    48.39069200     48.16579051    
0.04530    48.61339700     47.97114485    
0.04591    48.26129700     47.77492883    
0.04652    48.55778500     47.57614434    
0.04713    48.04991000     47.37630073    
0.04773    47.91803000     47.17411266    
0.04834    47.39386600     46.97031951    
0.04895    46.85562200     46.76527792    
0.04956    46.62872800     46.55731296    
0.05017    46.54523900     46.34871683    
0.05078    46.54556800     46.13816200    
0.05138    45.91149200     45.92592614    
0.05199    45.82216100     45.71270271    
0.05260    45.47942600     45.49697091    
0.05321    45.33731200     45.28035766    
0.05382    45.27618000     45.06210986    
0.05442    45.11382400     44.84219264    
0.05503    44.60184800     44.62142651    
0.05564    44.24835400     44.39844951    
0.05625    44.03178400     44.17457323    
0.05686    43.92011200     43.94938259    
0.05746    44.09122000     43.72253270    
0.05807    43.80017700     43.49454293    
0.05868    43.67147600     43.26509365    
0.05929    42.86914100     43.03470644    
0.05990    42.84228200     42.80327704    
0.06050    42.55822400     42.57026893    
0.06111    42.28230400     42.33659799    
0.06172    42.04983100     42.10143426    
0.06233    41.50378800     41.86533977    
0.06294    41.69957100     41.62845072    
0.06354    41.07906600     41.39004029    
0.06415    41.30028200     41.15106167    
0.06476    40.78084100     40.91091543    
0.06537    40.53099500     40.66986460    
0.06598    40.70595400     40.42782638    
0.06659    40.15363700     40.18481551    
0.06719    39.80179500     39.94133407    
0.06780    39.57416300     39.69695660    
0.06841    39.36886100     39.45174142    
0.06902    39.26741900     39.20608575    
0.06963    38.94045400     38.95928649    
0.07023    38.89375100     38.71207285    
0.07084    38.36905800     38.46419228    
0.07145    38.14396100     38.21557428    
0.07206    37.90518500     37.96661077    
0.07266    37.45535400     37.71683168    
0.07327    37.32990000     37.46667656    
0.07388    37.19524100     37.21606002    
0.07449    36.71752900     36.96442613    
0.07510    36.49524500     36.71294453    
0.07571    36.15996300     36.46086878    
0.07631    35.85546200     36.20850603    
0.07692    35.79412900     35.95587455    
0.07753    35.45724200     35.70278202    
0.07814    35.31487500     35.44952249    
0.07875    35.09001600     35.19592529    
0.07935    34.60933000     34.94212567    
0.07996    34.85219100     34.68818079    
0.08057    34.12847400     34.43399151    
