# SAXS profile: number of points = 513, q_min = 0.010033, q_max = 0.321942, delta_q = 0.000609197265625
# offset = 0.00000000000000, scaling c = 2.84413322895136e-05, Chi = 1.62020896261250
#  q       exp_intensity   model_intensity
0.01003    106.03400000    102.02941733   
0.01125    103.47000000    101.64616065   
0.01186    96.47360000     101.44100447   
0.01247    98.79810000     101.22282312   
0.01307    98.62500000     100.99862272   
0.01368    102.93000000    100.75962900   
0.01429    101.28900000    100.51272689   
0.01490    100.40500000    100.25715279   
0.01551    100.98300000    99.98792687    
0.01611    98.75900000     99.71293177    
0.01672    99.56010000     99.42486199    
0.01733    97.79180000     99.12816728    
0.01794    98.22970000     98.82420668    
0.01855    98.78850000     98.50623968    
0.01915    98.09400000     98.18225008    
0.01976    98.68470000     97.84736888    
0.02037    99.69300000     97.50334491    
0.02098    97.58150000     97.15348038    
0.02159    97.21050000     96.78936599    
0.02219    96.10750000     96.42013468    
0.02280    95.94570000     96.04114566    
0.02341    96.53260000     95.65264052    
0.02402    95.07470000     95.25914594    
0.02463    95.59110000     94.85237757    
0.02524    95.59700000     94.44043690    
0.02584    94.89540000     94.02028653    
0.02645    93.85470000     93.58979121    
0.02706    93.55760000     93.15540340    
0.02767    92.47450000     92.70958396    
0.02828    92.44850000     92.25821903    
0.02888    92.20280000     91.80018336    
0.02949    91.41310000     91.33251859    
0.03010    91.73170000     90.86069734    
0.03071    90.20610000     90.37929418    
0.03132    90.19840000     89.89212016    
0.03192    88.57920000     89.39961352    
0.03253    88.82990000     88.89781318    
0.03314    88.40090000     88.39231036    
0.03375    88.49440000     87.87886886    
0.03436    88.32990000     87.35881888    
0.03497    88.09050000     86.83556076    
0.03557    87.98480000     86.30339568    
0.03618    86.86310000     85.76801771    
0.03679    85.51900000     85.22634365    
0.03740    85.09870000     84.67906790    
0.03800    84.05160000     84.12874825    
0.03861    83.22510000     83.57038912    
0.03922    82.82620000     83.00920889    
0.03983    82.39280000     82.44308847    
0.04044    82.26510000     81.87178440    
0.04104    80.76780000     81.29794598    
0.04165    80.32990000     80.71682347    
0.04226    80.35720000     80.13389686    
0.04287    80.17990000     79.54732753    
0.04348    78.75470000     78.95609046    
0.04409    78.04260000     78.36280800    
0.04469    77.09630000     77.76481587    
0.04530    77.40710000     77.16427842    
0.04591    76.70960000     76.56116192    
0.04652    75.93490000     75.95412807    
0.04713    75.40130000     75.34553603    
0.04773    74.33900000     74.73358691    
0.04834    73.92970000     74.11953698    
0.04895    73.23580000     73.50385307    
0.04956    73.04690000     72.88406158    
0.05017    72.69270000     72.26421296    
0.05078    71.84050000     71.64225576    
0.05138    71.29140000     71.01868964    
0.05199    70.22410000     70.39417832    
0.05260    69.27630000     69.76765273    
0.05321    68.44020000     69.14052478    
0.05382    68.41670000     68.51228855    
0.05442    67.30740000     67.88316903    
0.05503    67.06900000     67.25361726    
0.05564    66.80120000     66.62321027    
0.05625    66.15930000     65.99262472    
0.05686    65.27430000     65.36177819    
0.05746    64.25580000     64.73085175    
0.05807    63.36600000     64.09889332    
0.05868    62.86990000     63.46820187    
0.05929    62.54340000     62.83782789    
0.05990    61.94340000     62.20780666    
0.06050    61.70940000     61.57865141    
0.06111    60.63300000     60.94992905    
0.06172    60.27420000     60.32233239    
0.06233    59.27870000     59.69567263    
0.06294    59.19130000     59.06981266    
0.06354    58.66020000     58.44575684    
0.06415    58.05730000     57.82252381    
0.06476    57.27750000     57.20112239    
0.06537    56.67010000     56.58136753    
0.06598    55.84110000     55.96166895    
0.06659    55.14510000     55.34589205    
0.06719    54.48280000     54.73128950    
0.06780    53.68370000     54.11896659    
0.06841    53.60370000     53.50910572    
0.06902    52.96960000     52.90055146    
0.06963    52.43310000     52.29577598    
0.07023    51.24060000     51.69260225    
0.07084    50.93520000     51.09200647    
0.07145    50.19610000     50.49470687    
0.07206    49.94660000     49.89901765    
0.07266    49.26260000     49.30761214    
0.07327    48.71690000     48.71843124    
0.07388    48.32640000     48.13198024    
0.07449    47.58450000     47.54873305    
0.07510    46.92960000     46.96832102    
0.07571    46.44590000     46.39241991    
0.07631    45.77400000     45.81945192    
0.07692    45.20910000     45.24923031    
0.07753    44.75990000     44.68404454    
0.07814    43.93230000     44.12096112    
0.07875    43.63100000     43.56251378    
0.07935    43.07920000     43.00769115    
0.07996    42.49800000     42.45546935    
0.08057    41.74810000     41.90923745    
0.08118    41.24820000     41.36530298    
0.08179    40.61220000     40.82595385    
0.08239    40.13460000     40.29093234    
0.08300    39.63400000     39.75828385    
0.08361    39.02750000     39.23157043    
0.08422    38.46020000     38.70822742    
0.08483    38.00680000     38.18933495    
0.08543    37.63700000     37.67549325    
0.08604    37.07360000     37.16416844    
0.08665    36.78890000     36.65952091    
0.08726    36.28630000     36.15795536    
0.08787    35.58250000     35.66054286    
0.08847    35.10110000     35.16890828    
0.08908    34.52580000     34.67990994    
0.08969    34.16580000     34.19735342    
0.09030    33.59420000     33.71848683    
0.09091    32.99840000     33.24343369    
0.09151    32.81800000     32.77478483    
0.09212    32.38840000     32.30884749    
0.09273    31.96490000     31.84828545    
0.09334    31.50490000     31.39273960    
0.09395    30.90390000     30.94055166    
0.09456    30.54110000     30.49543195    
0.09516    30.14930000     30.05306618    
0.09577    29.62960000     29.61636654    
0.09638    29.20310000     29.18453512    
0.09699    28.59120000     28.75562472    
0.09760    28.16520000     28.33432340    
0.09820    27.77050000     27.91579731    
0.09881    27.40140000     27.50246389    
0.09942    27.11740000     27.09447950    
0.10003    26.70060000     26.68924732    
0.10064    26.29690000     26.29142812    
0.10124    25.90150000     25.89673964    
0.10185    25.61670000     25.50672173    
0.10246    25.35040000     25.12189805    
0.10307    24.85290000     24.74045108    
0.10368    24.50430000     24.36583438    
0.10429    24.03110000     23.99484371    
0.10489    23.46480000     23.62796268    
0.10550    23.06040000     23.26730440    
0.10611    22.76630000     22.90934504    
0.10672    22.32310000     22.55765707    
0.10733    22.09920000     22.20997866    
0.10793    21.66540000     21.86579176    
0.10854    21.49880000     21.52826667    
0.10915    21.20700000     21.19338312    
0.10976    20.74950000     20.86409549    
0.11037    20.42870000     20.53923463    
0.11097    20.07130000     20.21732099    
0.11158    19.87530000     19.90232569    
0.11219    19.52770000     19.58989628    
0.11280    19.22550000     19.28193693    
0.11341    18.90900000     18.97926684    
0.11401    18.77300000     18.67913871    
0.11462    18.31850000     18.38588012    
0.11523    18.02220000     18.09524970    
0.11584    17.67040000     17.80893881    
0.11645    17.46290000     17.52770334    
