# x and average y for the best solution found, chi=0.031288
#  q       exp_intensity   weighted_intensity
0.011250 711.587000 670.775400
0.011860 693.089000 667.440047
0.012470 688.169000 663.913343
0.013070 690.188000 660.360969
0.013680 696.171000 656.538317
0.014290 684.252000 652.607013
0.014900 682.834000 648.555816
0.015510 678.375000 644.322071
0.016120 671.213000 640.011827
0.016720 663.316000 635.608753
0.017330 666.139000 631.026217
0.017940 657.766000 626.353675
0.018550 649.948000 621.514992
0.019160 653.194000 616.612853
0.019760 638.294000 611.665674
0.020370 639.463000 606.538694
0.020980 622.644000 601.348569
0.021590 624.359000 596.014133
0.022200 618.541000 590.630002
0.022800 611.248000 585.243796
0.023410 599.579000 579.683740
0.024020 596.386000 574.078773
0.024630 590.038000 568.358860
0.025240 587.656000 562.601408
0.025840 579.593000 556.881416
0.026450 574.444000 551.000025
0.027060 569.631000 545.088160
0.027670 560.832000 539.112272
0.028280 556.146000 533.102076
0.028890 544.466000 527.051446
0.029490 541.988000 521.054533
0.030100 531.709000 514.939769
0.030710 529.125000 508.786633
0.031320 521.109000 502.614629
0.031930 517.348000 496.425528
0.032540 508.462000 490.213629
0.033140 503.815000 484.096747
0.033750 494.967000 477.864851
0.034360 490.960000 471.628507
0.034970 484.913000 465.389073
0.035580 477.143000 459.150147
0.036180 472.167000 453.016191
0.036790 463.040000 446.786326
0.037400 457.899000 440.567175
0.038010 451.629000 434.354040
0.038620 442.154000 428.164413
0.039220 435.478000 422.087080
0.039830 429.138000 415.927467
0.040440 423.270000 409.794561
0.041050 416.402000 403.675663
0.041660 412.341000 397.598077
0.042260 402.228000 391.636410
0.042870 397.830000 385.597032
0.043480 390.862000 379.605154
0.044090 384.399000 373.634687
0.044700 379.836000 367.713589
0.045300 373.277000 361.919861
0.045910 365.431000 356.060379
0.046520 360.931000 350.257090
0.047130 352.101000 344.479370
0.047740 347.812000 338.760144
0.048350 340.160000 333.079595
0.048950 334.710000 327.520429
0.049560 329.848000 321.937576
0.050170 322.892000 316.382634
