0.118580E-01 0.155959E+03
0.124670E-01 0.152095E+03
0.130750E-01 0.153528E+03
0.136830E-01 0.153893E+03
0.142910E-01 0.152496E+03
0.148990E-01 0.150965E+03
0.155070E-01 0.149738E+03
0.161150E-01 0.147848E+03
0.167240E-01 0.146877E+03
0.173320E-01 0.146354E+03
0.179400E-01 0.145125E+03
0.185480E-01 0.143866E+03
0.191560E-01 0.142230E+03
0.197640E-01 0.141095E+03
0.203720E-01 0.139732E+03
0.209800E-01 0.137960E+03
0.215890E-01 0.137159E+03
0.221970E-01 0.135722E+03
0.228050E-01 0.134537E+03
0.234130E-01 0.133653E+03
0.240210E-01 0.131945E+03
0.246290E-01 0.129978E+03
0.252370E-01 0.128577E+03
0.258450E-01 0.127176E+03
0.264540E-01 0.125682E+03
0.270620E-01 0.124526E+03
0.276700E-01 0.122673E+03
0.282780E-01 0.121020E+03
0.288860E-01 0.119881E+03
0.294940E-01 0.118152E+03
0.301020E-01 0.116996E+03
0.307100E-01 0.115651E+03
0.313190E-01 0.113946E+03
0.319270E-01 0.112840E+03
0.325350E-01 0.111044E+03
0.331430E-01 0.109943E+03
0.337510E-01 0.107931E+03
0.343590E-01 0.106383E+03
0.349670E-01 0.104898E+03
0.355750E-01 0.103537E+03
0.361840E-01 0.101963E+03
0.367920E-01 0.100208E+03
0.374000E-01 0.988358E+02
0.380080E-01 0.973466E+02
0.386160E-01 0.953535E+02
0.392240E-01 0.936404E+02
0.398320E-01 0.922923E+02
0.404400E-01 0.907556E+02
0.410490E-01 0.892565E+02
0.416570E-01 0.879413E+02
0.422650E-01 0.866526E+02
0.428730E-01 0.848014E+02
0.434810E-01 0.838000E+02
0.440890E-01 0.821757E+02
0.446970E-01 0.807590E+02
0.453050E-01 0.795598E+02
0.459140E-01 0.780005E+02
0.465220E-01 0.767160E+02
0.471300E-01 0.752059E+02
0.477380E-01 0.737938E+02
0.483460E-01 0.722817E+02
0.489540E-01 0.711551E+02
0.495620E-01 0.698505E+02
0.501700E-01 0.685206E+02
0.507790E-01 0.667334E+02
0.513870E-01 0.658850E+02
0.519950E-01 0.644979E+02
0.526030E-01 0.631472E+02
0.532110E-01 0.618350E+02
0.538190E-01 0.609719E+02
0.544270E-01 0.595501E+02
0.550350E-01 0.583908E+02
0.556430E-01 0.573883E+02
0.562520E-01 0.560173E+02
0.568600E-01 0.548586E+02
0.574680E-01 0.537343E+02
0.580760E-01 0.528510E+02
0.586840E-01 0.513467E+02
0.592920E-01 0.506207E+02
0.599000E-01 0.492426E+02
0.605080E-01 0.481872E+02
0.611170E-01 0.470764E+02
0.617250E-01 0.460769E+02
0.623330E-01 0.449616E+02
0.629410E-01 0.440769E+02
0.635490E-01 0.429644E+02
0.641570E-01 0.421737E+02
0.647650E-01 0.410552E+02
0.653730E-01 0.403844E+02
0.659820E-01 0.393719E+02
0.665900E-01 0.384681E+02
0.671980E-01 0.375276E+02
0.678060E-01 0.365195E+02
0.684140E-01 0.358695E+02
0.690220E-01 0.349746E+02
0.696300E-01 0.343681E+02
0.702380E-01 0.332587E+02
0.708460E-01 0.326945E+02
0.714550E-01 0.318708E+02
0.720630E-01 0.312377E+02
0.726710E-01 0.304790E+02
0.732790E-01 0.298264E+02
0.738870E-01 0.292298E+02
0.744950E-01 0.284907E+02
0.751030E-01 0.278131E+02
0.757110E-01 0.271591E+02
0.763200E-01 0.265595E+02
0.769280E-01 0.260941E+02
0.775360E-01 0.254004E+02
0.781440E-01 0.247667E+02
0.787520E-01 0.241884E+02
0.793600E-01 0.235684E+02
0.799680E-01 0.230388E+02
0.805760E-01 0.224795E+02
0.811840E-01 0.219555E+02
0.817930E-01 0.214442E+02
0.824010E-01 0.209788E+02
0.830090E-01 0.204489E+02
0.836170E-01 0.198981E+02
0.842250E-01 0.195378E+02
0.848330E-01 0.190705E+02
0.854410E-01 0.186125E+02
0.860490E-01 0.181060E+02
0.866570E-01 0.177490E+02
0.872660E-01 0.172353E+02
0.878740E-01 0.168778E+02
0.884820E-01 0.163714E+02
0.890900E-01 0.160928E+02
0.896980E-01 0.157753E+02
0.903060E-01 0.153454E+02
0.909140E-01 0.150534E+02
0.915220E-01 0.146252E+02
0.921300E-01 0.141783E+02
0.927390E-01 0.139306E+02
0.933470E-01 0.135102E+02
0.939550E-01 0.131417E+02
0.945630E-01 0.128060E+02
0.951710E-01 0.125341E+02
0.957790E-01 0.122299E+02
0.963870E-01 0.118201E+02
0.969950E-01 0.116250E+02
0.976030E-01 0.113998E+02
0.982120E-01 0.110259E+02
0.988200E-01 0.107727E+02
0.994280E-01 0.105325E+02
0.100036E+00 0.103259E+02
0.100644E+00 0.101195E+02
0.101252E+00 0.977299E+01
0.101860E+00 0.958525E+01
0.102468E+00 0.926262E+01
0.103076E+00 0.902395E+01
0.103685E+00 0.879196E+01
