# SAXS profile: number of points = 498, q_min = 0.025234, q_max = 0.32741, delta_q = 0.000608
# offset = 0.00000000000000, scaling c = 5.78375254032406e-06, Chi = 1.76369476318359
#  q       exp_intensity   model_intensity
0.20581    2.97315000      3.19478567     
0.20642    2.98078000      3.18007927     
0.20703    3.05801000      3.16594001     
0.20763    2.86168000      3.15309989     
0.20824    2.93968000      3.14064933     
0.20885    2.96800000      3.12919837     
0.20946    2.90242000      3.11850321     
0.21007    2.91039000      3.10816824     
0.21067    2.96531000      3.09875847     
0.21128    2.82726000      3.08973126     
0.21189    2.82921000      3.08114629     
0.21250    2.80048000      3.07313341     
0.21311    2.84212000      3.06519525     
0.21371    2.99311000      3.05789749     
0.21432    2.83011000      3.05086689     
0.21493    2.73998000      3.04407356     
0.21554    2.84820000      3.03751550     
0.21615    2.70653000      3.03104399     
0.21675    2.85738000      3.02474950     
0.21736    2.95027000      3.01853637     
0.21797    2.84940000      3.01223086     
0.21858    2.83375000      3.00604513     
0.21919    2.89443000      2.99983841     
0.21979    2.70473000      2.99358745     
0.22040    2.77630000      2.98725780     
0.22101    2.77252000      2.98088406     
0.22162    2.67145000      2.97428557     
0.22223    2.59798000      2.96755994     
0.22283    2.75101000      2.96047719     
0.22344    2.69011000      2.95327426     
0.22405    2.45840000      2.94594555     
0.22466    2.48675000      2.93831573     
0.22527    2.28190000      2.93045739     
0.22587    2.29943000      2.92230525     
0.22648    2.37704000      2.91381943     
0.22709    2.46796000      2.90516800     
0.22770    2.53634000      2.89593010     
0.22831    2.61489000      2.88655326     
0.22891    2.64476000      2.87690508     
0.22952    2.65280000      2.86684686     
0.23013    2.75757000      2.85659805     
0.23074    2.64521000      2.84589684     
0.23135    2.74445000      2.83489395     
0.23195    2.83453000      2.82366264     
0.23256    2.65758000      2.81182186     
0.23317    2.59489000      2.79993141     
0.23378    2.55286000      2.78767380     
0.23439    2.50583000      2.77507218     
0.23499    2.55580000      2.76227271     
0.23560    2.49136000      2.74905908     
0.23621    2.52143000      2.73567580     
0.23682    2.54885000      2.72185309     
0.23743    2.51422000      2.70788636     
0.23803    2.50039000      2.69377987     
0.23864    2.35108000      2.67926561     
0.23925    2.45709000      2.66461905     
0.23986    2.43505000      2.64978301     
0.24047    2.36762000      2.63473368     
0.24107    2.27994000      2.61946393     
0.24168    2.29000000      2.60405789     
0.24229    2.35173000      2.58853182     
0.24290    2.41423000      2.57287413     
0.24351    2.29139000      2.55705801     
0.24411    2.38049000      2.54117516     
0.24472    2.36638000      2.52514155     
0.24533    2.35762000      2.50893894     
0.24594    2.33989000      2.49280416     
0.24655    2.34256000      2.47659912     
0.24715    2.24640000      2.46037409     
0.24776    2.10840000      2.44411367     
0.24837    2.17848000      2.42783447     
0.24898    2.25315000      2.41154318     
0.24959    2.40135000      2.39517441     
0.25019    2.32174000      2.37892040     
0.25080    2.46768000      2.36267803     
0.25141    2.39359000      2.34653427     
0.25202    2.22626000      2.33043985     
0.25263    2.29857000      2.31440142     
0.25323    2.28989000      2.29842495     
0.25384    2.23842000      2.28244651     
0.25445    2.34305000      2.26667336     
0.25506    2.26469000      2.25095387     
0.25567    2.15699000      2.23539892     
0.25627    2.28294000      2.21992923     
0.25688    2.34740000      2.20456351     
0.25749    2.45342000      2.18939484     
0.25810    2.32018000      2.17421286     
0.25871    2.11616000      2.15930436     
0.25931    2.00491000      2.14453009     
0.25992    2.13536000      2.12988149     
0.26053    2.12950000      2.11542284     
0.26114    2.15459000      2.10106651     
0.26175    2.27068000      2.08696348     
0.26235    2.24695000      2.07288272     
0.26296    2.32244000      2.05897186     
0.26357    2.25953000      2.04537809     
0.26418    2.24564000      2.03188854     
0.26479    2.20940000      2.01859970     
0.26539    2.21704000      2.00549199     
0.26600    2.18340000      1.99239917     
0.26661    2.16606000      1.97970497     
0.26722    2.22321000      1.96712133     
0.26783    2.08574000      1.95473550     
0.26843    2.00598000      1.94254622     
0.26904    2.07651000      1.93045858     
0.26965    2.11969000      1.91867878     
0.27026    2.01262000      1.90693605     
0.27087    2.08769000      1.89543159     
0.27147    1.99181000      1.88421984     
0.27208    2.13320000      1.87312646     
0.27269    2.03977000      1.86226149     
0.27330    2.05129000      1.85151887     
0.27391    1.99553000      1.84082897     
0.27451    1.99645000      1.83054530     
0.27512    1.93888000      1.82037108     
0.27573    1.99435000      1.81039168     
0.27634    1.96981000      1.80061499     
0.27695    1.84557000      1.79100023     
0.27755    1.75933000      1.78158084     
0.27816    1.88256000      1.77234004     
0.27877    1.84308000      1.76331996     
0.27938    1.87876000      1.75450181     
0.27999    1.83037000      1.74580652     
0.28059    1.77939000      1.73738966     
0.28120    1.81291000      1.72909877     
0.28181    1.75703000      1.72097998     
0.28242    1.82868000      1.71311468     
0.28303    1.77740000      1.70534727     
0.28363    1.82196000      1.69788820     
0.28424    1.73401000      1.69055964     
0.28485    1.67156000      1.68342847     
0.28546    1.60130000      1.67644285     
0.28607    1.73031000      1.66962617     
0.28667    1.58398000      1.66309364     
0.28728    1.79023000      1.65670576     
0.28789    1.77627000      1.65048510     
0.28850    1.72562000      1.64451517     
0.28911    1.71606000      1.63859008     
0.28971    1.74246000      1.63297285     
0.29032    1.76048000      1.62752217     
0.29093    1.81222000      1.62221942     
0.29154    1.76689000      1.61718332     
0.29215    1.71396000      1.61225104     
0.29275    1.71737000      1.60747745     
0.29336    1.71616000      1.60291834     
0.29397    1.69983000      1.59846393     
0.29458    1.67201000      1.59432254     
0.29519    1.66449000      1.59027348     
0.29579    1.56714000      1.58639705     
0.29640    1.59523000      1.58263576     
0.29701    1.67265000      1.57902634     
0.29762    1.72228000      1.57569421     
0.29823    1.73323000      1.57245900     
0.29883    1.72217000      1.56938762     
0.29944    1.69696000      1.56646706     
0.30005    1.81367000      1.56356790     
0.30066    1.78451000      1.56096427     
0.30127    1.74211000      1.55845186     
0.30187    1.76585000      1.55605675     
0.30248    1.80519000      1.55384042     
0.30309    1.77384000      1.55164437     
0.30370    1.88117000      1.54967197     
0.30431    1.70937000      1.54777560     
0.30491    1.70491000      1.54595427     
0.30552    1.58098000      1.54428404     
0.30613    1.53222000      1.54267926     
0.30674    1.50014000      1.54116894     
0.30735    1.65276000      1.53977191     
0.30795    1.59364000      1.53841917     
0.30856    1.64855000      1.53720373     
0.30917    1.65161000      1.53602461     
0.30978    1.69151000      1.53491008     
0.31039    1.74811000      1.53381188     
0.31099    1.66359000      1.53280822     
0.31160    1.65729000      1.53186198     
0.31221    1.68169000      1.53094146     
0.31282    1.70450000      1.53006861     
0.31343    1.66113000      1.52916684     
0.31403    1.57349000      1.52833053     
0.31464    1.61092000      1.52751575     
0.31525    1.61885000      1.52670747     
0.31586    1.60847000      1.52590850     
0.31647    1.68094000      1.52511680     
0.31707    1.68344000      1.52426658     
0.31768    1.80336000      1.52341033     
0.31829    1.71859000      1.52257152     
0.31890    1.70787000      1.52175183     
0.31951    1.74920000      1.52085077     
0.32011    1.85670000      1.51987075     
0.32072    1.72096000      1.51890226     
0.32133    1.75983000      1.51789844     
0.32194    1.77686000      1.51686487     
0.32255    1.68948000      1.51573036     
0.32315    1.61745000      1.51456040     
0.32376    1.71352000      1.51326707     
0.32437    1.70959000      1.51195962     
0.32498    1.67415000      1.51060916     
0.32559    1.54877000      1.50912907     
0.32619    1.48717000      1.50761028     
0.32680    1.63605000      1.50596690     
0.32741    1.78702000      1.50429322     
