# x and average y for the best solution found, chi=0.026331
#  q       exp_intensity   weighted_intensity
0.018500 260.333000 254.834179
0.019000 256.877000 252.566927
0.019510 251.909000 250.178021
0.020020 250.882000 247.786388
0.020520 248.783000 245.376164
0.021030 243.485000 242.914031
0.021540 244.590000 240.392602
0.022040 242.386000 237.916220
0.022550 240.468000 235.338778
0.023060 236.927000 232.755533
0.023560 237.815000 230.180261
0.024070 233.871000 227.547671
0.024580 230.624000 224.878537
0.025080 228.208000 222.256139
0.025590 223.557000 219.551309
0.026100 220.507000 216.840830
0.026610 218.411000 214.107187
0.027110 215.428000 211.422333
0.027620 213.020000 208.666376
0.028130 211.498000 205.906454
0.028630 206.067000 203.189289
0.029140 204.120000 200.414861
0.029650 200.026000 197.632719
0.030150 199.178000 194.904690
0.030660 194.669000 192.121056
0.031170 190.961000 189.338454
0.031670 189.799000 186.612437
0.032180 186.460000 183.835133
0.032690 183.489000 181.063756
0.033190 179.966000 178.352167
0.033700 177.497000 175.595411
0.034210 174.721000 172.849382
0.034710 172.171000 170.172219
0.035220 169.770000 167.449850
0.035730 166.658000 164.738472
0.036230 163.397000 162.093940
0.036740 161.000000 159.412903
0.037250 157.350000 156.748957
0.037750 156.202000 154.154672
0.038260 153.539000 151.528550
0.038770 149.974000 148.921707
0.039270 148.135000 146.388843
0.039780 145.217000 143.825187
0.040290 142.421000 141.288331
0.040790 139.748000 138.821149
0.041300 138.017000 136.334288
0.041810 135.058000 133.868193
0.042310 132.756000 131.483013
0.042820 130.525000 129.070486
0.043330 127.808000 126.694404
0.043840 125.503000 124.338200
0.044340 123.634000 122.067462
0.044850 120.314000 119.770156
0.045360 118.539000 117.515822
0.045860 116.460000 115.323244
0.046370 114.866000 113.132421
0.046880 112.026000 110.958855
0.047380 110.297000 108.875816
0.047890 107.587000 106.766548
0.048400 105.858000 104.708756
0.048900 104.211000 102.705191
0.049410 101.728000 100.714962
0.049920 99.946900 98.737759
0.050420 98.284100 96.854660
0.050930 96.532200 94.944650
0.051440 94.493000 93.092396
0.051940 93.030000 91.285469
0.052450 90.534100 89.502569
0.052960 88.998500 87.727692
0.053460 87.100000 86.048435
0.053970 85.167200 84.340988
0.054480 83.656000 82.696698
0.054980 81.865900 81.088520
0.055490 80.568600 79.512000
0.056000 78.919600 77.938086
0.056500 77.454800 76.459483
0.057010 75.972300 74.952574
0.057520 74.858600 73.508963
0.058030 72.453900 72.069085
0.058530 71.849900 70.715999
0.059040 70.021600 69.340919
0.059550 69.252200 68.025378
0.060050 67.942300 66.741318
0.060560 66.593400 65.483774
0.061070 65.297600 64.234322
0.061570 63.650300 63.059230
0.062080 63.175500 61.869615
0.062590 62.122500 60.728253
0.063090 60.947800 59.619020
0.063600 60.054000 58.532908
0.064110 58.575800 57.458333
0.064610 57.969100 56.445958
0.065120 56.624700 55.425428
0.065630 55.568900 54.444205
0.066130 54.716900 53.494725
0.066640 53.330300 52.562553
0.067150 52.416300 51.644362
0.067650 51.945100 50.777074
0.068160 50.648200 49.906607
0.068670 49.833000 49.067135
0.069170 49.203400 48.258437
0.069680 48.007900 47.461910
0.070190 47.620300 46.680595
0.070690 46.565000 45.939717
0.071200 46.125900 45.199202
0.071710 45.272100 44.482219
0.072220 44.882600 43.781051
0.072720 44.208900 43.114071
0.073230 43.101900 42.449309
0.073730 42.776200 41.816150
0.074240 42.070900 41.185619
0.074750 41.242900 40.572289
0.075260 40.654700 39.974505
0.075760 40.105600 39.403098
0.076270 39.580600 38.836117
0.076770 39.096700 38.294068
0.077280 38.739800 37.755065
0.077790 38.011000 37.227469
0.078300 37.570700 36.714380
0.078800 37.213000 36.221308
0.079310 36.546100 35.732638
0.079820 35.902400 35.253171
0.080320 35.345300 34.796638
0.080830 34.612800 34.338740
0.081340 34.595000 33.894138
0.081840 34.141000 33.464773
0.082350 33.487800 33.039517
0.082860 33.275600 32.620065
0.083360 32.734000 32.220909
0.083870 32.134600 31.818560
0.084380 32.009600 31.427986
0.084880 31.439000 31.049020
0.085390 31.224100 30.673615
0.085900 30.562800 30.301636
0.086400 30.561100 29.947482
0.086910 30.034100 29.588929
0.087420 29.860700 29.240546
0.087920 29.299200 28.901130
0.088430 28.811400 28.564354
0.088940 28.359500 28.229332
0.089440 28.172500 27.910164
0.089950 27.787100 27.585904
0.090460 27.798400 27.271129
0.090970 27.248200 26.957386
0.091470 26.973300 26.657247
0.091980 26.801100 26.351591
0.092480 26.205700 26.059780
0.092990 26.114600 25.762466
0.093500 25.782600 25.472646
0.094010 25.685400 25.183118
0.094510 25.308900 24.906173
0.095020 25.067200 24.623953
0.095520 24.458500 24.353597
0.096030 24.384500 24.078203
0.096540 24.118500 23.808745
0.097050 23.856000 23.539868
0.097550 23.489700 23.281516
0.098060 23.215200 23.018636
0.098570 22.915700 22.760549
0.099070 22.612500 22.508283
0.099580 22.323900 22.255728
0.100090 22.332300 22.004080
0.100590 22.073700 21.761512
0.101100 21.796200 21.515068
0.101610 21.465000 21.272621
0.102110 21.338000 21.035953
0.102620 20.949900 20.798258
0.103130 21.102400 20.561907
0.103630 20.674700 20.334046
0.104140 20.544000 20.102722
0.104650 20.327700 19.874293
0.105150 20.280200 19.651629
0.105660 19.732100 19.427573
0.106170 19.980400 19.204943
0.106670 19.289700 18.989475
0.107180 19.243600 18.771290
0.107690 19.033900 18.556027
0.108190 18.862800 18.346585
0.108700 18.439200 18.135619
0.109210 18.219900 17.926413
0.109710 18.111900 17.723774
0.110220 18.050400 17.518918
0.110730 17.679400 17.316481
0.111230 17.482000 17.119904
0.111740 17.268100 16.921661
0.112250 17.217800 16.725473
0.112750 16.919900 16.535228
0.113260 16.709500 16.343322
0.113770 16.808400 16.153477
0.114280 16.383100 15.966080
0.114780 16.560700 15.784329
0.115290 16.120500 15.601096
0.115790 16.117700 15.423057
0.116300 15.427300 15.243877
0.116810 15.673400 15.066392
0.117320 15.258500 14.891413
0.117820 15.213200 14.721323
0.118330 15.167600 14.550441
0.118840 14.759700 14.380983
0.119340 14.398000 14.217480
0.119850 14.527000 14.051969
0.120360 14.230800 13.889261
0.120860 14.256000 13.730887
0.121370 14.031200 13.572115
0.121880 13.563700 13.414392
0.122380 13.494400 13.262499
0.122890 13.339100 13.108451
0.123400 13.254300 12.957724
0.123900 13.184800 12.810848
0.124410 12.853100 12.663623
0.124920 12.989000 12.517030
0.125420 12.640600 12.376289
0.125930 12.640500 12.233311
0.126440 12.392300 12.093302
0.126940 12.126700 11.956502
0.127450 12.175500 11.819949
0.127960 11.926500 11.683795
0.128460 11.898600 11.553305
0.128970 11.623500 11.420470
0.129480 11.704400 11.290540
0.129980 11.380600 11.163336
0.130490 11.377000 11.036651
0.131000 10.987200 10.910090
0.131500 10.989400 10.788958
0.132010 10.824500 10.665459
0.132520 10.716300 10.544826
0.133020 10.580800 10.426681
0.133530 10.424300 10.309171
0.134040 10.187200 10.191847
0.134540 10.175300 10.078960
0.135050 10.063200 9.964062
0.135560 10.110000 9.851429
0.136060 9.820100 9.741310
0.136570 9.707780 9.631269
0.137080 9.816760 9.521605
0.137590 9.330990 9.413969
0.138090 9.496060 9.308856
0.138600 9.420030 9.203558
0.139110 9.146940 9.098740
0.139610 9.192110 8.997690
0.140120 9.083590 8.895125
0.140620 8.938940 8.796180
0.141130 9.003330 8.695854
0.141640 8.630880 8.597272
0.142140 8.644470 8.501070
0.142650 8.484170 8.404115
0.143160 8.438140 8.307777
0.143660 8.269020 8.214652
0.144170 8.312690 8.120288
0.144680 8.100080 8.027172
0.145190 8.126350 7.934722
0.145690 7.956710 7.845183
0.146200 7.943410 7.754527
0.146710 7.782980 7.664914
0.147210 7.673680 7.577742
0.147720 7.656570 7.489791
0.148230 7.476600 7.402533
0.148730 7.410810 7.317813
0.149240 7.134440 7.232287
0.149750 7.177800 7.147761
0.150250 7.061200 7.065519
0.150760 6.975690 6.982270
0.151270 6.955690 6.899825
0.151770 6.933110 6.819697
0.152280 6.732560 6.738751
0.152790 6.786830 6.658452
0.153290 6.633100 6.580502
0.153800 6.554590 6.501566
0.154310 6.514280 6.423517
0.154810 6.387130 6.347561
0.155320 6.310510 6.270941
0.155830 6.236860 6.194829
0.156330 6.134120 6.121104
0.156840 6.108300 6.046374
0.157350 5.927110 5.972678
0.157850 5.924420 5.900891
0.158360 5.820160 5.828461
0.158870 5.804670 5.756363
0.159370 5.666940 5.686582
0.159880 5.670190 5.615730
0.160390 5.485230 5.545926
0.160890 5.489120 5.477807
0.161400 5.420150 5.409315
0.161910 5.302060 5.341093
0.162410 5.335530 5.275229
0.162920 5.158380 5.208276
0.163430 5.158590 5.142401
0.163930 5.047400 5.078014
0.164440 5.051870 5.013534
0.164950 4.934230 4.949243
0.165450 4.876300 4.887206
0.165960 4.857870 4.824041
0.166470 4.848260 4.761999
0.166970 4.773790 4.701267
0.167480 4.636600 4.640479
0.167990 4.625780 4.579765
0.168490 4.429470 4.521450
0.169000 4.508400 4.461993
0.169510 4.386930 4.403744
0.170010 4.381810 4.346661
0.170520 4.356670 4.289593
0.171030 4.225760 4.232608
0.171530 4.178640 4.178034
0.172040 4.155380 4.122450
0.172550 4.007490 4.067832
0.173050 3.989470 4.014403
0.173560 3.939170 3.960993
0.174070 3.885550 3.907745
0.174580 3.866650 3.855518
0.175080 3.795440 3.804492
0.175590 3.771310 3.753389
0.176100 3.746440 3.702527
0.176600 3.663720 3.653630
0.177110 3.643210 3.604001
0.177610 3.493950 3.556226
0.178120 3.495680 3.507801
0.178630 3.449370 3.460367
0.179130 3.370340 3.414119
0.179640 3.387000 3.367688
0.180150 3.182710 3.321592
0.180660 3.190250 3.276298
0.181160 3.196830 3.232235
0.181670 3.156820 3.188033
