  0.2590E-01  0.1372E+04  0.1384E+01  0.1390E+04  0.1390E+04
  0.2646E-01  0.1378E+04  0.2568E+01  0.1389E+04  0.1389E+04
  0.2703E-01  0.1374E+04  0.3643E+01  0.1387E+04  0.1387E+04
  0.2759E-01  0.1367E+04  0.4608E+01  0.1385E+04  0.1385E+04
  0.2815E-01  0.1369E+04  0.5464E+01  0.1384E+04  0.1384E+04
  0.2872E-01  0.1368E+04  0.6207E+01  0.1382E+04  0.1382E+04
  0.2928E-01  0.1371E+04  0.6839E+01  0.1380E+04  0.1380E+04
  0.2984E-01  0.1373E+04  0.7357E+01  0.1378E+04  0.1378E+04
  0.3041E-01  0.1380E+04  0.7761E+01  0.1377E+04  0.1377E+04
  0.3097E-01  0.1384E+04  0.8049E+01  0.1375E+04  0.1375E+04
  0.3153E-01  0.1380E+04  0.8221E+01  0.1373E+04  0.1373E+04
  0.3210E-01  0.1375E+04  0.8276E+01  0.1371E+04  0.1371E+04
  0.3266E-01  0.1366E+04  0.8215E+01  0.1369E+04  0.1369E+04
  0.3322E-01  0.1358E+04  0.7868E+01  0.1367E+04  0.1367E+04
  0.3378E-01  0.1350E+04  0.7210E+01  0.1365E+04  0.1365E+04
  0.3435E-01  0.1345E+04  0.6770E+01  0.1363E+04  0.1363E+04
  0.3491E-01  0.1342E+04  0.6248E+01  0.1361E+04  0.1361E+04
  0.3547E-01  0.1340E+04  0.5757E+01  0.1359E+04  0.1359E+04
  0.3604E-01  0.1341E+04  0.4848E+01  0.1357E+04  0.1357E+04
  0.3660E-01  0.1343E+04  0.3795E+01  0.1355E+04  0.1355E+04
  0.3716E-01  0.1343E+04  0.3026E+01  0.1353E+04  0.1353E+04
  0.3773E-01  0.1339E+04  0.2945E+01  0.1350E+04  0.1350E+04
  0.3829E-01  0.1333E+04  0.3097E+01  0.1348E+04  0.1348E+04
  0.3885E-01  0.1330E+04  0.3499E+01  0.1346E+04  0.1346E+04
  0.3942E-01  0.1323E+04  0.3624E+01  0.1344E+04  0.1344E+04
  0.3998E-01  0.1321E+04  0.3318E+01  0.1341E+04  0.1341E+04
  0.4054E-01  0.1315E+04  0.3160E+01  0.1339E+04  0.1339E+04
  0.4110E-01  0.1314E+04  0.3202E+01  0.1337E+04  0.1337E+04
  0.4167E-01  0.1312E+04  0.3516E+01  0.1334E+04  0.1334E+04
  0.4223E-01  0.1308E+04  0.3976E+01  0.1332E+04  0.1332E+04
  0.4279E-01  0.1307E+04  0.4210E+01  0.1329E+04  0.1329E+04
  0.4336E-01  0.1300E+04  0.4333E+01  0.1327E+04  0.1327E+04
  0.4392E-01  0.1298E+04  0.4756E+01  0.1324E+04  0.1324E+04
  0.4448E-01  0.1298E+04  0.5102E+01  0.1322E+04  0.1322E+04
  0.4505E-01  0.1299E+04  0.5218E+01  0.1319E+04  0.1319E+04
  0.4561E-01  0.1299E+04  0.5020E+01  0.1317E+04  0.1317E+04
  0.4617E-01  0.1300E+04  0.4849E+01  0.1314E+04  0.1314E+04
  0.4674E-01  0.1301E+04  0.4571E+01  0.1311E+04  0.1311E+04
  0.4730E-01  0.1300E+04  0.4447E+01  0.1309E+04  0.1309E+04
  0.4786E-01  0.1296E+04  0.4196E+01  0.1306E+04  0.1306E+04
  0.4842E-01  0.1294E+04  0.3903E+01  0.1303E+04  0.1303E+04
  0.4899E-01  0.1293E+04  0.3558E+01  0.1301E+04  0.1301E+04
  0.4955E-01  0.1290E+04  0.3143E+01  0.1298E+04  0.1298E+04
  0.5011E-01  0.1284E+04  0.2966E+01  0.1295E+04  0.1295E+04
  0.5068E-01  0.1282E+04  0.2859E+01  0.1292E+04  0.1292E+04
  0.5124E-01  0.1278E+04  0.2704E+01  0.1289E+04  0.1289E+04
  0.5180E-01  0.1274E+04  0.2312E+01  0.1286E+04  0.1286E+04
  0.5237E-01  0.1271E+04  0.1676E+01  0.1284E+04  0.1284E+04
  0.5293E-01  0.1269E+04  0.1139E+01  0.1281E+04  0.1281E+04
  0.5349E-01  0.1267E+04  0.8056E+00  0.1278E+04  0.1278E+04
  0.5406E-01  0.1265E+04  0.6214E+00  0.1275E+04  0.1275E+04
  0.5462E-01  0.1263E+04  0.4648E+00  0.1272E+04  0.1272E+04
  0.5518E-01  0.1262E+04  0.4131E+00  0.1269E+04  0.1269E+04
  0.5574E-01  0.1258E+04  0.5272E+00  0.1266E+04  0.1266E+04
  0.5631E-01  0.1254E+04  0.6064E+00  0.1262E+04  0.1262E+04
  0.5687E-01  0.1252E+04  0.5761E+00  0.1259E+04  0.1259E+04
  0.5743E-01  0.1249E+04  0.5444E+00  0.1256E+04  0.1256E+04
  0.5800E-01  0.1246E+04  0.5206E+00  0.1253E+04  0.1253E+04
  0.5856E-01  0.1242E+04  0.6323E+00  0.1250E+04  0.1250E+04
  0.5912E-01  0.1239E+04  0.7632E+00  0.1247E+04  0.1247E+04
  0.5969E-01  0.1236E+04  0.9231E+00  0.1243E+04  0.1243E+04
  0.6025E-01  0.1232E+04  0.1088E+01  0.1240E+04  0.1240E+04
  0.6081E-01  0.1229E+04  0.1215E+01  0.1237E+04  0.1237E+04
  0.6137E-01  0.1227E+04  0.1174E+01  0.1234E+04  0.1234E+04
  0.6194E-01  0.1225E+04  0.1136E+01  0.1230E+04  0.1230E+04
  0.6250E-01  0.1223E+04  0.1166E+01  0.1227E+04  0.1227E+04
  0.6306E-01  0.1220E+04  0.1351E+01  0.1224E+04  0.1224E+04
  0.6363E-01  0.1217E+04  0.1439E+01  0.1220E+04  0.1220E+04
  0.6419E-01  0.1213E+04  0.1418E+01  0.1217E+04  0.1217E+04
  0.6475E-01  0.1208E+04  0.1389E+01  0.1213E+04  0.1213E+04
  0.6532E-01  0.1204E+04  0.1344E+01  0.1210E+04  0.1210E+04
  0.6588E-01  0.1201E+04  0.1341E+01  0.1206E+04  0.1206E+04
  0.6644E-01  0.1199E+04  0.1386E+01  0.1203E+04  0.1203E+04
  0.6701E-01  0.1196E+04  0.1540E+01  0.1199E+04  0.1199E+04
  0.6757E-01  0.1195E+04  0.1779E+01  0.1196E+04  0.1196E+04
  0.6813E-01  0.1193E+04  0.1955E+01  0.1192E+04  0.1192E+04
  0.6869E-01  0.1188E+04  0.2044E+01  0.1189E+04  0.1189E+04
  0.6926E-01  0.1183E+04  0.2110E+01  0.1185E+04  0.1185E+04
  0.6982E-01  0.1178E+04  0.2122E+01  0.1182E+04  0.1182E+04
  0.7038E-01  0.1173E+04  0.2187E+01  0.1178E+04  0.1178E+04
  0.7095E-01  0.1169E+04  0.2332E+01  0.1174E+04  0.1174E+04
  0.7151E-01  0.1165E+04  0.2544E+01  0.1171E+04  0.1171E+04
  0.7207E-01  0.1162E+04  0.2862E+01  0.1167E+04  0.1167E+04
  0.7264E-01  0.1158E+04  0.2979E+01  0.1163E+04  0.1163E+04
  0.7320E-01  0.1156E+04  0.2888E+01  0.1160E+04  0.1160E+04
  0.7376E-01  0.1154E+04  0.2721E+01  0.1156E+04  0.1156E+04
  0.7433E-01  0.1151E+04  0.2726E+01  0.1152E+04  0.1152E+04
  0.7489E-01  0.1150E+04  0.2928E+01  0.1148E+04  0.1148E+04
  0.7545E-01  0.1148E+04  0.3191E+01  0.1144E+04  0.1144E+04
  0.7601E-01  0.1147E+04  0.3300E+01  0.1141E+04  0.1141E+04
  0.7658E-01  0.1144E+04  0.3281E+01  0.1137E+04  0.1137E+04
  0.7714E-01  0.1139E+04  0.3222E+01  0.1133E+04  0.1133E+04
  0.7770E-01  0.1134E+04  0.3146E+01  0.1129E+04  0.1129E+04
  0.7827E-01  0.1128E+04  0.3123E+01  0.1125E+04  0.1125E+04
  0.7883E-01  0.1123E+04  0.3160E+01  0.1121E+04  0.1121E+04
  0.7939E-01  0.1118E+04  0.3269E+01  0.1117E+04  0.1117E+04
  0.7996E-01  0.1113E+04  0.3291E+01  0.1114E+04  0.1114E+04
  0.8052E-01  0.1110E+04  0.3241E+01  0.1110E+04  0.1110E+04
  0.8108E-01  0.1107E+04  0.3088E+01  0.1106E+04  0.1106E+04
  0.8165E-01  0.1105E+04  0.2973E+01  0.1102E+04  0.1102E+04
  0.8221E-01  0.1104E+04  0.2765E+01  0.1098E+04  0.1098E+04
  0.8277E-01  0.1101E+04  0.2648E+01  0.1094E+04  0.1094E+04
  0.8333E-01  0.1099E+04  0.2610E+01  0.1090E+04  0.1090E+04
  0.8390E-01  0.1095E+04  0.2593E+01  0.1086E+04  0.1086E+04
  0.8446E-01  0.1092E+04  0.2470E+01  0.1082E+04  0.1082E+04
  0.8502E-01  0.1088E+04  0.2238E+01  0.1078E+04  0.1078E+04
  0.8559E-01  0.1083E+04  0.2146E+01  0.1074E+04  0.1074E+04
  0.8615E-01  0.1079E+04  0.2104E+01  0.1069E+04  0.1069E+04
  0.8671E-01  0.1075E+04  0.2204E+01  0.1065E+04  0.1065E+04
  0.8728E-01  0.1071E+04  0.2313E+01  0.1061E+04  0.1061E+04
  0.8784E-01  0.1065E+04  0.2425E+01  0.1057E+04  0.1057E+04
  0.8840E-01  0.1059E+04  0.2386E+01  0.1053E+04  0.1053E+04
  0.8897E-01  0.1055E+04  0.2184E+01  0.1049E+04  0.1049E+04
  0.8953E-01  0.1050E+04  0.1902E+01  0.1045E+04  0.1045E+04
  0.9009E-01  0.1047E+04  0.1658E+01  0.1041E+04  0.1041E+04
  0.9065E-01  0.1042E+04  0.1448E+01  0.1036E+04  0.1036E+04
  0.9122E-01  0.1040E+04  0.1345E+01  0.1032E+04  0.1032E+04
  0.9178E-01  0.1037E+04  0.1331E+01  0.1028E+04  0.1028E+04
  0.9234E-01  0.1032E+04  0.1336E+01  0.1024E+04  0.1024E+04
  0.9291E-01  0.1028E+04  0.1477E+01  0.1020E+04  0.1020E+04
  0.9347E-01  0.1024E+04  0.1655E+01  0.1015E+04  0.1015E+04
  0.9403E-01  0.1021E+04  0.1811E+01  0.1011E+04  0.1011E+04
  0.9460E-01  0.1016E+04  0.1734E+01  0.1007E+04  0.1007E+04
  0.9516E-01  0.1012E+04  0.1719E+01  0.1003E+04  0.1003E+04
  0.9572E-01  0.1009E+04  0.1740E+01  0.9984E+03  0.9984E+03
  0.9628E-01  0.1006E+04  0.1839E+01  0.9942E+03  0.9942E+03
  0.9685E-01  0.1002E+04  0.1946E+01  0.9899E+03  0.9899E+03
  0.9741E-01  0.9982E+03  0.2037E+01  0.9856E+03  0.9856E+03
  0.9797E-01  0.9934E+03  0.2090E+01  0.9813E+03  0.9813E+03
  0.9854E-01  0.9887E+03  0.2006E+01  0.9770E+03  0.9770E+03
  0.9910E-01  0.9834E+03  0.1961E+01  0.9727E+03  0.9727E+03
  0.9966E-01  0.9775E+03  0.1962E+01  0.9684E+03  0.9684E+03
  0.1002E+00  0.9722E+03  0.2021E+01  0.9641E+03  0.9641E+03
  0.1008E+00  0.9668E+03  0.2157E+01  0.9598E+03  0.9598E+03
  0.1014E+00  0.9623E+03  0.2249E+01  0.9554E+03  0.9554E+03
  0.1019E+00  0.9578E+03  0.2133E+01  0.9511E+03  0.9511E+03
  0.1025E+00  0.9538E+03  0.2050E+01  0.9468E+03  0.9468E+03
  0.1030E+00  0.9497E+03  0.2056E+01  0.9424E+03  0.9424E+03
  0.1036E+00  0.9440E+03  0.2150E+01  0.9381E+03  0.9381E+03
  0.1042E+00  0.9394E+03  0.2372E+01  0.9337E+03  0.9337E+03
  0.1047E+00  0.9337E+03  0.2637E+01  0.9293E+03  0.9293E+03
  0.1053E+00  0.9287E+03  0.2927E+01  0.9250E+03  0.9250E+03
  0.1059E+00  0.9247E+03  0.3098E+01  0.9206E+03  0.9206E+03
  0.1064E+00  0.9210E+03  0.3113E+01  0.9162E+03  0.9162E+03
  0.1070E+00  0.9194E+03  0.3030E+01  0.9118E+03  0.9118E+03
  0.1075E+00  0.9167E+03  0.2954E+01  0.9074E+03  0.9074E+03
  0.1081E+00  0.9149E+03  0.2821E+01  0.9031E+03  0.9031E+03
  0.1087E+00  0.9112E+03  0.2668E+01  0.8987E+03  0.8987E+03
  0.1092E+00  0.9065E+03  0.2451E+01  0.8943E+03  0.8943E+03
  0.1098E+00  0.9024E+03  0.2147E+01  0.8899E+03  0.8899E+03
  0.1104E+00  0.8972E+03  0.1864E+01  0.8855E+03  0.8855E+03
  0.1109E+00  0.8922E+03  0.1579E+01  0.8810E+03  0.8810E+03
  0.1115E+00  0.8871E+03  0.1377E+01  0.8766E+03  0.8766E+03
  0.1121E+00  0.8833E+03  0.1270E+01  0.8722E+03  0.8722E+03
  0.1126E+00  0.8792E+03  0.1158E+01  0.8678E+03  0.8678E+03
  0.1132E+00  0.8746E+03  0.1056E+01  0.8634E+03  0.8634E+03
