# SAXS profile: number of points = 512, q_min = 0.010033, q_max = 0.321334, delta_q = 0.000609199608610567
# offset = 0.00000000000000, scaling c = 1.47412766489034e-08, Chi = 1.19394272852316
#  q       exp_intensity   model_intensity
0.01003    8.90556000      8.89566917     
0.01125    8.87650000      8.76785650     
0.01186    8.99026000      8.69993384     
0.01247    8.76165000      8.62825796     
0.01307    8.70614000      8.55487068     
0.01368    8.55875000      8.47738657     
0.01429    8.38747000      8.39779708     
0.01490    8.31394000      8.31589893     
0.01551    8.26369000      8.23053902     
0.01611    8.14900000      8.14375262     
0.01672    8.09506000      8.05380865     
0.01733    8.03641000      7.96190288     
0.01794    7.97876000      7.86834441     
0.01855    7.87927000      7.77179757     
0.01915    7.76355000      7.67397636     
0.01976    7.64568000      7.57404756     
0.02037    7.52141000      7.47244439     
0.02098    7.45614000      7.36977162     
0.02159    7.33012000      7.26472666     
0.02219    7.19029000      7.15890633     
0.02280    7.05565000      7.05162354     
0.02341    6.93198000      6.94308138     
0.02402    6.79149000      6.83388675     
0.02463    6.73787000      6.72317858     
0.02524    6.58799000      6.61197690     
0.02584    6.45104000      6.49999187     
0.02645    6.35212000      6.38709122     
0.02706    6.24522000      6.27405239     
0.02767    6.12726000      6.16037485     
0.02828    6.02968000      6.04650413     
0.02888    5.90262000      5.93240102     
0.02949    5.80413000      5.81816549     
0.03010    5.67915000      5.70391517     
0.03071    5.57321000      5.58974828     
0.03132    5.45542000      5.47576127     
0.03192    5.37351000      5.36194047     
0.03253    5.25594000      5.24863743     
0.03314    5.14206000      5.13559558     
0.03375    5.02708000      5.02317962     
0.03436    4.89446000      4.91118763     
0.03497    4.79204000      4.79980863     
0.03557    4.68737000      4.68959491     
0.03618    4.51893000      4.57987934     
0.03679    4.46466000      4.47117107     
0.03740    4.36963000      4.36351380     
0.03800    4.25522000      4.25642977     
0.03861    4.14164000      4.15111144     
0.03922    4.04756000      4.04649337     
0.03983    3.95415000      3.94310159     
0.04044    3.84071000      3.84120024     
0.04104    3.75447000      3.74004457     
0.04165    3.64586000      3.64075852     
0.04226    3.54761000      3.54263059     
0.04287    3.44102000      3.44581681     
0.04348    3.34928000      3.35089523     
0.04409    3.24463000      3.25684153     
0.04469    3.16748000      3.16493209     
0.04530    3.07082000      3.07429650     
0.04591    2.98130000      2.98495165     
0.04652    2.89361000      2.89784849     
0.04713    2.80973000      2.81168957     
0.04773    2.72767000      2.72765286     
0.04834    2.64334000      2.64514502     
0.04895    2.56695000      2.56382634     
