# x and average y for the best solution found, chi=0.037244
#  q       exp_intensity   weighted_intensity
0.208270 2.479220 2.556023
0.208880 2.512540 2.529437
0.209490 2.343810 2.503619
0.210100 2.303410 2.478134
0.210710 2.351830 2.453381
0.211310 2.207130 2.429505
0.211920 2.278950 2.405678
0.212530 2.201040 2.382463
0.213140 2.243590 2.359562
0.213750 2.227420 2.337400
0.214350 2.278890 2.315960
0.214960 2.237900 2.294424
0.215570 2.310070 2.273658
0.216180 2.181530 2.253102
0.216790 2.126840 2.232916
0.217390 2.107300 2.213542
0.218000 2.149800 2.194110
0.218610 2.136310 2.175191
0.219220 2.049390 2.156506
0.219830 1.987740 2.138236
0.220430 1.929740 2.120616
0.221040 1.822010 2.102881
0.221650 1.922230 2.085679
0.222260 1.932110 2.068631
0.222870 1.956940 2.051791
0.223470 1.937690 2.035686
0.224080 1.927870 2.019488
0.224690 1.927870 2.003600
0.225300 1.944330 1.987961
0.225910 1.856280 1.972578
0.226510 1.869580 1.957715
0.227120 1.806910 1.942755
0.227730 1.767860 1.928208
0.228340 1.763800 1.913794
0.228950 1.708860 1.899485
0.229560 1.738780 1.885640
0.230160 1.682220 1.872147
0.230770 1.705280 1.858664
0.231380 1.713570 1.845437
0.231990 1.770230 1.832365
0.232590 1.807370 1.819921
0.233200 1.702990 1.807364
0.233810 1.767650 1.794982
0.234420 1.677980 1.782926
0.235030 1.726620 1.771032
0.235640 1.666570 1.759448
0.236240 1.694660 1.748234
0.236850 1.668300 1.737110
0.237460 1.734100 1.726282
0.238070 1.703370 1.715601
0.238670 1.711060 1.705474
0.239280 1.610440 1.695370
0.239890 1.685410 1.685491
0.240500 1.529440 1.676035
0.241110 1.647720 1.666747
0.241720 1.564750 1.657797
0.242320 1.702950 1.649259
0.242930 1.670620 1.640815
0.243540 1.541760 1.632840
0.244150 1.714870 1.625023
0.244760 1.544720 1.617503
0.245360 1.515620 1.610444
0.245970 1.537990 1.603499
0.246580 1.428300 1.597024
0.247190 1.494580 1.590748
0.247790 1.532780 1.584955
0.248400 1.523660 1.579379
0.249010 1.650150 1.573978
0.249620 1.545390 1.569155
0.250230 1.542690 1.564533
0.250830 1.581080 1.560317
0.251440 1.598690 1.556380
0.252050 1.432750 1.552628
0.252660 1.450410 1.549410
0.253270 1.565000 1.546394
0.253880 1.528120 1.543633
0.254480 1.550900 1.541378
0.255090 1.589700 1.539275
0.255700 1.589740 1.537582
0.256310 1.580260 1.536116
0.256920 1.534370 1.534870
0.257520 1.581280 1.534096
0.258130 1.462280 1.533468
0.258740 1.624770 1.533163
0.259350 1.528130 1.533131
0.259950 1.561850 1.533301
0.260560 1.552540 1.533850
0.261170 1.589560 1.534532
0.261780 1.551000 1.535471
0.262390 1.593030 1.536662
0.262990 1.559370 1.537972
0.263600 1.518740 1.539603
0.264210 1.551640 1.541372
0.264820 1.528980 1.543396
0.265430 1.637520 1.545604
0.266040 1.604000 1.547904
0.266640 1.601650 1.550387
0.267250 1.627190 1.553025
0.267860 1.607130 1.555826
0.268470 1.561300 1.558748
0.269080 1.688710 1.561739
0.269680 1.589560 1.564884
0.270290 1.626380 1.568157
0.270900 1.607370 1.571511
0.271510 1.576340 1.574952
0.272110 1.654080 1.578380
0.272720 1.586310 1.581986
0.273330 1.611190 1.585609
0.273940 1.564640 1.589248
0.274550 1.656210 1.592968
0.275150 1.607630 1.596644
0.275760 1.652310 1.600405
0.276370 1.721960 1.604186
0.276980 1.662250 1.607980
0.277590 1.730180 1.611802
0.278190 1.680120 1.615564
0.278800 1.666740 1.619395
0.279410 1.691950 1.623172
0.280020 1.714110 1.626925
0.280630 1.649450 1.630701
0.281230 1.788530 1.634400
0.281840 1.694900 1.638133
0.282450 1.732670 1.641796
0.283060 1.708270 1.645430
0.283670 1.741570 1.649030
0.284270 1.706330 1.652554
0.284880 1.731180 1.656118
0.285490 1.647000 1.659547
0.286100 1.697530 1.662941
0.286710 1.638990 1.666328
0.287310 1.683060 1.669606
0.287920 1.668900 1.672890
0.288530 1.595520 1.676066
0.289140 1.586630 1.679207
0.289740 1.642200 1.682234
0.290350 1.712090 1.685275
0.290960 1.620870 1.688288
0.291570 1.707590 1.691150
0.292180 1.643370 1.693974
0.292790 1.672940 1.696736
0.293390 1.681480 1.699382
0.294000 1.671970 1.702034
0.294610 1.662550 1.704523
0.295220 1.647850 1.706981
0.295830 1.678750 1.709383
0.296430 1.569860 1.711642
0.297040 1.722160 1.713887
0.297650 1.582490 1.715982
0.298260 1.644930 1.718030
0.298860 1.664610 1.719984
0.299470 1.671790 1.721858
0.300080 1.671960 1.723672
0.300690 1.743960 1.725318
0.301300 1.735610 1.726899
0.301900 1.713500 1.728388
0.302510 1.760110 1.729782
0.303120 1.661270 1.731114
0.303730 1.696510 1.732293
0.304340 1.719420 1.733346
0.304940 1.707530 1.734283
0.305550 1.780610 1.735102
0.306160 1.815530 1.735866
0.306770 1.760160 1.736522
0.307380 1.750120 1.737013
0.307980 1.730020 1.737400
0.308590 1.688500 1.737651
0.309200 1.756920 1.737834
0.309810 1.665410 1.737887
0.310410 1.711250 1.737776
0.311020 1.761960 1.737582
0.311630 1.799840 1.737241
0.312240 1.767050 1.736827
0.312850 1.811410 1.736298
0.313450 1.728790 1.735642
0.314060 1.805620 1.734907
0.314670 1.753010 1.733956
0.315280 1.809240 1.732943
0.315890 1.907120 1.731856
0.316500 1.783130 1.730653
0.317100 1.835970 1.729411
0.317710 1.933870 1.727981
