# x and average y for the best solution found, chi=0.037244
#  q       exp_intensity   weighted_intensity
0.011250 385.443000 409.768858
0.011860 368.141000 406.493468
0.012470 378.851000 403.045195
0.013070 368.828000 399.578626
0.013680 374.399000 395.868207
0.014290 367.054000 392.064608
0.014900 372.341000 388.158192
0.015510 364.657000 384.100346
0.016120 368.391000 379.980281
0.016720 364.346000 375.797113
0.017330 363.657000 371.463241
0.017940 359.928000 367.060655
0.018550 356.681000 362.537744
0.019160 358.093000 357.970956
0.019760 343.263000 353.393967
0.020370 346.345000 348.691609
0.020980 338.342000 343.957412
0.021590 338.007000 339.121646
0.022200 332.725000 334.260067
0.022800 330.283000 329.433078
0.023410 323.833000 324.495374
0.024020 319.979000 319.541458
0.024630 318.592000 314.544832
0.025240 314.058000 309.539730
0.025840 308.859000 304.603826
0.026450 301.522000 299.580839
0.027060 298.753000 294.556873
0.027670 291.717000 289.539633
0.028280 289.830000 284.532226
0.028890 285.507000 279.536409
0.029490 279.598000 274.649932
0.030100 277.197000 269.695910
0.030710 271.320000 264.780825
0.031320 266.800000 259.896142
0.031930 263.301000 255.039010
0.032540 259.102000 250.242867
0.033140 255.159000 245.551121
0.033750 249.361000 240.841287
0.034360 246.150000 236.183193
0.034970 240.306000 231.561031
0.035580 235.742000 227.029735
0.036180 232.515000 222.611217
0.036790 226.314000 218.199409
0.037400 224.893000 213.851178
0.038010 219.141000 209.538206
0.038620 216.459000 205.338130
0.039220 212.605000 201.249833
0.039830 208.576000 197.168781
0.040440 204.207000 193.180061
0.041050 199.396000 189.236901
0.041660 194.114000 185.404476
0.042260 189.923000 181.689340
0.042870 186.570000 177.984694
0.043480 182.991000 174.381552
0.044090 179.013000 170.825032
0.044700 175.446000 167.379036
0.045300 172.028000 164.053067
0.045910 167.426000 160.736260
0.046520 166.312000 157.536138
0.047130 162.194000 154.381441
0.047740 159.800000 151.319899
0.048350 155.657000 148.330132
0.048950 153.460000 145.441821
0.049560 149.678000 142.617691
0.050170 146.174000 139.836903
0.050780 144.189000 137.142340
0.051390 141.082000 134.524053
0.051990 139.297000 131.991013
0.052600 135.969000 129.522879
0.053210 133.354000 127.093784
0.053820 129.820000 124.735646
0.054430 127.834000 122.450823
0.055040 124.441000 120.203629
0.055640 122.709000 118.090532
0.056250 119.937000 115.978482
0.056860 118.300000 113.918654
0.057470 115.587000 111.928210
0.058080 113.783000 109.969641
0.058680 111.100000 108.116199
0.059290 109.593000 106.270210
0.059900 106.807000 104.466533
0.060510 105.563000 102.726412
0.061120 103.558000 101.013229
0.061730 101.860000 99.359157
0.062330 100.448000 97.769972
0.062940 97.861500 96.185718
0.063550 96.543600 94.652573
0.064160 95.095500 93.140288
0.064770 93.693700 91.670990
0.065370 90.866200 90.258548
0.065980 89.982500 88.843275
0.066590 88.010300 87.476565
0.067200 86.421700 86.126775
0.067810 85.077400 84.808297
0.068410 83.537500 83.540505
0.069020 82.143400 82.266797
0.069630 80.860300 81.037884
0.070240 79.785100 79.821013
0.070850 78.125400 78.622706
0.071460 77.213400 77.450383
0.072060 75.746100 76.308776
0.072670 74.338900 75.177086
0.073280 72.871100 74.059087
0.073890 72.046000 72.957224
0.074500 70.704200 71.878264
0.075100 69.973300 70.826939
0.075710 68.744000 69.783465
0.076320 67.632500 68.751407
0.076930 66.569100 67.729696
0.077540 65.403200 66.727599
0.078140 64.367300 65.749574
0.078750 63.347700 64.772427
0.079360 62.560800 63.808021
0.079970 61.545300 62.852463
0.080580 60.696100 61.920313
0.081180 60.050000 61.009435
0.081790 59.162400 60.094763
0.082400 58.109800 59.193054
0.083010 57.258500 58.298485
0.083620 56.493700 57.423934
0.084220 55.545600 56.570295
0.084830 54.834600 55.713978
0.085440 53.924200 54.873829
0.086050 53.270100 54.041193
0.086660 52.165800 53.222751
0.087270 51.349900 52.412653
0.087870 50.852100 51.626170
0.088480 50.052500 50.841461
0.089090 49.374900 50.063692
0.089700 48.446000 49.302732
0.090310 47.987700 48.552483
0.090910 47.222900 47.824727
0.091520 46.589000 47.098363
0.092130 45.971100 46.378396
0.092740 45.466300 45.673408
0.093350 44.774300 44.979223
0.093950 44.149300 44.304310
0.094560 43.477300 43.635539
0.095170 42.799700 42.974497
0.095780 42.225200 42.329443
0.096390 41.613700 41.694197
0.096990 40.808300 41.074807
0.097600 40.304200 40.463340
0.098210 39.789600 39.858504
0.098820 39.076600 39.265716
0.099430 38.719800 38.687276
0.100040 38.022000 38.115889
0.100640 37.758400 37.568550
0.101250 37.052600 37.018978
0.101860 36.543800 36.479326
0.102470 36.069000 35.952702
0.103080 35.809000 35.432131
0.103680 35.047000 34.934247
0.104290 34.782100 34.436735
0.104900 34.194800 33.948790
0.105510 33.919200 33.471836
0.106120 33.379400 33.000115
0.106730 32.996300 32.540962
0.107330 32.756500 32.096730
0.107940 32.109900 31.651247
0.108550 31.666500 31.219785
0.109160 30.985000 30.792773
0.109770 30.551700 30.373974
0.110370 30.047300 29.969562
0.110980 29.549600 29.563162
0.111590 29.421400 29.168596
0.112200 28.881900 28.778422
0.112810 28.809500 28.396428
0.113410 28.254200 28.026534
0.114020 27.920400 27.653542
0.114630 27.540200 27.289914
0.115240 27.125300 26.930687
0.115850 26.767100 26.578244
0.116460 26.518100 26.230570
0.117060 26.066800 25.890884
0.117670 25.742100 25.552482
0.118280 25.325200 25.217427
0.118890 24.942900 24.886317
0.119500 24.653700 24.561848
0.120100 24.413400 24.245008
0.120710 24.061000 23.927324
0.121320 23.577800 23.612331
0.121930 23.381700 23.299778
0.122540 23.122300 22.991888
0.123140 22.738500 22.691045
0.123750 22.347600 22.389879
0.124360 22.124300 22.090862
0.124970 21.602800 21.793337
0.125580 21.420000 21.499393
0.126180 21.080300 21.211940
0.126790 20.989200 20.923233
0.127400 20.605600 20.636090
0.128010 20.341200 20.349833
0.128620 20.073600 20.067451
0.129230 19.686800 19.786130
0.129830 19.344700 19.511144
0.130440 18.920700 19.234621
0.131050 18.600200 18.959436
0.131660 18.297400 18.686050
0.132260 18.264100 18.418617
0.132870 18.023600 18.148682
0.133480 17.714700 17.881557
0.134090 17.643400 17.615482
0.134700 17.368100 17.351072
0.135310 16.906400 17.088195
0.135910 16.824100 16.831086
0.136520 16.395800 16.573426
0.137130 16.085500 16.316794
0.137740 15.937300 16.061566
0.138350 15.689200 15.808217
0.138950 15.461400 15.560395
0.139560 15.213600 15.312290
0.140170 15.124800 15.065341
0.140780 14.845200 14.820495
0.141390 14.734400 14.577715
0.142000 14.491100 14.336101
0.142600 14.265100 14.102872
0.143210 13.898200 13.866791
0.143820 13.700200 13.632678
0.144430 13.441200 13.401616
0.145030 13.352200 13.175821
0.145640 13.115600 12.950570
0.146250 12.840400 12.726755
0.146860 12.729000 12.505007
0.147470 12.517000 12.286610
0.148080 12.372500 12.069920
0.148680 12.033400 11.861400
0.149290 11.875600 11.651141
0.149900 11.612400 11.442799
0.150510 11.585800 11.238377
0.151120 11.349900 11.035842
0.151720 11.097300 10.841119
0.152330 10.853200 10.645278
0.152940 10.763300 10.451243
0.153550 10.577000 10.261629
0.154160 10.361700 10.073950
0.154760 10.255600 9.893364
0.155370 9.902940 9.712571
0.155980 9.757390 9.533595
0.156590 9.613540 9.359311
0.157200 9.497760 9.186980
0.157810 9.342000 9.018331
0.158410 9.173350 8.855617
0.159020 8.954570 8.691858
0.159630 8.838660 8.533175
0.160240 8.716490 8.376274
0.160840 8.595410 8.224648
0.161450 8.524990 8.074094
0.162060 8.418120 7.925358
0.162670 8.189890 7.781554
0.163280 7.987110 7.639668
0.163890 7.799950 7.500045
0.164490 7.667330 7.366487
0.165100 7.650910 7.232417
0.165710 7.486350 7.102697
0.166320 7.345110 6.975036
0.166930 7.143300 6.849241
0.167530 7.098850 6.729671
0.168140 6.944930 6.609610
0.168750 6.882240 6.492713
0.169360 6.859310 6.378201
0.169970 6.705200 6.265344
0.170570 6.521950 6.158478
0.171180 6.423520 6.051148
0.171790 6.334930 5.946435
0.172400 6.205620 5.844165
0.173010 6.174780 5.743245
0.173610 6.032550 5.647901
0.174220 6.078280 5.552174
0.174830 5.872660 5.458588
0.175440 5.828350 5.367596
0.176050 5.660250 5.277859
0.176660 5.696800 5.190947
0.177260 5.464180 5.106975
0.177870 5.317740 5.023619
0.178480 5.160580 4.942407
0.179090 5.108940 4.862211
0.179690 4.984310 4.785805
0.180300 4.814730 4.709735
0.180910 4.781250 4.635326
0.181520 4.739750 4.562852
0.182130 4.664140 4.491340
0.182740 4.502780 4.422141
0.183340 4.509180 4.355375
0.183950 4.462870 4.288506
0.184560 4.491880 4.223813
0.185170 4.429350 4.160024
0.185780 4.143860 4.098076
0.186380 4.263290 4.038445
0.186990 4.130910 3.978586
0.187600 4.067560 3.920963
0.188210 3.988870 3.864037
0.188820 3.779570 3.808366
0.189420 3.818080 3.755109
0.190030 3.706990 3.701704
0.190640 3.642740 3.649973
0.191250 3.646940 3.598959
0.191860 3.500410 3.548978
0.192460 3.455630 3.501423
0.193070 3.426170 3.453734
0.193680 3.406310 3.407283
0.194290 3.363130 3.361729
0.194900 3.413960 3.317165
0.195510 3.242470 3.273819
0.196110 3.306910 3.231724
0.196720 3.243950 3.190315
0.197330 3.153880 3.149634
0.197940 3.172850 3.109572
0.198540 2.985950 3.071579
0.199150 2.923560 3.033409
0.199760 2.905560 2.996143
0.200370 2.870500 2.959841
0.200980 2.890400 2.924163
0.201580 2.888680 2.890095
0.202190 2.892260 2.855896
0.202800 2.848880 2.822588
0.203410 2.744510 2.790218
0.204020 2.590890 2.758337
0.204630 2.684540 2.727404
0.205230 2.601790 2.697467
0.205840 2.559700 2.667829
0.206450 2.581800 2.638871
0.207060 2.616610 2.610267
0.207670 2.605240 2.582702
