# SAXS profile: number of points = 509, q_min = 0.01855, q_max = 0.32744, delta_q = 0.000608051181102362
# offset = 0.00000000000000, scaling c = 6.07759755947235e-06, Chi = 0.104485784822771
#  q       exp_intensity   model_intensity
0.01855    192.17500000    203.67542518   
0.01916    197.88500000    202.38525514   
0.01976    196.49200000    201.07702865   
0.02037    197.89500000    199.71562876   
0.02098    198.58000000    198.33388087   
0.02159    197.94100000    196.90408668   
0.02220    198.30400000    195.46025985   
0.02280    195.81700000    194.01509104   
0.02341    192.48000000    192.50925021   
0.02402    193.16600000    190.98417129   
0.02463    191.55000000    189.41805029   
0.02524    191.85300000    187.83614993   
0.02584    187.22200000    186.25625447   
0.02645    188.55400000    184.62234629   
0.02706    186.66800000    182.97513804   
0.02767    183.83600000    181.29623273   
0.02828    183.63000000    179.60242983   
0.02889    181.45300000    177.89106892   
0.02949    178.96800000    176.18364271   
0.03010    178.17000000    174.43775822   
0.03071    175.90300000    172.66894341   
0.03132    175.10300000    170.88705528   
0.03193    170.60700000    169.09331936   
0.03254    168.76000000    167.27991884   
0.03314    165.38500000    165.48917444   
0.03375    164.29700000    163.65333695   
0.03436    162.37200000    161.80736274   
0.03497    159.35200000    159.95434907   
0.03558    160.20700000    158.08726965   
0.03618    157.55800000    156.24648393   
0.03679    155.81200000    154.36648187   
0.03740    154.00200000    152.48002569   
0.03801    149.89000000    150.59006118   
0.03862    149.36800000    148.69290327   
0.03922    146.21700000    146.82755498   
0.03983    145.40400000    144.93236205   
0.04044    144.43700000    143.03007642   
0.04105    143.13400000    141.12501525   
0.04166    138.89400000    139.21956051   
0.04226    137.33200000    137.34610458   
0.04287    136.27000000    135.44243728   
0.04348    133.62100000    133.54187494   
0.04409    131.40500000    131.64306031   
0.04470    130.12700000    129.74948487   
0.04530    127.65300000    127.89087893   
0.04591    125.57300000    126.00528902   
0.04652    122.08900000    124.12831370   
0.04713    119.76400000    122.25536401   
0.04774    117.85000000    120.39177303   
0.04835    115.98000000    118.53610813   
0.04895    114.51100000    116.71665547   
0.04956    111.53100000    114.88103014   
0.05017    110.36400000    113.05299372   
0.05078    110.25700000    111.24132899   
0.05139    107.56400000    109.43793193   
0.05199    104.17500000    107.66868620   
0.05260    102.84800000    105.88989281   
0.05321    100.29400000    104.11885067   
0.05382    98.80990000     102.36193988   
0.05443    96.87850000     100.62118134   
0.05504    94.35600000     98.88876344    
0.05564    93.00620000     97.20688063    
0.05625    91.30520000     95.50736877    
0.05686    89.37230000     93.82283653    
0.05747    88.53380000     92.15852241    
0.05808    87.35650000     90.50381394    
0.05868    84.32350000     88.89958147    
0.05929    84.47680000     87.28200419    
0.05990    81.68660000     85.67920502    
0.06051    80.62370000     84.10420196    
0.06112    78.81610000     82.53964317    
0.06173    77.32460000     80.99547654    
0.06233    76.79090000     79.49306247    
0.06294    74.93080000     77.97928216    
0.06355    72.59400000     76.49326606    
0.06416    71.44760000     75.01853522    
0.06477    70.22070000     73.56702578    
0.06537    69.47590000     72.15858222    
0.06598    67.76720000     70.73884357    
0.06659    66.67620000     69.35013506    
0.06720    65.46640000     67.97309190    
0.06781    64.38610000     66.61780653    
0.06841    62.70240000     65.30883607    
0.06902    62.35900000     63.99036121    
0.06963    60.13070000     62.70016407    
0.07024    59.08140000     61.42282631    
0.07085    57.74150000     60.16531387    
0.07146    56.99230000     58.93244292    
0.07206    54.85150000     57.73090149    
0.07267    54.14420000     56.53875123    
0.07328    52.47810000     55.36148848    
0.07389    52.16050000     54.20177214    
0.07450    51.12270000     53.06851199    
0.07510    50.21460000     51.96523480    
0.07571    49.10270000     50.87244301    
0.07632    48.05630000     49.79491952    
0.07693    47.06720000     48.73123323    
0.07754    46.13720000     47.69530484    
0.07814    44.97810000     46.68702273    
0.07875    43.59540000     45.68573561    
0.07936    43.08830000     44.70254455    
0.07997    42.02410000     43.73192052    
0.08058    41.70280000     42.79002519    
0.08118    40.72420000     41.87441665    
0.08179    40.07060000     40.96580979    
0.08240    38.74630000     40.07488321    
0.08301    37.66620000     39.19370859    
0.08362    36.51690000     38.34071869    
0.08422    36.26950000     37.51184541    
0.08483    35.70380000     36.68695259    
0.08544    34.76720000     35.88189945    
0.08605    34.10490000     35.08671664    
0.08666    33.45750000     34.31622916    
0.08727    33.10440000     33.55813427    
0.08787    31.69800000     32.82781722    
0.08848    30.96300000     32.10409540    
0.08909    30.38730000     31.38914913    
0.08970    29.92890000     30.69553896    
0.09031    29.53790000     30.01429250    
0.09091    29.31620000     29.35598310    
0.09152    28.32660000     28.70688760    
0.09213    28.05890000     28.06620941    
0.09274    27.45610000     27.44371083    
0.09335    26.80290000     26.83482539    
0.09395    26.21730000     26.24586881    
0.09456    25.68080000     25.66569407    
0.09517    24.74880000     25.09305680    
0.09578    24.29710000     24.53563061    
0.09639    23.77330000     23.99126198    
0.09699    23.06080000     23.46306270    
0.09760    23.10410000     22.94550155    
0.09821    21.76720000     22.43526932    
0.09882    21.53760000     21.93837991    
0.09943    20.87120000     21.45360991    
0.10004    20.80850000     20.97508569    
0.10064    20.49180000     20.52084022    
0.10125    19.78230000     20.06611135    
0.10186    19.27330000     19.62158862    
0.10247    19.12530000     19.18986841    
0.10308    18.62620000     18.76420436    
0.10368    18.43550000     18.36013228    
0.10429    18.02120000     17.95623468    
0.10490    17.52250000     17.55996107    
0.10551    16.90120000     17.17607965    
0.10612    16.83020000     16.79747773    
0.10673    16.72490000     16.43051187    
0.10733    16.40000000     16.07704982    
0.10794    15.80850000     15.72392559    
0.10855    15.49220000     15.38361003    
0.10916    15.41850000     15.04783771    
0.10977    15.01300000     14.72091334    
0.11037    14.76030000     14.40686786    
0.11098    14.44570000     14.09234064    
0.11159    14.14340000     13.78931197    
0.11220    13.78380000     13.49043707    
0.11281    13.44800000     13.19927845    
0.11341    12.97150000     12.92081004    
0.11402    12.59210000     12.64175432    
0.11463    12.28260000     12.37224774    
0.11524    11.86650000     12.10675887    
0.11585    11.71430000     11.84746419    
0.11646    11.64480000     11.59562297    
0.11706    11.16000000     11.35128316    
0.11767    10.92290000     11.11185835    
0.11828    10.72060000     10.87634068    
0.11889    10.79240000     10.64542803    
0.11950    10.86810000     10.42168037    
0.12010    10.71140000     10.20454666    
0.12071    10.60160000     9.99088777     
0.12132    10.14330000     9.78146666     
0.12193    9.98527000      9.57588616     
0.12254    9.89776000      9.37770590     
0.12314    9.41326000      9.18531954     
0.12375    9.28991000      8.99507642     
0.12436    9.15066000      8.80911064     
0.12497    8.84160000      8.62611534     
0.12558    8.78128000      8.44982955     
0.12618    8.45397000      8.27888593     
0.12679    8.21771000      8.11010081     
