# SAXS profile: number of points = 502, q_min = 0.016115, q_max = 0.320751, delta_q = 0.000608055888223553
# offset = 0.00000000000000, scaling c = 1.00722977561837e-06, Chi = 1.66020571020473
#  q       exp_intensity   model_intensity
0.01612    389.15700000    350.56946466   
0.01672    388.21000000    341.29180319   
0.01733    376.23600000    332.13446595   
0.01794    356.49400000    323.06449312   
0.01855    346.10400000    314.21816386   
0.01916    344.22700000    305.47151145   
0.01976    321.02100000    296.94271876   
0.02037    314.79000000    288.61454400   
0.02098    309.50000000    280.41364383   
0.02159    282.76100000    272.54041889   
0.02220    289.44900000    264.81081535   
0.02280    274.02600000    257.32974817   
0.02341    264.41700000    250.10278628   
0.02402    256.47600000    243.00870085   
0.02463    248.71500000    236.27517637   
0.02524    234.80600000    229.68430953   
0.02584    233.51600000    223.31676091   
0.02645    222.65200000    217.20288340   
0.02706    214.63500000    211.22344701   
0.02767    209.85600000    205.54667505   
0.02828    201.02300000    200.01533706   
0.02889    195.99200000    194.65663804   
0.02949    189.75700000    189.53915216   
0.03010    184.09100000    184.52352210   
0.03071    177.19400000    179.73703652   
0.03132    175.31700000    175.08024585   
0.03193    166.23900000    170.55595893   
0.03254    165.74100000    166.22897235   
0.03314    158.33100000    161.97913188   
0.03375    158.00000000    157.89260992   
0.03436    149.66500000    153.92198379   
0.03497    150.30100000    150.03174311   
0.03558    144.13400000    146.31220963   
0.03618    141.89400000    142.64699965   
0.03679    137.26100000    139.10455596   
0.03740    132.01800000    135.66456736   
0.03801    131.43000000    132.27978242   
0.03862    127.08400000    129.03950557   
0.03922    124.67900000    125.85023019   
0.03983    122.32100000    122.74838706   
0.04044    118.42000000    119.74235334   
0.04105    114.39800000    116.77825295   
0.04166    113.53500000    113.93580362   
0.04226    109.61800000    111.14680728   
0.04287    107.38000000    108.42699818   
0.04348    105.42600000    105.80109680   
0.04409    104.60400000    103.21685076   
0.04470    99.86640000     100.73092619   
0.04530    98.42660000     98.30083647    
0.04591    96.22970000     95.92231061    
0.04652    92.45750000     93.64011921    
0.04713    92.16270000     91.39527697    
0.04774    89.63080000     89.23177362    
0.04835    87.28520000     87.12466902    
0.04895    86.46040000     85.06027164    
0.04956    84.50580000     83.08287662    
0.05017    81.32040000     81.13752100    
0.05078    80.95270000     79.25327267    
0.05139    76.96030000     77.42529842    
0.05199    75.92810000     75.62769369    
0.05260    74.13920000     73.90766330    
0.05321    72.61050000     72.21345017    
0.05382    70.64210000     70.56660262    
0.05443    70.02420000     68.96910493    
0.05504    67.63420000     67.39590401    
0.05564    65.83360000     65.87550640    
0.05625    64.33150000     64.38132980    
0.05686    62.42340000     62.92066931    
0.05747    61.02380000     61.50054979    
0.05808    59.35090000     60.09868064    
0.05868    58.64300000     58.73967036    
0.05929    56.63930000     57.40258895    
0.05990    56.05490000     56.08923921    
0.06051    54.03690000     54.80979064    
0.06112    53.66060000     53.54739212    
0.06173    51.08970000     52.31804610    
0.06233    51.12970000     51.11027839    
0.06294    49.57830000     49.92033097    
0.06355    48.92600000     48.76485624    
0.06416    47.34490000     47.62280926    
0.06477    46.45040000     46.50869287    
0.06537    45.32120000     45.41559007    
0.06598    43.99770000     44.33861402    
0.06659    43.61940000     43.29747460    
0.06720    42.21150000     42.26942119    
0.06781    41.53280000     41.26620134    
0.06841    40.05740000     40.28801734    
