# SAXS profile: number of points = 524, q_min = 0.01125, q_max = 0.329261, delta_q = 0.000608051625239006
# offset = 0.00000000000000, scaling c = 3.96701231087388e-07, Chi = 2.16465476775362
#  q       exp_intensity   model_intensity
0.01125    52.78080000     49.36773241    
0.01186    51.51210000     49.17567347    
0.01247    51.27730000     48.97221044    
0.01307    52.34100000     48.76336659    
0.01368    51.18980000     48.54142938    
0.01429    50.42600000     48.31252752    
0.01490    51.03470000     48.07603870    
0.01551    50.25720000     47.82771236    
0.01612    49.65570000     47.57442649    
0.01672    49.01260000     47.30955373    
0.01733    49.15920000     47.03782060    
0.01794    49.51890000     46.76002268    
0.01855    49.56140000     46.47060245    
0.01916    48.97100000     46.17671493    
0.01976    48.86690000     45.87357076    
0.02037    48.70030000     45.56311965    
0.02098    48.85590000     45.24803294    
0.02159    47.95760000     44.92129160    
0.02220    47.60310000     44.59116250    
0.02280    47.12270000     44.25363377    
0.02341    46.94290000     43.90900124    
0.02402    46.42690000     43.56067272    
0.02463    46.67200000     43.20278773    
0.02524    45.84720000     42.84124479    
0.02584    45.28150000     42.47397567    
0.02645    44.70790000     42.09952263    
0.02706    44.17860000     41.72259616    
0.02767    43.61050000     41.33822341    
0.02828    43.09900000     40.95033654    
0.02889    42.17970000     40.55827820    
0.02949    41.95510000     40.16040806    
0.03010    41.80670000     39.76009500    
0.03071    41.67750000     39.35431640    
0.03132    41.06590000     38.94471785    
0.03193    40.48060000     38.53293059    
0.03254    39.70310000     38.11638542    
0.03314    39.38630000     37.69804276    
0.03375    38.76700000     37.27596619    
0.03436    38.18280000     36.85136635    
0.03497    37.41680000     36.42501637    
0.03558    37.12600000     35.99512963    
0.03618    36.64490000     35.56337999    
0.03679    36.25900000     35.13014277    
0.03740    35.70950000     34.69518291    
0.03801    34.70020000     34.25930037    
0.03862    34.35960000     33.82140063    
0.03922    34.32470000     33.38292996    
0.03983    34.07550000     32.94348056    
0.04044    33.35660000     32.50333266    
0.04105    32.83650000     32.06215549    
0.04166    32.33200000     31.62126695    
0.04226    31.48170000     31.18039536    
0.04287    30.56480000     30.73954573    
0.04348    30.22360000     30.29911908    
0.04409    29.82410000     29.85895676    
0.04470    29.12080000     29.41968464    
0.04530    28.64210000     28.98115041    
0.04591    27.99320000     28.54262920    
0.04652    27.70170000     28.10651477    
0.04713    27.28560000     27.67118798    
0.04774    26.88330000     27.23773551    
0.04835    26.33880000     26.80589768    
0.04895    25.99070000     26.37528252    
0.04956    25.63920000     25.94763733    
0.05017    25.37880000     25.52125097    
0.05078    24.77740000     25.09678466    
0.05139    24.32730000     24.67554357    
0.05199    23.79880000     24.25574627    
0.05260    23.25750000     23.84028676    
0.05321    22.88260000     23.42648786    
0.05382    22.46570000     23.01574579    
0.05443    22.10690000     22.60852701    
0.05504    21.60890000     22.20310697    
0.05564    20.95540000     21.80202600    
0.05625    20.30390000     21.40393315    
0.05686    19.92410000     21.00913128    
0.05747    19.52200000     20.61882515    
0.05808    19.42500000     20.23062768    
0.05868    19.24220000     19.84777669    
0.05929    18.76530000     19.46796471    
0.05990    18.51230000     19.09144155    
0.06051    18.07470000     18.71978357    
0.06112    17.73300000     18.35110682    
0.06173    17.44690000     17.98786565    
0.06233    17.02940000     17.62840635    
0.06294    16.58380000     17.27207028    
0.06355    16.14470000     16.92207884    
0.06416    15.68210000     16.57463035    
0.06477    15.44500000     16.23252814    
0.06537    15.28990000     15.89435184    
0.06598    15.03710000     15.55954663    
0.06659    14.75820000     15.23191968    
0.06720    14.41180000     14.90694849    
0.06781    13.82290000     14.58702320    
0.06841    13.48290000     14.27224541    
0.06902    13.27100000     13.96015435    
0.06963    13.01410000     13.65537732    
0.07024    12.78800000     13.35358599    
0.07085    12.44330000     13.05594764    
0.07146    12.18920000     12.76452126    
0.07206    11.89720000     12.47581455    
