# SAXS profile: number of points = 502, q_min = 0.01855, q_max = 0.32318, delta_q = 0.000608043912175649
# offset = 0.00000000000000, scaling c = 8.35359372354516e-05, Chi = 1.05030012130737
#  q       exp_intensity   model_intensity
0.01855    1117.53000000   1156.91719564  
0.01916    1128.58000000   1151.56019977  
0.01976    1140.86000000   1146.04168882  
0.02037    1156.09000000   1140.28908332  
0.02098    1148.90000000   1134.44429229  
0.02159    1134.31000000   1128.37886754  
0.02220    1136.67000000   1122.23403979  
0.02280    1131.99000000   1116.04492006  
0.02341    1127.36000000   1109.60997033  
0.02402    1120.31000000   1103.09874816  
0.02463    1107.17000000   1096.39066066  
0.02524    1111.74000000   1089.60553462  
0.02584    1096.62000000   1082.81481938  
0.02645    1100.11000000   1075.77305657  
0.02706    1086.69000000   1068.66465533  
0.02767    1085.70000000   1061.39475272  
0.02828    1069.77000000   1054.04712672  
0.02889    1065.56000000   1046.60789816  
0.02949    1055.29000000   1039.16110623  
0.03010    1046.82000000   1031.53572938  
0.03071    1040.99000000   1023.78330303  
0.03132    1034.35000000   1015.95573734  
0.03193    1023.23000000   1008.06007662  
0.03254    1015.44000000   1000.04643834  
0.03314    1003.01000000   992.18423481   
0.03375    991.36200000    984.02941501   
0.03436    986.36000000    975.80667976   
0.03497    979.18700000    967.53678099   
0.03558    969.86200000    959.16540442   
0.03618    962.59400000    950.89757356   
0.03679    952.01300000    942.42427272   
0.03740    939.90100000    933.89320152   
0.03801    929.36800000    925.33051775   
0.03862    923.48900000    916.69084648   
0.03922    910.63100000    908.16743943   
0.03983    904.27900000    899.45742480   
0.04044    892.55800000    890.70420188   
0.04105    885.14000000    881.93005451   
0.04166    877.77900000    873.10852740   
0.04226    868.29400000    864.41334540   
0.04287    856.62300000    855.60377124   
0.04348    849.60600000    846.71217402   
0.04409    844.25400000    837.80970928   
0.04470    822.26700000    828.88610536   
0.04530    816.24500000    820.10029241   
0.04591    808.94600000    811.15941000   
0.04652    799.15500000    802.21162612   
0.04713    787.76200000    793.26259694   
0.04774    779.86400000    784.31338015   
0.04835    770.43700000    775.36891780   
0.04895    761.78600000    766.57455996   
0.04956    758.26800000    757.64774027   
0.05017    744.13800000    748.72878443   
0.05078    746.33400000    739.87404312   
0.05139    728.09600000    730.99088327   
0.05199    720.99000000    722.26405550   
0.05260    709.10100000    713.42976683   
0.05321    703.47800000    704.61154434   
0.05382    691.00400000    695.82271820   
0.05443    681.65600000    687.07045289   
0.05504    672.71300000    678.33729760   
0.05564    662.13300000    669.80064791   
0.05625    656.71100000    661.14843262   
0.05686    650.69000000    652.53468243   
0.05747    636.68500000    644.01525856   
0.05808    630.22100000    635.48113235   
0.05868    618.04800000    627.15204802   
0.05929    615.09400000    618.72311240   
0.05990    606.38500000    610.33717460   
0.06051    598.53400000    602.02425623   
0.06112    593.68400000    593.74377534   
0.06173    583.01900000    585.53728421   
0.06233    574.90300000    577.51778230   
0.06294    565.85500000    569.40825636   
0.06355    554.71200000    561.42444972   
0.06416    550.64400000    553.44255584   
0.06477    537.95900000    545.53878912   
0.06537    532.67100000    537.83078536   
0.06598    527.68300000    530.03614768   
0.06659    517.37200000    522.35048431   
0.06720    508.77200000    514.70658162   
0.06781    504.33800000    507.14071553   
0.06841    496.76600000    499.77919236   
0.06902    488.50100000    492.36736999   
0.06963    481.42000000    485.04209125   
0.07024    475.36800000    477.76577178   
0.07085    466.10500000    470.56493120   
0.07146    464.18300000    463.45958310   
0.07206    458.57500000    456.51404083   
0.07267    448.62700000    449.56891091   
0.07328    445.53200000    442.68355551   
0.07389    438.44700000    435.86864864   
0.07450    431.10700000    429.18816846   
0.07510    425.17600000    422.63604578   
0.07571    415.58700000    416.08538515   
0.07632    408.43300000    409.60535698   
0.07693    401.59100000    403.18933949   
0.07754    399.00800000    396.89229043   
0.07814    389.44700000    390.74470671   
0.07875    387.15900000    384.59843855   
0.07936    378.56900000    378.55530479   
0.07997    373.65600000    372.54460347   
0.08058    367.31900000    366.66312082   
0.08118    361.25600000    360.92456610   
0.08179    356.16900000    355.18510591   
0.08240    351.27200000    349.53445994   
0.08301    344.86000000    343.93265199   
0.08362    338.56600000    338.48364524   
0.08422    335.65000000    333.15222110   
0.08483    328.06200000    327.81703388   
0.08544    325.19800000    322.57795039   
0.08605    317.33600000    317.38684892   
0.08666    316.01100000    312.31727918   
0.08727    311.57500000    307.30561830   
0.08787    306.75700000    302.46555722   
0.08848    302.40400000    297.62877531   
0.08909    299.50300000    292.83865209   
0.08970    290.45500000    288.15804211   
0.09031    285.64500000    283.54176927   
0.09091    280.55800000    279.06241410   
0.09152    278.66100000    274.61468248   
0.09213    271.02500000    270.22723903   
0.09274    268.59200000    265.92140035   
0.09335    262.67100000    261.68471850   
0.09395    261.81300000    257.56802191   
0.09456    255.79000000    253.49227523   
0.09517    250.06100000    249.45895376   
0.09578    247.69000000    245.52393814   
0.09639    244.18600000    241.64842124   
0.09699    241.17900000    237.87726803   
0.09760    233.35500000    234.15400482   
0.09821    232.31400000    230.47060985   
0.09882    228.84200000    226.85963874   
0.09943    225.71700000    223.33654007   
0.10004    222.10900000    219.83967666   
0.10064    219.51000000    216.49716337   
0.10125    214.58100000    213.14122970   
0.10186    213.22800000    209.84619103   
0.10247    208.42800000    206.62838131   
0.10308    206.11700000    203.45735923   
0.10368    200.81800000    200.41114717   
0.10429    196.52600000    197.35976126   
0.10490    195.05600000    194.35868857   
0.10551    191.48500000    191.43453685   
0.10612    188.37500000    188.54333174   
0.10673    184.58100000    185.73477716   
0.10733    185.18000000    183.00987541   
0.10794    177.82500000    180.27894380   
0.10855    176.57600000    177.62488815   
0.10916    174.06800000    175.00090775   
0.10977    171.87200000    172.44671796   
0.11037    170.37200000    169.97418070   
0.11098    168.67100000    167.49114929   
0.11159    166.44000000    165.08305260   
0.11220    163.36700000    162.70214521   
0.11281    161.33400000    160.37176855   
0.11341    158.89300000    158.13633267   
0.11402    156.35400000    155.88097492   
0.11463    154.60900000    153.69361582   
0.11524    151.22200000    151.53296138   
0.11585    149.94500000    149.41347663   
0.11646    146.40600000    147.35079737   
0.11706    144.57300000    145.33696715   
0.11767    141.46700000    143.34606086   
0.11828    141.78300000    141.38332365   
0.11889    137.71400000    139.45378570   
0.11950    134.49800000    137.57878787   
0.12010    135.18900000    135.74793158   
0.12071    132.54500000    133.93440126   
0.12132    130.70300000    132.14936095   
0.12193    131.42600000    130.39013970   
0.12254    128.10800000    128.68358554   
0.12314    127.77100000    127.01677647   
0.12375    123.05800000    125.36098211   
0.12436    122.02400000    123.73399358   
0.12497    121.23700000    122.12700911   
0.12558    118.86000000    120.57047315   
0.12618    119.15800000    119.04974691   
0.12679    116.24400000    117.53515170   
0.12740    116.02300000    116.04910585   
0.12801    113.18000000    114.57873815   
0.12862    113.94400000    113.15452434   
0.12923    110.21400000    111.74060765   
0.12983    108.63400000    110.37450582   
0.13044    106.33100000    109.01354612   
0.13105    105.07000000    107.67083926   
0.13166    104.43300000    106.35788982   
0.13226    103.65800000    105.08184179   
0.13287    102.56200000    103.80497069   
0.13348    101.72600000    102.55517935   
0.13409    99.71370000     101.32158105   
0.13470    98.19660000     100.11228077   
0.13531    97.27470000     98.91924012    
0.13591    95.54040000     97.76123470    
0.13652    94.05030000     96.61391149    
0.13713    92.82320000     95.47364790    
0.13774    93.28430000     94.35661087    
0.13835    91.88080000     93.25607901    
