# SAXS profile: number of points = 780, q_min = 0.00553, q_max = 0.58298, delta_q = 0.00066757225433526
# offset = 0.00000000000000, scaling c = 8.01112808745196e-10, Chi = 1.23676416262724
#  q       exp_intensity   model_intensity
0.00553    0.03129000      0.03180214     
0.00579    0.03179000      0.03178815     
0.00604    0.03176000      0.03177430     
0.00630    0.03158000      0.03175780     
0.00656    0.03157000      0.03174129     
0.00681    0.03178000      0.03172542     
0.00707    0.03186000      0.03170823     
0.00733    0.03188000      0.03168923     
0.00759    0.03171000      0.03167022     
0.00784    0.03165000      0.03165194     
0.00810    0.03178000      0.03163198     
0.00836    0.03177000      0.03161049     
0.00861    0.03172000      0.03158982     
0.00887    0.03163000      0.03156833     
0.00913    0.03161000      0.03154561     
0.00939    0.03146000      0.03152165     
0.00964    0.03129000      0.03149862     
0.00990    0.03132000      0.03147466     
0.01016    0.03131000      0.03144920     
0.01041    0.03129000      0.03142382     
0.01067    0.03137000      0.03139742     
0.01093    0.03136000      0.03137102     
0.01119    0.03139000      0.03134286     
0.01144    0.03139000      0.03131515     
0.01170    0.03130000      0.03128633     
0.01196    0.03123000      0.03125751     
0.01221    0.03119000      0.03122787     
0.01247    0.03117000      0.03119665     
0.01273    0.03117000      0.03116544     
0.01299    0.03105000      0.03113423     
0.01324    0.03099000      0.03110204     
0.01350    0.03093000      0.03106845     
0.01376    0.03093000      0.03103487     
0.01401    0.03092000      0.03100250     
0.01427    0.03084000      0.03096658     
0.01453    0.03076000      0.03093067     
0.01479    0.03073000      0.03089475     
0.01504    0.03063000      0.03085986     
0.01530    0.03058000      0.03082164     
0.01556    0.03060000      0.03078341     
0.01581    0.03067000      0.03074666     
0.01607    0.03065000      0.03070782     
0.01633    0.03061000      0.03066733     
0.01659    0.03060000      0.03062683     
0.01684    0.03056000      0.03058790     
0.01710    0.03048000      0.03054654     
0.01736    0.03042000      0.03050381     
0.01761    0.03037000      0.03046272     
0.01787    0.03037000      0.03041998     
0.01813    0.03041000      0.03037615     
0.01839    0.03040000      0.03033122     
0.01864    0.03035000      0.03028801     
0.01890    0.03028000      0.03024308     
0.01916    0.03023000      0.03019681     
0.01941    0.03019000      0.03015153     
0.01967    0.03014000      0.03010443     
0.01993    0.02996000      0.03005734     
0.02019    0.02991000      0.03000869     
0.02044    0.02993000      0.02996137     
0.02070    0.02996000      0.02991216     
0.02096    0.02993000      0.02986294     
0.02121    0.02995000      0.02981394     
0.02147    0.02993000      0.02976264     
0.02173    0.02986000      0.02971134     
0.02199    0.02980000      0.02966004     
0.02224    0.02970000      0.02960884     
0.02250    0.02961000      0.02955551     
0.02276    0.02960000      0.02950218     
0.02301    0.02960000      0.02945082     
0.02327    0.02951000      0.02939550     
0.02353    0.02940000      0.02934017     
0.02379    0.02941000      0.02928485     
0.02404    0.02940000      0.02923136     
0.02430    0.02937000      0.02917409     
0.02456    0.02929000      0.02911683     
0.02481    0.02924000      0.02906176     
0.02507    0.02914000      0.02900399     
0.02533    0.02910000      0.02894483     
0.02559    0.02906000      0.02888567     
0.02584    0.02899000      0.02882878     
0.02610    0.02896000      0.02876891     
0.02636    0.02891000      0.02870790     
0.02661    0.02885000      0.02864924     
0.02687    0.02878000      0.02858824     
0.02713    0.02868000      0.02852633     
0.02739    0.02863000      0.02846353     
0.02764    0.02864000      0.02840313     
0.02790    0.02865000      0.02834033     
0.02816    0.02855000      0.02827645     
0.02841    0.02848000      0.02821439     
0.02867    0.02836000      0.02814985     
0.02893    0.02829000      0.02808530     
0.02919    0.02826000      0.02801952     
0.02944    0.02821000      0.02795583     
0.02970    0.02812000      0.02788959     
0.02996    0.02802000      0.02782335     
0.03021    0.02801000      0.02775834     
