3.0580900000000004e-05	-3.4644567213013464	9.56876e-07
3.35241e-05	-3.4486035040594256	1.06573e-06
3.64816e-05	-3.449547642603202	1.15866e-06
3.969e-05	-3.4552312701546413	1.25341e-06
4.30336e-05	-3.4555479764122365	1.35857e-06
4.63761e-05	-3.448918117873567	1.47383e-06
4.9984899999999996e-05	-3.4464039745002344	1.59252e-06
5.372889999999999e-05	-3.4457764250601226	1.71288e-06
5.760810000000001e-05	-3.451123190431881	1.82675e-06
6.14656e-05	-3.453017130391952	1.94539e-06
6.560999999999999e-05	-3.448918117873567	2.08509e-06
6.98896e-05	-3.449232830700712	2.22039e-06
7.41321e-05	-3.4508078822154897	2.35147e-06
7.867689999999999e-05	-3.4536492416645794	2.48934e-06
8.335689999999999e-05	-3.4542817527546106	2.63575e-06
8.817210000000002e-05	-3.459038381352005	2.77478e-06
9.292959999999999e-05	-3.4644567213013464	2.9087e-06
9.801000000000002e-05	-3.4634984078595346	3.07065e-06
0.00010322560000000002	-3.4638177436438227	3.23303e-06
0.00010836810000000002	-3.4644567213013464	3.39192e-06
0.00011384890000000002	-3.46190325677955	3.57258e-06
0.00011946490000000002	-3.4622220834999298	3.74761e-06
0.0001252161	-3.461265908128275	3.93179e-06
0.0001308736	-3.461265908128275	4.10943e-06
0.00013689	-3.4641371814360293	4.28603e-06
0.00014304160000000002	-3.4663761076871498	4.46862e-06
0.00014908410000000002	-3.4676577483624254	4.65142e-06
0.0001555009	-3.4682991852028913	4.84852e-06
0.0001620529	-3.4682991852028913	5.05281e-06
0.0001687401	-3.4721564706026493	5.24107e-06
0.0001752976	-3.47409070718248	5.43423e-06
0.00018224999999999998	-3.476028692285159	5.63881e-06
0.0001893376	-3.476028692285159	5.85811e-06
0.0001962801	-3.476352055262916	6.07094e-06
0.00020363289999999999	-3.478942730287008	6.28207e-06
0.00021112089999999998	-3.481540134344694	6.49619e-06
0.00021874409999999997	-3.4825159028397437	6.72419e-06
