# x and average y for the best solution found, chi=1.425833
#  q       exp_intensity   weighted_intensity
0.014290 46.884200 54.242635
0.014900 54.318100 53.923398
0.015510 52.165200 53.590425
0.016120 55.971900 53.251795
0.016720 55.583000 52.900061
0.017330 56.331600 52.542619
0.017940 53.283700 52.179952
0.018550 51.358100 51.803744
0.019160 57.272900 51.422501
0.019760 52.356300 51.030963
0.020370 54.633700 50.632493
0.020980 50.147000 50.229626
0.021590 52.425500 49.816078
0.022200 52.234800 49.399870
0.022800 53.899300 48.977405
0.023410 53.243900 48.549335
0.024020 51.957100 48.118368
0.024630 50.745200 47.680451
0.025240 49.161500 47.240100
0.025840 48.339400 46.795939
0.026450 44.787300 46.347135
0.027060 47.810200 45.897292
0.027670 47.259600 45.443567
0.028280 45.613000 44.988298
0.028890 45.764600 44.531197
0.029490 47.318200 44.073842
0.030100 44.770800 43.615766
0.030710 44.186600 43.154411
0.031320 45.051300 42.692497
0.031930 42.616600 42.231523
0.032540 44.319000 41.769344
0.033140 43.029100 41.307134
0.033750 42.492700 40.845358
0.034360 41.358200 40.384338
0.034970 42.724100 39.923842
0.035580 41.101300 39.465115
0.036180 41.252400 39.006485
0.036790 39.658500 38.550335
0.037400 40.043000 38.096149
0.038010 36.075300 37.643053
0.038620 39.140100 37.195065
0.039220 37.646900 36.747866
0.039830 36.921100 36.302019
0.040440 37.797000 35.859299
0.041050 34.045500 35.417510
0.041660 36.251200 34.981752
0.042260 35.711100 34.547655
0.042870 36.951500 34.115708
0.043480 34.919500 33.687886
0.044090 33.654600 33.261953
0.044700 33.142100 32.840685
0.045300 32.416500 32.422916
0.045910 32.063400 32.007940
0.046520 31.606500 31.597426
0.047130 32.081300 31.188799
0.047740 31.316100 30.784822
0.048350 29.905500 30.384861
0.048950 29.776600 29.987940
0.049560 30.011000 29.595674
0.050170 28.966700 29.205509
0.050780 29.368100 28.819142
0.051390 28.542200 28.438029
0.051990 28.169300 28.059552
0.052600 27.394100 27.686065
0.053210 26.828000 27.314757
0.053820 26.726500 26.947467
0.054430 26.822900 26.584489
0.055040 26.319400 26.223739
0.055640 25.645400 25.868988
0.056250 25.368400 25.516959
0.056860 25.058500 25.167953
0.057470 24.619400 24.824292
0.058080 24.636300 24.482849
0.058680 24.116100 24.145743
0.059290 23.914100 23.811462
0.059900 23.264100 23.480238
0.060510 23.054300 23.154040
0.061120 22.874100 22.830414
0.061730 23.152900 22.510752
0.062330 22.313300 22.194665
0.062940 22.019600 21.881530
0.063550 21.257000 21.572670
0.064160 21.355600 21.265708
0.064770 20.803800 20.962882
0.065370 20.351000 20.662939
0.065980 19.642200 20.365611
0.066590 19.947100 20.074994
0.067200 19.058200 19.785841
0.067810 19.427800 19.499292
0.068410 18.986600 19.216386
0.069020 18.965500 18.935377
0.069630 18.526200 18.659454
0.070240 18.061200 18.385846
0.070850 17.515800 18.115394
0.071460 17.206400 17.849261
0.072060 16.874900 17.584898
0.072670 17.180900 17.324576
0.073280 16.623500 17.066608
0.073890 16.883900 16.811415
0.074500 16.052500 16.560378
0.075100 16.182400 16.311353
0.075710 15.726900 16.067145
0.076320 15.134600 15.825357
0.076930 14.870900 15.585386
0.077540 14.732300 15.349831
0.078140 14.819800 15.116184
0.078750 14.534100 14.886772
0.079360 14.679200 14.659984
0.079970 14.109200 14.435004
0.080580 14.144100 14.215247
0.081180 13.750900 13.996743
0.081790 13.662700 13.781626
0.082400 13.527200 13.570081
0.083010 13.299400 13.360445
0.083620 13.166900 13.155104
0.084220 13.011100 12.951744
