# x and average y for the best solution found, chi=1.425833
#  q       exp_intensity   weighted_intensity
0.084830 12.838400 12.751758
0.085440 12.651700 12.554895
0.086050 12.021100 12.359636
0.086660 12.097900 12.168867
0.087270 11.677400 11.980280
0.087870 11.612400 11.794093
0.088480 11.832400 11.612003
0.089090 11.716500 11.431662
0.089700 11.381600 11.255226
0.090310 10.974200 11.080895
0.090910 10.927200 10.908642
0.091520 10.537000 10.740652
0.092130 10.833500 10.574047
0.092740 10.666900 10.411211
0.093350 10.505400 10.250662
0.093950 10.391700 10.091833
0.094560 10.028900 9.937042
0.095170 10.048100 9.783991
0.095780 9.826250 9.634559
0.096390 9.702350 9.487331
0.096990 9.592680 9.341362
0.097600 9.356070 9.199256
0.098210 9.140420 9.059078
0.098820 9.073990 8.922002
0.099430 9.204410 8.787210
0.100040 8.785980 8.653609
0.100640 8.814540 8.523669
0.101250 8.553860 8.395432
0.101860 7.982500 8.269600
0.102470 8.145790 8.146632
0.103080 8.197930 8.024733
0.103680 8.068970 7.905890
0.104290 8.427060 7.788889
0.104900 8.235910 7.673867
0.105510 7.821210 7.561703
0.106120 7.694130 7.450678
0.106730 7.685730 7.342093
0.107330 7.402870 7.235411
0.107940 7.287360 7.130300
0.108550 7.227090 7.027873
0.109160 7.474480 6.926628
0.109770 6.992160 6.827400
0.110370 6.967440 6.730127
0.110980 6.679900 6.634076
0.111590 6.544580 6.540795
0.112200 6.472830 6.448470
0.112810 6.262730 6.357951
0.113410 6.463270 6.269073
0.114020 6.630660 6.181066
0.114630 6.232040 6.095621
0.115240 6.470320 6.011256
0.115850 6.295860 5.928342
0.116460 6.005680 5.847037
0.117060 6.201640 5.766554
0.117670 5.824860 5.688487
0.118280 5.661660 5.611212
0.118890 5.850110 5.534871
0.119500 5.727350 5.460228
0.120100 5.401980 5.386390
0.120710 5.350630 5.314472
0.121320 5.414670 5.243453
0.121930 5.101810 5.173139
0.122540 5.265540 5.104623
0.123140 5.256350 5.036777
0.123750 5.341920 4.970307
0.124360 5.260900 4.904715
0.124970 4.527310 4.839727
0.125580 4.798460 4.776658
0.126180 4.608760 4.714050
0.126790 4.819910 4.652159
0.127400 4.580280 4.591467
0.128010 4.830620 4.531366
0.128620 4.697630 4.472728
0.129230 4.912900 4.414585
0.129830 4.696170 4.357283
0.130440 4.429250 4.300831
0.131050 4.393010 4.244820
0.131660 4.127440 4.190164
0.132260 4.329170 4.136025
0.132870 4.143870 4.082554
0.133480 4.090270 4.029968
0.134090 4.184690 3.977886
0.134700 4.219130 3.926737
0.135310 3.812530 3.876075
0.135910 3.930220 3.825894
0.136520 3.844690 3.776886
0.137130 3.602870 3.728228
0.137740 3.857510 3.680147
0.138350 3.840800 3.632797
0.138950 4.094180 3.586000
0.139560 3.729320 3.539840
0.140170 3.645110 3.493957
0.140780 3.570300 3.448915
0.141390 3.648300 3.404479
0.142000 3.548380 3.360391
0.142600 3.340940 3.317147
0.143210 3.248490 3.274227
0.143820 3.068040 3.231903
0.144430 3.552300 3.190085
0.145030 3.055560 3.148543
0.145640 3.355310 3.108024
0.146250 2.655280 3.067746
0.146860 2.962110 3.027746
0.147470 2.899020 2.988504
0.148080 2.879870 2.949574
0.148680 3.096770 2.911371
0.149290 2.860170 2.873531
0.149900 2.770870 2.836082
0.150510 2.902430 2.799310
0.151120 2.959320 2.762811
0.151720 2.690480 2.726899
0.152330 2.750530 2.691467
0.152940 2.618730 2.656434
0.153550 2.382780 2.621877
0.154160 2.564080 2.587614
0.154770 2.550540 2.553997
0.155370 2.717780 2.520761
0.155980 2.730460 2.487729
0.156590 2.594860 2.455590
0.157200 2.647680 2.423647
0.157810 2.626250 2.392051
0.158410 2.579920 2.360989
0.159020 2.680590 2.330205
0.159630 2.507280 2.300127
0.160240 2.693050 2.270308
0.160840 2.335440 2.240892
0.161450 2.321600 2.212005
0.162060 2.494200 2.183363
0.162670 2.093290 2.155252
0.163280 2.146660 2.127509
0.163890 2.265860 2.100150
0.164490 2.145250 2.073292
0.165100 2.286230 2.046676
0.165710 2.444950 2.020682
0.166320 2.236320 1.994943
0.166930 2.065560 1.969438
0.167530 2.037680 1.944608
0.168140 2.118670 1.919989
0.168750 1.900660 1.895749
0.169360 2.220810 1.871949
0.169970 1.930400 1.848455
0.170570 1.888770 1.825404
0.171180 2.005340 1.802561
0.171790 2.146210 1.780266
0.172400 2.049170 1.758305
0.173010 2.041110 1.736525
0.173610 1.898710 1.715347
0.174220 1.827230 1.694368
0.174830 1.683900 1.673734
0.175440 1.872670 1.653514
0.176050 1.541530 1.633496
0.176660 1.538990 1.613976
0.177260 1.744420 1.594702
0.177870 1.751500 1.575751
0.178480 1.727270 1.557197
0.179090 1.856280 1.538836
0.179690 1.841710 1.520988
0.180300 1.783550 1.503357
0.180910 1.478020 1.486001
0.181520 1.803100 1.469051
0.182130 1.465760 1.452290
0.182740 1.815570 1.435982
0.183340 1.348040 1.419909
0.183950 1.555030 1.404018
0.184560 1.560240 1.388663
0.185170 1.529690 1.373466
0.185780 1.376920 1.358563
0.186380 1.586720 1.344024
0.186990 1.345040 1.329696
0.187600 1.406610 1.315785
0.188210 1.488250 1.302055
0.188820 1.333890 1.288664
0.189420 1.522040 1.275608
0.190030 1.244630 1.262722
0.190640 1.108970 1.250241
0.191250 1.212290 1.237974
0.191860 1.381980 1.225984
0.192460 1.261280 1.214342
0.193070 1.579260 1.202866
0.193680 1.433750 1.191827
0.194290 1.349520 1.180976
0.194900 1.308440 1.170331
0.195510 1.360740 1.160116
0.196110 1.426400 1.150073
0.196720 1.313830 1.140398
0.197330 1.362120 1.130928
0.197940 1.365420 1.121631
0.198540 1.161290 1.112786
0.199150 1.115070 1.104092
0.199760 1.125250 1.095695
0.200370 1.286560 1.087572
0.200980 1.226220 1.079628
0.201580 1.150530 1.072073
0.202190 1.201970 1.064679
0.202800 0.970088 1.057586
0.203410 1.068640 1.050765
0.204020 1.139320 1.044081
0.204630 1.134460 1.037782
0.205230 1.079760 1.031645
0.205840 1.138650 1.025766
0.206450 1.151450 1.020163
0.207060 1.023500 1.014692
0.207670 1.190500 1.009551
0.208270 1.209380 1.004595
0.208880 0.985310 0.999864
0.209490 1.084230 0.995373
0.210100 1.024550 0.991003
0.210710 0.909231 0.986967
0.211310 0.994885 0.983102
0.211920 0.921840 0.979396
0.212530 0.873398 0.975946
0.213140 0.844530 0.972607
0.213750 1.083590 0.969523
0.214350 1.098380 0.966621
0.214960 0.871670 0.963849
0.215570 1.166870 0.961311
0.216180 0.993132 0.958871
0.216790 0.969233 0.956633
0.217390 0.895199 0.954553
0.218000 0.963787 0.952561
0.218610 1.051160 0.950821
0.219220 1.038460 0.949163
0.219830 0.934294 0.947658
0.220430 1.082780 0.946278
0.221040 0.730355 0.944964
0.221650 0.881301 0.943871
0.222260 0.887575 0.942853
0.222870 1.027050 0.941935
0.223480 0.912498 0.941127
0.224080 0.835069 0.940373
0.224690 0.840005 0.939772
0.225300 1.030080 0.939240
0.225910 1.092160 0.938780
0.226510 1.124100 0.938418
0.227120 1.071220 0.938101
0.227730 1.013720 0.937891
0.228340 0.970899 0.937734
0.228950 0.971005 0.937618
0.229560 0.924519 0.937563
0.230160 0.959948 0.937543
0.230770 0.886387 0.937602
0.231380 1.020870 0.937701
0.231990 0.711368 0.937825
0.232590 0.838422 0.937985
0.233200 0.618644 0.938167
0.233810 0.890002 0.938392
0.234420 0.653993 0.938639
0.235030 0.824934 0.938897
0.235640 0.752507 0.939201
0.236240 1.011510 0.939505
0.236850 0.828877 0.939809
0.237460 1.000290 0.940133
0.238070 0.986681 0.940464
0.238670 0.938190 0.940793
0.239280 0.895092 0.941119
0.239890 0.787329 0.941441
0.240500 0.845615 0.941781
0.241110 0.926708 0.942123
0.241720 0.873952 0.942458
0.242320 0.836968 0.942781
0.242930 1.065680 0.943094
0.243540 0.824793 0.943369
0.244150 0.838256 0.943640
0.244760 0.888674 0.943915
0.245360 0.755579 0.944176
0.245970 0.991005 0.944427
0.246580 0.773060 0.944634
0.247190 1.029320 0.944835
0.247790 0.717326 0.945026
0.248400 1.006940 0.945193
0.249010 0.733229 0.945347
0.249620 0.980983 0.945456
0.250230 0.924948 0.945546
0.250830 0.803726 0.945606
0.251440 0.682047 0.945657
0.252050 0.844828 0.945700
0.252660 0.912831 0.945700
0.253270 1.033920 0.945682
0.253880 0.784962 0.945639
0.254480 0.981161 0.945546
0.255090 0.619960 0.945437
0.255700 0.592311 0.945310
0.256310 0.637857 0.945148
0.256920 0.816775 0.944953
0.257520 0.830320 0.944735
0.258130 0.731310 0.944499
0.258740 0.809646 0.944209
0.259350 0.750197 0.943901
0.259950 0.698261 0.943581
0.260560 0.760758 0.943211
0.261170 0.791875 0.942826
0.261780 0.783677 0.942414
0.262390 0.816233 0.941961
0.262990 0.818790 0.941486
0.263600 0.873976 0.940953
0.264210 0.830855 0.940408
0.264820 0.966713 0.939841
0.265430 0.753726 0.939228
0.266040 0.997439 0.938593
0.266640 0.916223 0.937927
0.267250 0.760599 0.937235
0.267860 0.773642 0.936506
0.268470 0.777478 0.935749
0.269080 0.683851 0.934977
0.269680 0.711990 0.934169
0.270290 0.820172 0.933335
0.270900 0.911178 0.932472
0.271510 0.780751 0.931577
0.272110 0.912685 0.930662
0.272720 0.686682 0.929692
0.273330 0.745522 0.928704
0.273940 0.998672 0.927700
0.274550 0.888107 0.926664
0.275150 0.819477 0.925612
0.275760 0.862739 0.924520
0.276370 0.862535 0.923406
0.276980 0.727932 0.922276
0.277590 0.835552 0.921096
0.278200 0.584464 0.919897
0.278800 0.684508 0.918662
0.279410 0.622497 0.917415
0.280020 0.741621 0.916160
0.280630 0.637630 0.914868
0.281230 0.695133 0.913560
0.281840 0.553937 0.912228
0.282450 0.531529 0.910868
0.283060 0.851407 0.909495
0.283670 0.653955 0.908087
0.284270 0.704778 0.906655
0.284880 0.752167 0.905195
0.285490 0.820544 0.903716
0.286100 0.786463 0.902227
0.286710 0.852327 0.900709
0.287310 0.732421 0.899171
0.287920 0.847375 0.897614
0.288530 0.807104 0.896031
0.289140 0.855370 0.894433
0.289750 0.935392 0.892801
0.290350 0.789655 0.891149
0.290960 0.895902 0.889484
0.291570 0.895977 0.887770
0.292180 0.976421 0.886046
0.292790 0.961114 0.884300
0.293390 0.971263 0.882530
0.294000 0.857794 0.880745
0.294610 0.835976 0.878925
0.295220 0.706614 0.877090
0.295830 0.764623 0.875220
0.296430 0.593687 0.873320
0.297040 0.669480 0.871405
0.297650 0.693486 0.869450
0.298260 0.547328 0.867473
0.298860 0.729310 0.865468
0.299470 0.630561 0.863412
0.300080 0.727122 0.861337
0.300690 0.651763 0.859232
0.301300 0.736487 0.857101
0.301900 0.794730 0.854942
0.302510 0.834385 0.852740
0.303120 0.803023 0.850519
0.303730 0.797928 0.848252
0.304340 0.764221 0.845951
0.304950 0.795159 0.843623
0.305550 0.846614 0.841241
0.306160 0.761301 0.838841
0.306770 0.784989 0.836392
0.307380 0.615442 0.833902
0.307980 0.765691 0.831388
0.308590 0.707572 0.828814
0.309200 0.906168 0.826211
0.309810 0.900281 0.823551
0.310420 0.819484 0.820858
0.311020 0.646865 0.818148
0.311630 0.849884 0.815370
0.312240 0.812537 0.812567
0.312850 0.698242 0.809725
0.313460 0.681799 0.806830
0.314060 0.768490 0.803910
0.314670 0.762147 0.800933
0.315280 0.794756 0.797929
0.315890 0.703989 0.794899
0.316500 0.650418 0.791805
0.317100 0.802686 0.788684
0.317710 0.691619 0.785504
0.318320 0.825877 0.782294
0.318930 0.957355 0.779057
0.319540 1.030170 0.775765
0.320140 0.858867 0.772451
0.320750 0.484088 0.769091
0.321360 0.386605 0.765698
