       0.0174555         1099.128
       0.0180185         1099.044
       0.0185815         1099.718
       0.0191445         1085.798
       0.0197075          1084.33
       0.0202705         1071.102
       0.0208335         1073.735
        0.021397         1062.597
       0.0219605         1052.904
       0.0225235         1048.779
       0.0230865          1042.92
       0.0236495         1046.484
       0.0242125         1045.752
       0.0247755          1048.84
       0.0253385         1047.307
       0.0259015         1046.034
       0.0264645         1042.137
       0.0270275         1028.695
       0.0275905         1018.152
        0.028154         1008.754
       0.0287175         1003.228
       0.0292805          995.177
       0.0298435          986.756
       0.0304065          984.266
       0.0309695          975.352
       0.0315325          967.639
       0.0320955          957.416
       0.0326585          948.969
       0.0332215          940.625
       0.0337845          933.043
       0.0343475          926.584
       0.0349105          921.662
        0.035474          915.066
       0.0360375          907.967
       0.0366005          900.553
       0.0371635          893.605
       0.0377265          886.681
       0.0382895          879.531
       0.0388525          874.831
       0.0394155            869.6
       0.0399785          865.728
       0.0405415          860.758
       0.0411045          853.529
       0.0416675          845.854
       0.0422305          837.806
        0.042794          830.342
       0.0433575          822.136
       0.0439205          813.195
       0.0444835          806.483
       0.0450465          801.054
       0.0456095          792.892
       0.0461725          786.408
       0.0467355          778.558
       0.0472985          773.519
       0.0478615          769.367
       0.0484245          760.174
       0.0489875          754.549
       0.0495505          744.526
       0.0501135          738.015
        0.050677          728.845
       0.0512405          717.404
       0.0518035           711.88
       0.0523665          702.849
       0.0529295          696.594
       0.0534925          690.315
       0.0540555          684.109
       0.0546185          679.477
       0.0551815          672.008
       0.0557445           667.77
       0.0563075          661.563
       0.0568705          654.723
       0.0574335          646.679
        0.057997          638.314
       0.0585605          629.318
       0.0591235           619.57
       0.0596865         611.4529
       0.0602495         602.8829
       0.0608125         597.1475
       0.0613755         590.7808
       0.0619385         583.8241
       0.0625015         576.4224
       0.0630645         571.9845
       0.0636275         565.9335
       0.0641905          558.538
       0.0647535         551.2838
       0.0653165         545.8066
         0.06588           541.11
       0.0664435         533.9205
       0.0670065         526.9208
       0.0675695          521.581
       0.0681325         516.9949
       0.0686955          509.676
       0.0692585         502.6095
       0.0698215         495.2001
       0.0703845         489.1407
       0.0709475         482.6785
       0.0715105         475.3632
       0.0720735         472.1589
       0.0726365         467.9698
       0.0731995         463.3174
       0.0737625         457.4173
        0.074326         450.5752
       0.0748895         443.7828
       0.0754525         435.0223
       0.0760155         427.0076
       0.0765785         419.8775
       0.0771415         413.6835
       0.0777045         407.9985
       0.0782675         402.2346
       0.0788305         397.6235
       0.0793935         391.8319
       0.0799565         386.0602
       0.0805195         382.0725
       0.0810825         376.2267
       0.0816455         372.5242
       0.0822085         368.1025
        0.082772         364.0387
       0.0833355         360.1193
       0.0838985         353.8398
       0.0844615         350.2065
       0.0850245         345.0199
       0.0855875         339.5881
       0.0861505         335.4931
       0.0867135         329.3502
       0.0872765         325.0632
       0.0878395         319.6438
       0.0884025         313.8557
       0.0889655         307.7867
       0.0895285         302.2445
       0.0900915           297.93
       0.0906545         293.5997
        0.091218         289.1229
       0.0917815         285.6568
       0.0923445         282.3236
       0.0929075         278.2208
       0.0934705         273.6034
       0.0940335          269.332
       0.0945965         265.8424
       0.0951595         263.3101
       0.0957225         260.7119
       0.0962855          256.504
       0.0968485         253.7646
       0.0974115         249.5305
       0.0979745          246.031
       0.0985375          240.996
       0.0991005         236.6705
       0.0996635         234.4021
       0.1002265         230.5773
         0.10079          227.448
       0.1013535         223.6223
       0.1019165         220.3787
       0.1024795         218.3466
       0.1030425         213.7561
       0.1036055         211.4242
       0.1041685         207.9489
       0.1047315         205.2989
       0.1052945         201.4371
       0.1058575         197.0546
       0.1064205         194.7991
       0.1069835          192.399
       0.1075465         190.0091
       0.1081095         188.4459
       0.1086725         185.9935
       0.1092355         184.1375
       0.1097985         181.4827
       0.1103615         178.2531
        0.110925         175.5128
       0.1114885          171.242
       0.1120515         168.9455
       0.1126145         165.8238
       0.1131775         163.4792
       0.1137405         161.0758
       0.1143035         159.1596
       0.1148665         156.2796
       0.1154295         153.2196
       0.1159925         150.7905
       0.1165555         147.2459
       0.1171185         144.6435
       0.1176815          141.879
       0.1182445         140.4243
       0.1188075         138.7345
       0.1193705         136.3149
       0.1199335         135.0253
       0.1204965         133.0402
       0.1210595         130.0083
       0.1216225         127.8688
        0.122186         126.1978
       0.1227495         124.5914
       0.1233125         123.0727
       0.1238755         121.9538
       0.1244385         121.0067
       0.1250015         119.4156
       0.1255645         117.7064
       0.1261275         116.8194
       0.1266905          114.908
       0.1272535         111.9537
       0.1278165         110.4287
       0.1283795         108.5943
       0.1289425         105.8766
       0.1295055         103.1705
       0.1300685         101.0527
       0.1306315         100.8077
       0.1311945          99.7618
       0.1317575          98.9656
       0.1323205          99.7418
       0.1328835          99.6352
       0.1334465          98.7017
       0.1340095          95.9767
       0.1345725          94.1437
       0.1351355          91.4238
        0.135699           88.027
       0.1362625          84.8801
       0.1368255          82.7868
       0.1373885          81.6222
       0.1379515          80.5325
       0.1385145          79.8474
       0.1390775          79.5038
       0.1396405          78.8786
       0.1402035          77.8048
       0.1407665          77.2934
       0.1413295          75.9345
       0.1418925          74.5525
       0.1424555          74.1466
       0.1430185          73.3428
       0.1435815          72.7167
       0.1441445          70.9558
       0.1447075          69.6254
       0.1452705           68.046
       0.1458335          65.7456
       0.1463965          64.2163
       0.1469595          62.8712
       0.1475225          61.9882
