0.01613	1.51E+03	1.49E+03
0.01706	1.49E+03	1.47E+03
0.01799	1.46E+03	1.44E+03
0.01892	1.43E+03	1.42E+03
0.01985	1.40E+03	1.39E+03
0.02078	1.37E+03	1.37E+03
0.02171	1.34E+03	1.34E+03
0.02264	1.31E+03	1.31E+03
0.02357	1.28E+03	1.28E+03
0.0245	1.25E+03	1.25E+03
0.02543	1.22E+03	1.22E+03
0.02636	1.19E+03	1.19E+03
0.02729	1.16E+03	1.16E+03
0.02822	1.13E+03	1.13E+03
0.02915	1.10E+03	1.10E+03
0.03008	1.06E+03	1.07E+03
0.03101	1.03E+03	1.04E+03
0.03194	1.00E+03	1.01E+03
0.03287	9.73E+02	9.75E+02
0.0338	9.42E+02	9.45E+02
0.03473	9.12E+02	9.14E+02
0.03566	8.81E+02	8.84E+02
0.03659	8.50E+02	8.54E+02
0.03752	8.21E+02	8.25E+02
0.03845	7.92E+02	7.95E+02
0.03938	7.63E+02	7.67E+02
0.04031	7.36E+02	7.39E+02
0.04124	7.09E+02	7.11E+02
0.04217	6.81E+02	6.83E+02
0.0431	6.55E+02	6.57E+02
0.04403	6.30E+02	6.31E+02
0.04496	6.05E+02	6.05E+02
0.04589	5.80E+02	5.81E+02
0.04682	5.57E+02	5.57E+02
0.04775	5.33E+02	5.33E+02
0.04868	5.10E+02	5.11E+02
0.04961	4.89E+02	4.89E+02
0.05054	4.68E+02	4.68E+02
0.05147	4.48E+02	4.47E+02
0.0524	4.28E+02	4.28E+02
0.05333	4.09E+02	4.09E+02
0.05426	3.91E+02	3.90E+02
0.05519	3.73E+02	3.73E+02
0.05612	3.57E+02	3.56E+02
0.05705	3.41E+02	3.39E+02
0.05798	3.25E+02	3.25E+02
0.05891	3.10E+02	3.10E+02
0.05984	2.96E+02	2.95E+02
0.06077	2.83E+02	2.82E+02
0.0617	2.70E+02	2.70E+02
0.06263	2.58E+02	2.57E+02
0.06356	2.47E+02	2.46E+02
0.06449	2.35E+02	2.35E+02
0.06542	2.25E+02	2.25E+02
0.06635	2.16E+02	2.15E+02
0.06728	2.06E+02	2.06E+02
0.06821	1.97E+02	1.97E+02
0.06914	1.89E+02	1.88E+02
0.07007	1.81E+02	1.81E+02
0.071	1.74E+02	1.74E+02
0.07193	1.67E+02	1.66E+02
0.07286	1.60E+02	1.60E+02
0.07379	1.54E+02	1.54E+02
0.07472	1.49E+02	1.48E+02
0.07565	1.43E+02	1.43E+02
0.07658	1.38E+02	1.38E+02
0.07751	1.33E+02	1.33E+02
0.07844	1.28E+02	1.29E+02
0.07937	1.24E+02	1.25E+02
0.0803	1.21E+02	1.21E+02
0.08123	1.17E+02	1.17E+02
0.08216	1.13E+02	1.13E+02
0.08309	1.10E+02	1.10E+02
0.08402	1.07E+02	1.07E+02
0.08495	1.04E+02	1.04E+02
0.08588	1.01E+02	1.01E+02
0.08681	9.75E+01	9.81E+01
0.08774	9.49E+01	9.55E+01
0.08867	9.25E+01	9.30E+01
0.0896	9.02E+01	9.05E+01
0.09053	8.83E+01	8.82E+01
0.09146	8.60E+01	8.60E+01
0.09239	8.35E+01	8.38E+01
0.09332	8.11E+01	8.17E+01
0.09425	7.94E+01	7.97E+01
0.09518	7.76E+01	7.77E+01
0.0961	7.55E+01	7.57E+01
0.09703	7.35E+01	7.38E+01
0.09796	7.20E+01	7.19E+01
0.09889	7.03E+01	7.01E+01
0.09982	6.81E+01	6.83E+01
0.10075	6.61E+01	6.65E+01
0.10168	6.45E+01	6.47E+01
0.10261	6.33E+01	6.30E+01
0.10354	6.21E+01	6.13E+01
0.10447	6.04E+01	5.96E+01
0.1054	5.86E+01	5.80E+01
0.10633	5.68E+01	5.64E+01
0.10726	5.52E+01	5.48E+01
0.10819	5.39E+01	5.32E+01
0.10912	5.25E+01	5.16E+01
0.11005	5.07E+01	5.01E+01
0.11098	4.88E+01	4.86E+01
0.11191	4.72E+01	4.71E+01
0.11284	4.57E+01	4.56E+01
0.11377	4.42E+01	4.42E+01
0.1147	4.30E+01	4.28E+01
0.11563	4.15E+01	4.14E+01
0.11656	3.99E+01	4.01E+01
0.11749	3.87E+01	3.87E+01
0.11842	3.74E+01	3.75E+01
0.11935	3.60E+01	3.62E+01
0.12028	3.47E+01	3.50E+01
0.12121	3.35E+01	3.38E+01
0.12214	3.24E+01	3.26E+01
0.12307	3.13E+01	3.15E+01
0.124	3.03E+01	3.04E+01
0.12493	2.91E+01	2.93E+01
0.12586	2.80E+01	2.83E+01
0.12679	2.71E+01	2.73E+01
0.12772	2.61E+01	2.64E+01
0.12865	2.53E+01	2.54E+01
0.12958	2.43E+01	2.45E+01
0.13051	2.34E+01	2.37E+01
0.13144	2.28E+01	2.28E+01
0.13237	2.22E+01	2.20E+01
0.1333	2.14E+01	2.12E+01
0.13423	2.05E+01	2.05E+01
0.13516	1.97E+01	1.98E+01
0.13609	1.91E+01	1.91E+01
0.13702	1.82E+01	1.84E+01
0.13795	1.74E+01	1.78E+01
0.13888	1.69E+01	1.72E+01
0.13981	1.63E+01	1.66E+01
0.14074	1.58E+01	1.60E+01
0.14167	1.54E+01	1.55E+01
0.1426	1.48E+01	1.50E+01
0.14353	1.44E+01	1.45E+01
0.14446	1.40E+01	1.40E+01
0.14539	1.36E+01	1.35E+01
0.14632	1.30E+01	1.31E+01
0.14725	1.23E+01	1.27E+01
0.14818	1.18E+01	1.23E+01
0.14911	1.16E+01	1.19E+01
0.15004	1.15E+01	1.15E+01
0.15097	1.13E+01	1.12E+01
0.1519	1.09E+01	1.08E+01
0.15283	1.05E+01	1.05E+01
0.15376	1.01E+01	1.02E+01
0.15469	9.65E+00	9.86E+00
0.15562	9.42E+00	9.55E+00
0.15655	9.24E+00	9.27E+00
0.15748	9.08E+00	9.00E+00
0.15841	8.91E+00	8.73E+00
0.15934	8.61E+00	8.48E+00
0.16027	8.18E+00	8.24E+00
0.1612	7.99E+00	8.00E+00
0.16213	7.80E+00	7.77E+00
0.16306	7.47E+00	7.56E+00
0.16399	7.29E+00	7.35E+00
0.16492	7.05E+00	7.14E+00
0.16585	6.82E+00	6.95E+00
0.16678	6.73E+00	6.77E+00
0.16771	6.51E+00	6.58E+00
0.16864	6.19E+00	6.42E+00
0.16957	6.00E+00	6.26E+00
0.1705	5.93E+00	6.10E+00
0.17143	5.86E+00	5.95E+00
0.17236	5.74E+00	5.81E+00
0.17329	5.68E+00	5.67E+00
0.17422	5.41E+00	5.54E+00
0.17515	5.12E+00	5.42E+00
0.17608	5.15E+00	5.30E+00
0.17701	5.15E+00	5.18E+00
0.17794	5.02E+00	5.08E+00
0.17887	5.04E+00	4.98E+00
0.1798	5.03E+00	4.88E+00
0.18073	4.95E+00	4.80E+00
0.18166	4.68E+00	4.71E+00
0.18258	4.54E+00	4.63E+00
0.18352	4.46E+00	4.55E+00
0.18444	4.31E+00	4.48E+00
0.18538	4.18E+00	4.41E+00
0.1863	4.25E+00	4.35E+00
0.18724	4.26E+00	4.29E+00
0.18816	4.12E+00	4.23E+00
0.1891	4.03E+00	4.18E+00
0.19002	3.94E+00	4.13E+00
0.19095	3.83E+00	4.08E+00
0.19188	3.83E+00	4.03E+00
0.19281	3.88E+00	3.99E+00
0.19374	3.94E+00	3.95E+00
0.19467	3.87E+00	3.91E+00
0.1956	3.81E+00	3.87E+00
0.19653	3.79E+00	3.83E+00
0.19746	3.69E+00	3.79E+00
0.19839	3.56E+00	3.76E+00
0.19932	3.44E+00	3.72E+00
0.20025	3.34E+00	3.68E+00
0.20118	3.43E+00	3.65E+00
0.20211	3.44E+00	3.61E+00
0.20304	3.55E+00	3.58E+00
0.20397	3.64E+00	3.54E+00
0.2049	3.62E+00	3.50E+00
0.20583	3.47E+00	3.46E+00
0.20676	3.38E+00	3.43E+00
0.20769	3.18E+00	3.39E+00
0.20862	3.10E+00	3.35E+00
0.20955	3.03E+00	3.31E+00
0.21048	3.07E+00	3.27E+00
0.21141	3.03E+00	3.22E+00
0.21234	3.11E+00	3.18E+00
0.21327	3.30E+00	3.14E+00
0.2142	3.33E+00	3.09E+00
0.21513	3.16E+00	3.05E+00
0.21606	3.09E+00	3.00E+00
0.21699	2.97E+00	2.96E+00
0.21792	2.81E+00	2.91E+00
0.21885	2.86E+00	2.86E+00
0.21978	2.80E+00	2.81E+00
0.22071	2.65E+00	2.77E+00
0.22164	2.59E+00	2.72E+00
0.22257	2.62E+00	2.67E+00
0.2235	2.65E+00	2.62E+00
0.22443	2.72E+00	2.57E+00
0.22536	2.75E+00	2.53E+00
0.22629	2.78E+00	2.48E+00
0.22722	2.67E+00	2.44E+00
0.22815	2.42E+00	2.39E+00
0.22908	2.33E+00	2.35E+00
0.23001	2.38E+00	2.30E+00
0.23094	2.28E+00	2.26E+00
0.23187	2.14E+00	2.22E+00
0.2328	2.15E+00	2.18E+00
0.23373	2.15E+00	2.15E+00
0.23466	2.12E+00	2.11E+00
0.23559	2.22E+00	2.08E+00
0.23652	2.19E+00	2.04E+00
0.23745	2.04E+00	2.01E+00
0.23838	1.92E+00	1.99E+00
0.23931	1.89E+00	1.96E+00
0.24024	1.95E+00	1.93E+00
0.24117	2.00E+00	1.91E+00
0.2421	1.94E+00	1.89E+00
0.24303	1.86E+00	1.87E+00
0.24396	1.88E+00	1.85E+00
0.24489	2.01E+00	1.83E+00
0.24582	1.92E+00	1.82E+00
0.24675	1.90E+00	1.80E+00
0.24768	1.94E+00	1.79E+00
0.24861	1.90E+00	1.78E+00
0.24954	1.67E+00	1.77E+00
0.25047	1.65E+00	1.77E+00
0.2514	1.84E+00	1.76E+00
0.25233	1.98E+00	1.76E+00
0.25326	1.82E+00	1.75E+00
0.25419	1.86E+00	1.75E+00
0.25512	1.95E+00	1.75E+00
0.25605	1.98E+00	1.74E+00
0.25698	1.89E+00	1.74E+00
0.25791	1.71E+00	1.74E+00
0.25884	1.56E+00	1.74E+00
0.25977	1.80E+00	1.74E+00
0.2607	1.85E+00	1.74E+00
0.26163	1.82E+00	1.74E+00
0.26256	1.80E+00	1.74E+00
0.26349	1.85E+00	1.74E+00
0.26442	1.79E+00	1.74E+00
0.26535	1.62E+00	1.74E+00
0.26628	1.66E+00	1.74E+00
0.26721	1.82E+00	1.74E+00
0.26814	1.83E+00	1.74E+00
0.26907	1.82E+00	1.74E+00
0.27	1.92E+00	1.73E+00
0.27093	2.00E+00	1.73E+00
0.27186	1.83E+00	1.73E+00
0.27278	1.70E+00	1.72E+00
0.27371	1.77E+00	1.71E+00
0.27464	1.92E+00	1.71E+00
0.27558	1.93E+00	1.70E+00
0.27651	1.81E+00	1.69E+00
0.27743	1.73E+00	1.68E+00
0.27836	1.83E+00	1.68E+00
0.2793	1.71E+00	1.67E+00
0.28023	1.70E+00	1.65E+00
0.28115	1.68E+00	1.64E+00
0.28208	1.60E+00	1.63E+00
0.28301	1.61E+00	1.62E+00
0.28394	1.71E+00	1.61E+00
0.28487	1.81E+00	1.59E+00
0.2858	1.77E+00	1.58E+00
0.28673	1.62E+00	1.56E+00
0.28766	1.50E+00	1.55E+00
0.28859	1.54E+00	1.53E+00
0.28952	1.61E+00	1.51E+00
0.29045	1.58E+00	1.50E+00
0.29138	1.55E+00	1.48E+00
0.29231	1.49E+00	1.46E+00
0.29324	1.53E+00	1.44E+00
0.29417	1.67E+00	1.42E+00
0.2951	1.65E+00	1.41E+00
0.29603	1.61E+00	1.39E+00
0.29696	1.55E+00	1.37E+00
0.29789	1.46E+00	1.35E+00
0.29882	1.35E+00	1.33E+00
