  0.2159E-01  0.6401E+02  0.1458E+01  0.6572E+02  0.6572E+02
  0.2220E-01  0.6459E+02  0.1494E+01  0.6535E+02  0.6535E+02
  0.2281E-01  0.6626E+02  0.1594E+01  0.6497E+02  0.6497E+02
  0.2341E-01  0.6431E+02  0.1340E+01  0.6458E+02  0.6458E+02
  0.2402E-01  0.6660E+02  0.1456E+01  0.6418E+02  0.6418E+02
  0.2463E-01  0.6547E+02  0.9134E+00  0.6378E+02  0.6378E+02
  0.2524E-01  0.6678E+02  0.1404E+01  0.6337E+02  0.6337E+02
  0.2585E-01  0.6408E+02  0.9265E+00  0.6295E+02  0.6295E+02
  0.2645E-01  0.6373E+02  0.1033E+01  0.6253E+02  0.6253E+02
  0.2706E-01  0.6092E+02  0.1049E+01  0.6210E+02  0.6210E+02
  0.2767E-01  0.6055E+02  0.9594E+00  0.6167E+02  0.6167E+02
  0.2828E-01  0.6176E+02  0.9124E+00  0.6123E+02  0.6123E+02
  0.2889E-01  0.5942E+02  0.1061E+01  0.6078E+02  0.6078E+02
  0.2949E-01  0.5950E+02  0.9305E+00  0.6034E+02  0.6034E+02
  0.3010E-01  0.6008E+02  0.8743E+00  0.5988E+02  0.5988E+02
  0.3071E-01  0.5920E+02  0.1085E+01  0.5942E+02  0.5942E+02
  0.3132E-01  0.5825E+02  0.8300E+00  0.5896E+02  0.5896E+02
  0.3193E-01  0.5752E+02  0.9000E+00  0.5849E+02  0.5849E+02
  0.3254E-01  0.5698E+02  0.9017E+00  0.5802E+02  0.5802E+02
  0.3314E-01  0.5643E+02  0.8518E+00  0.5754E+02  0.5754E+02
  0.3375E-01  0.5603E+02  0.8526E+00  0.5707E+02  0.5707E+02
  0.3436E-01  0.5755E+02  0.8098E+00  0.5658E+02  0.5658E+02
  0.3497E-01  0.5624E+02  0.7089E+00  0.5610E+02  0.5610E+02
  0.3558E-01  0.5526E+02  0.7357E+00  0.5561E+02  0.5561E+02
  0.3618E-01  0.5620E+02  0.7308E+00  0.5512E+02  0.5512E+02
  0.3679E-01  0.5484E+02  0.7091E+00  0.5463E+02  0.5463E+02
  0.3740E-01  0.5388E+02  0.7852E+00  0.5414E+02  0.5414E+02
  0.3801E-01  0.5288E+02  0.6595E+00  0.5364E+02  0.5364E+02
  0.3862E-01  0.5471E+02  0.7516E+00  0.5314E+02  0.5314E+02
  0.3922E-01  0.5236E+02  0.7179E+00  0.5264E+02  0.5264E+02
  0.3983E-01  0.5239E+02  0.8419E+00  0.5214E+02  0.5214E+02
  0.4044E-01  0.5180E+02  0.6039E+00  0.5164E+02  0.5164E+02
  0.4105E-01  0.5120E+02  0.6953E+00  0.5114E+02  0.5114E+02
  0.4166E-01  0.4921E+02  0.6843E+00  0.5064E+02  0.5064E+02
  0.4227E-01  0.5043E+02  0.7012E+00  0.5013E+02  0.5013E+02
  0.4287E-01  0.4940E+02  0.6340E+00  0.4963E+02  0.4963E+02
  0.4348E-01  0.4845E+02  0.6314E+00  0.4913E+02  0.4913E+02
  0.4409E-01  0.4847E+02  0.6045E+00  0.4862E+02  0.4862E+02
  0.4470E-01  0.4783E+02  0.8151E+00  0.4812E+02  0.4812E+02
  0.4531E-01  0.4701E+02  0.6438E+00  0.4762E+02  0.4762E+02
  0.4591E-01  0.4710E+02  0.1053E+01  0.4712E+02  0.4712E+02
  0.4652E-01  0.4643E+02  0.6262E+00  0.4662E+02  0.4662E+02
  0.4713E-01  0.4575E+02  0.6203E+00  0.4612E+02  0.4612E+02
  0.4774E-01  0.4654E+02  0.6378E+00  0.4562E+02  0.4562E+02
  0.4835E-01  0.4448E+02  0.6378E+00  0.4512E+02  0.4512E+02
  0.4895E-01  0.4448E+02  0.6185E+00  0.4463E+02  0.4463E+02
  0.4956E-01  0.4449E+02  0.5516E+00  0.4413E+02  0.4413E+02
  0.5017E-01  0.4394E+02  0.5882E+00  0.4364E+02  0.4364E+02
  0.5078E-01  0.4350E+02  0.5442E+00  0.4315E+02  0.4315E+02
  0.5139E-01  0.4425E+02  0.5907E+00  0.4266E+02  0.4266E+02
  0.5200E-01  0.4346E+02  0.5678E+00  0.4218E+02  0.4218E+02
  0.5260E-01  0.4238E+02  0.5695E+00  0.4169E+02  0.4169E+02
  0.5321E-01  0.4192E+02  0.4965E+00  0.4121E+02  0.4121E+02
  0.5382E-01  0.4144E+02  0.5609E+00  0.4074E+02  0.4074E+02
  0.5443E-01  0.4060E+02  0.5253E+00  0.4026E+02  0.4026E+02
  0.5504E-01  0.3964E+02  0.5666E+00  0.3979E+02  0.3979E+02
  0.5564E-01  0.3995E+02  0.4531E+00  0.3932E+02  0.3932E+02
  0.5625E-01  0.3792E+02  0.4931E+00  0.3885E+02  0.3885E+02
  0.5686E-01  0.3901E+02  0.5080E+00  0.3839E+02  0.3839E+02
  0.5747E-01  0.3845E+02  0.4371E+00  0.3793E+02  0.3793E+02
  0.5808E-01  0.3752E+02  0.5681E+00  0.3747E+02  0.3747E+02
  0.5868E-01  0.3782E+02  0.4065E+00  0.3702E+02  0.3702E+02
  0.5929E-01  0.3692E+02  0.4980E+00  0.3657E+02  0.3657E+02
  0.5990E-01  0.3656E+02  0.4471E+00  0.3612E+02  0.3612E+02
  0.6051E-01  0.3692E+02  0.5134E+00  0.3568E+02  0.3568E+02
  0.6112E-01  0.3483E+02  0.5305E+00  0.3524E+02  0.3524E+02
  0.6173E-01  0.3470E+02  0.5338E+00  0.3481E+02  0.3481E+02
  0.6233E-01  0.3327E+02  0.5012E+00  0.3437E+02  0.3437E+02
  0.6294E-01  0.3445E+02  0.5043E+00  0.3395E+02  0.3395E+02
  0.6355E-01  0.3364E+02  0.4658E+00  0.3352E+02  0.3352E+02
  0.6416E-01  0.3343E+02  0.5150E+00  0.3310E+02  0.3310E+02
  0.6477E-01  0.3300E+02  0.5091E+00  0.3269E+02  0.3269E+02
