# SAXS profile: number of points = 512, q_min = 0.010641, q_max = 0.322549, delta_q = 0.00061038747553816
# offset = 0.00000000000000, scaling c = 2.23071542974157e-07, Chi = 1.75462605243274
#  q       exp_intensity   model_intensity
0.01064    139.01218300    138.42123929   
0.01125    142.58952800    137.04226179   
0.01186    139.45560200    135.60519854   
0.01247    138.36205300    134.09449854   
0.01307    135.46021800    132.55046475   
0.01368    133.99594800    130.92780948   
0.01429    130.27668700    129.26576983   
0.01490    131.05217400    127.56054295   
0.01551    128.51619500    125.79249861   
0.01611    126.24246200    123.99903142   
0.01672    125.82164800    122.15027069   
0.01733    121.88459200    120.26861089   
0.01794    120.64328500    118.35923597   
0.01855    119.01575700    116.40230452   
0.01915    116.15303500    114.42518753   
0.01976    114.29237500    112.41751934   
0.02037    111.73179600    110.38692013   
0.02098    110.07038400    108.34167218   
0.02159    107.04971300    106.26740883   
0.02219    105.38944900    104.18492459   
0.02280    102.96002600    102.08722740   
0.02341    101.33791100    99.97935490    
0.02402    98.69027300     97.86636415    
0.02463    96.58690900     95.74590191    
0.02524    93.63898300     93.62514941    
0.02584    91.83381200     91.50393619    
0.02645    89.22985900     89.38379186    
0.02706    88.00540100     87.26994743    
0.02767    84.61438300     85.16741055    
0.02828    83.31859400     83.07343770    
0.02888    80.92886800     80.98976658    
0.02949    78.71895200     78.92603283    
0.03010    76.21525000     76.87196753    
0.03071    74.72882800     74.84313855    
0.03132    72.15270000     72.83263500    
0.03192    70.23918100     70.83906524    
0.03253    68.60712100     68.88055063    
0.03314    65.43147600     66.93723205    
0.03375    64.42708600     65.02797112    
0.03436    61.74213700     63.14388196    
0.03497    60.27409900     61.28283890    
0.03557    57.97855300     59.47039710    
0.03618    56.97394600     57.67719453    
0.03679    54.50167200     55.92237625    
0.03740    53.21976700     54.20487881    
0.03800    51.44599200     52.50770511    
0.03861    49.87044300     50.86940179    
0.03922    48.08408000     49.25326322    
0.03983    46.57935700     47.67593853    
0.04044    44.98063300     46.14345281    
0.04104    43.70332000     44.63319199    
0.04165    42.66927900     43.17908497    
0.04226    40.65223100     41.75483910    
0.04287    40.01926700     40.36687545    
0.04348    38.25960900     39.02913795    
0.04409    37.13014300     37.71407662    
0.04469    35.88166900     36.45374229    
0.04530    34.97193300     35.22476792    
0.04591    33.42282700     34.02756931    
0.04652    32.60778800     32.88351851    
0.04713    31.59605000     31.76139243    
0.04773    30.16638500     30.68781272    
0.04834    29.49948200     29.64794203    
0.04895    28.52102400     28.63428987    
0.04956    27.53766800     27.67256291    
0.05017    26.70302500     26.73273718    
0.05078    25.96452900     25.83393863    
0.05138    24.60288600     24.96949637    
0.05199    24.32749800     24.12523767    
0.05260    23.13888200     23.33271978    
0.05321    22.57347000     22.55808660    
0.05382    21.69262700     21.81659386    
0.05442    21.04313300     21.10846347    
0.05503    20.31155200     20.41724631    
0.05564    19.74850000     19.76924910    
0.05625    19.14243100     19.13878810    
0.05686    18.56846800     18.53395742    
0.05746    18.08954600     17.96007011    
0.05807    17.38233500     17.39947180    
0.05868    17.05938300     16.87349667    
0.05929    16.44591900     16.36445990    
0.05990    16.08394300     15.87424389    
0.06050    15.41670700     15.41169703    
0.06111    15.36445600     14.96057093    
0.06172    14.48807400     14.53473748    
0.06233    14.21576200     14.12440063    
0.06294    13.80981500     13.72729284    
0.06354    13.42199500     13.35386319    
0.06415    12.98335800     12.98932246    
0.06476    12.76596000     12.64309151    
0.06537    12.20589400     12.31039360    
0.06598    12.22441000     11.98598908    
0.06659    11.80559800     11.68178471    
0.06719    11.40385200     11.38427342    
0.06780    11.20854200     11.09949133    
0.06841    10.81586300     10.82613313    
0.06902    10.51141500     10.55876365    
0.06963    10.17595000     10.30635572    
0.07023    10.00221200     10.05929701    
0.07084    9.73439100      9.82084773     
0.07145    9.59327800      9.59173502     
0.07206    9.32113100      9.36700422     
0.07266    9.14538500      9.15267096     
0.07327    8.87737500      8.94298555     
0.07388    8.77038700      8.73900368     
0.07449    8.45436900      8.54225796     
0.07510    8.32899500      8.34904719     
0.07571    8.16443800      8.16299756     
0.07631    7.97230300      7.98097503     
0.07692    7.84006400      7.80272318     
0.07753    7.53067400      7.63066559     
0.07814    7.48326200      7.46100731     
0.07875    7.19797900      7.29641590     
0.07935    7.06310800      7.13536617     
0.07996    6.81956000      6.97685771     
0.08057    6.64655100      6.82366476     
0.08118    6.56281500      6.67238221     
0.08179    6.38169300      6.52485862     
0.08239    6.36081700      6.38060296     
0.08300    6.15497700      6.23813815     
0.08361    6.11699400      6.10025476     
0.08422    5.94076400      5.96427162     
0.08483    5.79097600      5.83126176     
0.08543    5.66193900      5.70147324     
0.08604    5.52523000      5.57327657     
0.08665    5.41821100      5.44916257     
0.08726    5.41664500      5.32688340     
0.08787    5.21466300      5.20707672     
0.08847    5.09633000      5.09059137     
0.08908    4.99472700      4.97561055     
0.08969    4.82928300      4.86426408     
0.09030    4.76077800      4.75496103     
0.09091    4.63533800      4.64776982     
0.09151    4.52605600      4.54406926     
0.09212    4.31773400      4.44182955     
0.09273    4.29232600      4.34270177     
0.09334    4.18538200      4.24599527     
0.09395    4.06594800      4.15106904     
0.09456    3.94377600      4.05981280     
0.09516    3.91723100      3.96996995     
0.09577    3.79824600      3.88302436     
0.09638    3.77524600      3.79851732     
0.09699    3.68431400      3.71547347     
0.09760    3.76311600      3.63618464     
0.09820    3.60829500      3.55823119     
0.09881    3.62214000      3.48277258     
0.09942    3.44659000      3.40982518     
0.10003    3.41524300      3.33816504     
0.10064    3.34831000      3.26988522     
0.10124    3.21941900      3.20298322     
0.10185    3.17789700      3.13813673     
0.10246    3.07953900      3.07567401     
0.10307    3.01195500      3.01447072     
0.10368    2.95912300      2.95606914     
0.10429    2.86858200      2.89908652     
0.10489    2.82890700      2.84371209     
0.10550    2.91305200      2.79066291     
0.10611    2.77630600      2.73859689     
0.10672    2.79842800      2.68875829     
0.10733    2.69923200      2.64026794     
0.10793    2.67784900      2.59295165     
0.10854    2.67206700      2.54773607     
0.10915    2.58678600      2.50331919     
0.10976    2.62246800      2.46056127     
0.11037    2.46886600      2.41902437     
0.11097    2.55210900      2.37830041     
0.11158    2.38312100      2.33935151     
0.11219    2.35717200      2.30101621     
0.11280    2.32053400      2.26379722     
0.11341    2.23719400      2.22768463     
0.11401    2.18458000      2.19212431     
0.11462    2.15496600      2.15792988     
0.11523    2.07645900      2.12421555     
0.11584    1.97796000      2.09129027     
0.11645    2.03275000      2.05920857     
0.11705    2.04459500      2.02752168     
0.11766    1.95404600      1.99674160     
0.11827    1.96198500      1.96636846     
0.11888    1.97487300      1.93650477     
0.11949    1.94528500      1.90728186     
0.12009    1.96007700      1.87833344     
0.12070    1.89185300      1.85000636     
0.12131    1.84681800      1.82200035     
0.12192    1.83438000      1.79430297     
0.12253    1.76763200      1.76710397     
0.12313    1.73351400      1.74009503     
0.12374    1.71940300      1.71348356     
0.12435    1.67825900      1.68710004     
0.12496    1.68402900      1.66095925     
0.12557    1.68754300      1.63523385     
0.12618    1.64321200      1.60965185     
0.12678    1.65833100      1.58435037     
0.12739    1.52067100      1.55929421     
0.12800    1.47017700      1.53437421     
0.12861    1.57328200      1.50983573     
0.12921    1.50392400      1.48542648     
0.12982    1.41885500      1.46125234     
0.13043    1.48482400      1.43733527     
0.13104    1.36227200      1.41354768     
0.13165    1.37337000      1.39010872     
0.13226    1.31119300      1.36683263     
0.13286    1.31956400      1.34378200     
0.13347    1.33331700      1.32103648     
0.13408    1.31960100      1.29843324     
0.13469    1.27720200      1.27618855     
0.13529    1.26203300      1.25415015     
0.13590    1.21655300      1.23233063     
0.13651    1.18364200      1.21088400     
0.13712    1.19102500      1.18959825     
0.13773    1.14488600      1.16864834     
0.13834    1.12663000      1.14800239     
0.13894    1.04607100      1.12757467     
0.13955    1.06855200      1.10759537     
0.14016    1.08857600      1.08779673     
0.14077    0.98799100      1.06837657     
0.14138    1.04375200      1.04927917     
0.14198    0.97141200      1.03038094     
0.14259    1.02806100      1.01200529     
0.14320    1.01578600      0.99382099     
0.14381    0.92530400      0.97599825     
0.14442    0.98261500      0.95855407     
0.14502    0.93941900      0.94130665     
0.14563    0.93540000      0.92459511     
0.14624    0.87411100      0.90809894     
0.14685    0.92943500      0.89193300     
0.14746    0.90177500      0.87618183     
0.14806    0.89681800      0.86062530     
0.14867    0.86533200      0.84554800     
0.14928    0.82185800      0.83071943     
0.14989    0.70603200      0.81618224     
0.15050    0.72588000      0.80207327     
0.15110    0.72049800      0.78815037     
0.15171    0.74554300      0.77466055     
0.15232    0.75127300      0.76142768     
0.15293    0.67317600      0.74842606     
0.15354    0.67360400      0.73583317     
0.15415    0.62989000      0.72342914     
0.15475    0.62475700      0.71137829     
0.15536    0.67809900      0.69959312     
0.15597    0.66028100      0.68798975     
0.15658    0.64121200      0.67679969     
0.15718    0.64882500      0.66575420     
0.15779    0.58462600      0.65498851     
0.15840    0.60597600      0.64448277     
0.15901    0.59357400      0.63411676     
0.15962    0.60848300      0.62411967     
