      S          J EXP       ERROR       J REG       I REG

  0.2467E+02  0.3520E-02  0.6859E-05
  0.2570E+02  0.3621E-02  0.7306E-05
  0.2672E+02  0.3709E-02  0.7604E-05
  0.2775E+02  0.3785E-02  0.7764E-05
  0.2878E+02  0.3849E-02  0.7849E-05
  0.2981E+02  0.3903E-02  0.7941E-05
  0.3083E+02  0.3946E-02  0.8107E-05
  0.3186E+02  0.3979E-02  0.8375E-05
  0.3289E+02  0.4001E-02  0.8728E-05
  0.3392E+02  0.4014E-02  0.9134E-05
  0.3495E+02  0.4016E-02  0.9568E-05
  0.3597E+02  0.4009E-02  0.1002E-04
  0.3700E+02  0.3992E-02  0.1051E-04
  0.3803E+02  0.3967E-02  0.1104E-04
  0.3906E+02  0.3932E-02  0.1162E-04
  0.4008E+02  0.3890E-02  0.1221E-04
  0.4111E+02  0.3840E-02  0.1279E-04
  0.4214E+02  0.3783E-02  0.1334E-04
  0.4317E+02  0.3719E-02  0.1381E-04
  0.4420E+02  0.3649E-02  0.1421E-04
  0.4522E+02  0.3571E-02  0.1451E-04
  0.4625E+02  0.3487E-02  0.1472E-04
  0.4728E+02  0.3397E-02  0.1484E-04
  0.4831E+02  0.3301E-02  0.1486E-04
  0.4933E+02  0.3199E-02  0.1481E-04
  0.5036E+02  0.3092E-02  0.1470E-04
  0.5139E+02  0.2981E-02  0.1459E-04
  0.5242E+02  0.2866E-02  0.1450E-04
  0.5345E+02  0.2749E-02  0.1448E-04
  0.5447E+02  0.2631E-02  0.1456E-04
  0.5550E+02  0.2512E-02  0.1471E-04
  0.5653E+02  0.2394E-02  0.1495E-04
  0.5756E+02  0.2278E-02  0.1524E-04
  0.5858E+02  0.2163E-02  0.1559E-04
  0.5961E+02  0.2050E-02  0.1602E-04
  0.6064E+02  0.1939E-02  0.1652E-04
  0.6167E+02  0.1831E-02  0.1711E-04
  0.6270E+02  0.1723E-02  0.1774E-04
  0.6372E+02  0.1617E-02  0.1839E-04
  0.6475E+02  0.1512E-02  0.1899E-04
  0.6578E+02  0.1408E-02  0.1948E-04
  0.6681E+02  0.1304E-02  0.1982E-04
  0.6783E+02  0.1201E-02  0.2000E-04
  0.6886E+02  0.1100E-02  0.2001E-04
  0.6989E+02  0.1001E-02  0.1989E-04
  0.7092E+02  0.9047E-03  0.1968E-04
  0.7195E+02  0.8128E-03  0.1941E-04
  0.7297E+02  0.7259E-03  0.1913E-04
  0.7400E+02  0.6448E-03  0.1885E-04
  0.7503E+02  0.5701E-03  0.1861E-04
  0.7606E+02  0.5022E-03  0.1840E-04
  0.7709E+02  0.4411E-03  0.1824E-04
  0.7811E+02  0.3868E-03  0.1813E-04
  0.7914E+02  0.3387E-03  0.1808E-04
  0.8017E+02  0.2963E-03  0.1808E-04
  0.8120E+02  0.2589E-03  0.1813E-04
  0.8222E+02  0.2258E-03  0.1820E-04
  0.8325E+02  0.1962E-03  0.1828E-04
  0.8428E+02  0.1695E-03  0.1836E-04
  0.8531E+02  0.1452E-03  0.1842E-04
  0.8634E+02  0.1231E-03  0.1845E-04
  0.8736E+02  0.1028E-03  0.1845E-04
  0.8839E+02  0.8437E-04  0.1841E-04
  0.8942E+02  0.6779E-04  0.1836E-04
  0.9045E+02  0.5313E-04  0.1829E-04
  0.9147E+02  0.4044E-04  0.1822E-04
  0.9250E+02  0.2977E-04  0.1815E-04
  0.9353E+02  0.2109E-04  0.1802E-04
  0.9456E+02  0.1429E-04  0.1779E-04
  0.9559E+02  0.9216E-05  0.1736E-04
  0.9661E+02  0.5625E-05  0.1662E-04
  0.9764E+02  0.3244E-05  0.1545E-04
  0.9867E+02  0.1782E-05  0.1375E-04
  0.9970E+02  0.9548E-06  0.1143E-04
  0.1007E+03  0.5087E-06  0.8404E-05
  0.1018E+03  0.2389E-06  0.4610E-05
  0.1028E+03  0.0000E+00  0.0000E+00
          Reciprocal space: Rg =   30.24     , I(0) =   0.2294E+01
     Real space: Rg =   30.21 +- 0.139  I(0) =   0.2294E+01 +-  0.1254E-01
