# x and average y for the best solution found, chi=0.085562
#  q       exp_intensity   weighted_intensity
0.214960 2.736250 2.429684
0.215570 2.689530 2.406158
0.216180 2.951700 2.382772
0.216790 2.776580 2.359652
0.217390 2.734100 2.337305
0.218000 2.463740 2.314801
0.218610 2.253800 2.292756
0.219220 2.453740 2.270880
0.219830 2.455790 2.249304
0.220430 2.386830 2.228420
0.221040 2.308690 2.207349
0.221650 2.112000 2.186655
0.222260 2.363530 2.166166
0.222870 2.234600 2.145955
0.223480 2.290040 2.126055
0.224080 2.293480 2.106633
0.224690 2.365030 2.087340
0.225300 2.249270 2.068244
0.225910 2.221610 2.049351
0.226510 1.960170 2.031143
0.227120 2.002700 2.012777
0.227730 1.962500 1.994734
0.228340 2.043440 1.976953
0.228950 2.097200 1.959380
0.229560 2.267390 1.942228
0.230160 2.162060 1.925506
0.230770 2.197110 1.908817
0.231380 1.923060 1.892399
0.231990 2.042680 1.876145
0.232590 1.823050 1.860552
0.233200 2.037760 1.844853
0.233810 1.870250 1.829454
0.234420 1.700880 1.814360
0.235030 1.931240 1.799428
0.235640 1.792130 1.784942
0.236240 1.853430 1.770863
0.236850 1.743620 1.756806
0.237460 2.017010 1.743086
0.238070 1.729470 1.729524
0.238670 1.821670 1.716553
0.239280 1.669470 1.703571
0.239890 1.868420 1.690829
0.240500 1.871260 1.678442
0.241110 1.964320 1.666214
0.241720 1.846330 1.654358
0.242320 1.381330 1.642920
0.242930 1.606260 1.631488
0.243540 1.572790 1.620442
0.244150 1.373760 1.609548
0.244760 1.821670 1.598967
0.245360 1.644160 1.588811
0.245970 1.562970 1.578656
0.246580 1.719040 1.568899
0.247190 1.695160 1.559289
0.247790 1.610760 1.550111
0.248400 1.522860 1.541035
0.249010 1.471710 1.532099
0.249620 1.410830 1.523536
0.250230 1.458600 1.515119
0.250830 1.367780 1.507078
0.251440 1.104280 1.499191
0.252050 1.143840 1.491444
0.252660 1.262320 1.484011
0.253270 1.275870 1.476735
0.253880 1.458190 1.469657
0.254480 1.631040 1.462953
0.255090 1.656940 1.456252
0.255700 1.660860 1.449831
0.256310 1.687700 1.443562
0.256920 1.574360 1.437439
0.257520 1.567710 1.431683
0.258130 1.466590 1.425929
0.258740 1.283580 1.420387
0.259350 1.211370 1.415001
0.259950 1.624360 1.409818
0.260560 1.745470 1.404761
0.261170 1.758530 1.399795
0.261780 1.706630 1.395014
0.262390 1.623430 1.390352
0.262990 1.603820 1.385832
0.263600 1.443380 1.381451
0.264210 1.147160 1.377133
0.264820 0.999041 1.372928
0.265430 1.086340 1.368847
0.266040 1.342800 1.364829
0.266640 1.217570 1.361036
0.267250 1.431540 1.357233
0.267860 1.464610 1.353504
0.268470 1.669600 1.349856
0.269080 1.597050 1.346249
0.269680 1.297370 1.342807
0.270290 1.210920 1.339344
0.270900 1.394030 1.335920
0.271510 1.374960 1.332590
