  0.0000E+00  0.0000E+00  0.0000E+00
  0.1160E+01  0.2164E-01  0.1878E-03
  0.2320E+01  0.5285E-01  0.2950E-03
  0.3480E+01  0.9329E-01  0.3290E-03
  0.4640E+01  0.1424E+00  0.3017E-03
  0.5800E+01  0.1995E+00  0.2312E-03
  0.6960E+01  0.2636E+00  0.1511E-03
  0.8120E+01  0.3337E+00  0.1448E-03
  0.9280E+01  0.4087E+00  0.2353E-03
  0.1044E+02  0.4872E+00  0.3423E-03
  0.1160E+02  0.5681E+00  0.4312E-03
  0.1276E+02  0.6501E+00  0.4885E-03
  0.1392E+02  0.7320E+00  0.5082E-03
  0.1508E+02  0.8125E+00  0.4907E-03
  0.1624E+02  0.8906E+00  0.4430E-03
  0.1740E+02  0.9654E+00  0.3805E-03
  0.1856E+02  0.1036E+01  0.3312E-03
  0.1972E+02  0.1102E+01  0.3299E-03
  0.2088E+02  0.1162E+01  0.3854E-03
  0.2204E+02  0.1217E+01  0.4708E-03
  0.2320E+02  0.1266E+01  0.5570E-03
  0.2436E+02  0.1308E+01  0.6260E-03
  0.2552E+02  0.1345E+01  0.6691E-03
  0.2668E+02  0.1376E+01  0.6849E-03
  0.2784E+02  0.1401E+01  0.6787E-03
  0.2900E+02  0.1421E+01  0.6619E-03
  0.3016E+02  0.1435E+01  0.6508E-03
  0.3132E+02  0.1445E+01  0.6609E-03
  0.3248E+02  0.1451E+01  0.6988E-03
  0.3364E+02  0.1453E+01  0.7586E-03
  0.3480E+02  0.1452E+01  0.8259E-03
  0.3596E+02  0.1447E+01  0.8853E-03
  0.3712E+02  0.1439E+01  0.9249E-03
  0.3828E+02  0.1429E+01  0.9381E-03
  0.3944E+02  0.1417E+01  0.9240E-03
  0.4060E+02  0.1402E+01  0.8878E-03
  0.4176E+02  0.1386E+01  0.8406E-03
  0.4292E+02  0.1368E+01  0.7981E-03
  0.4408E+02  0.1349E+01  0.7767E-03
  0.4524E+02  0.1328E+01  0.7860E-03
  0.4640E+02  0.1305E+01  0.8227E-03
  0.4756E+02  0.1282E+01  0.8732E-03
  0.4872E+02  0.1257E+01  0.9212E-03
  0.4988E+02  0.1232E+01  0.9534E-03
  0.5104E+02  0.1205E+01  0.9626E-03
  0.5220E+02  0.1178E+01  0.9486E-03
  0.5336E+02  0.1150E+01  0.9182E-03
  0.5452E+02  0.1122E+01  0.8852E-03
  0.5568E+02  0.1093E+01  0.8676E-03
  0.5684E+02  0.1063E+01  0.8813E-03
  0.5800E+02  0.1034E+01  0.9318E-03
  0.5916E+02  0.1004E+01  0.1011E-02
  0.6032E+02  0.9741E+00  0.1104E-02
  0.6148E+02  0.9440E+00  0.1193E-02
  0.6264E+02  0.9138E+00  0.1267E-02
  0.6380E+02  0.8835E+00  0.1318E-02
  0.6496E+02  0.8532E+00  0.1347E-02
  0.6612E+02  0.8229E+00  0.1357E-02
  0.6728E+02  0.7924E+00  0.1357E-02
  0.6844E+02  0.7620E+00  0.1358E-02
  0.6960E+02  0.7315E+00  0.1369E-02
  0.7076E+02  0.7009E+00  0.1394E-02
  0.7192E+02  0.6704E+00  0.1434E-02
  0.7308E+02  0.6398E+00  0.1482E-02
  0.7424E+02  0.6094E+00  0.1530E-02
  0.7540E+02  0.5790E+00  0.1569E-02
  0.7656E+02  0.5488E+00  0.1596E-02
  0.7772E+02  0.5189E+00  0.1609E-02
  0.7888E+02  0.4893E+00  0.1611E-02
  0.8004E+02  0.4602E+00  0.1609E-02
  0.8120E+02  0.4316E+00  0.1609E-02
  0.8236E+02  0.4036E+00  0.1618E-02
  0.8352E+02  0.3764E+00  0.1637E-02
  0.8468E+02  0.3500E+00  0.1664E-02
  0.8584E+02  0.3245E+00  0.1693E-02
  0.8700E+02  0.3000E+00  0.1716E-02
  0.8816E+02  0.2766E+00  0.1729E-02
  0.8932E+02  0.2542E+00  0.1728E-02
  0.9048E+02  0.2330E+00  0.1715E-02
  0.9164E+02  0.2129E+00  0.1694E-02
  0.9280E+02  0.1940E+00  0.1674E-02
  0.9396E+02  0.1762E+00  0.1663E-02
  0.9512E+02  0.1597E+00  0.1666E-02
  0.9628E+02  0.1442E+00  0.1684E-02
  0.9744E+02  0.1299E+00  0.1713E-02
  0.9860E+02  0.1168E+00  0.1747E-02
  0.9976E+02  0.1046E+00  0.1779E-02
  0.1009E+03  0.9350E-01  0.1805E-02
  0.1021E+03  0.8334E-01  0.1825E-02
  0.1032E+03  0.7407E-01  0.1846E-02
  0.1044E+03  0.6562E-01  0.1874E-02
  0.1056E+03  0.5789E-01  0.1915E-02
  0.1067E+03  0.5079E-01  0.1967E-02
  0.1079E+03  0.4420E-01  0.2017E-02
  0.1090E+03  0.3798E-01  0.2045E-02
  0.1102E+03  0.3201E-01  0.2022E-02
  0.1114E+03  0.2611E-01  0.1915E-02
  0.1125E+03  0.2014E-01  0.1689E-02
  0.1137E+03  0.1391E-01  0.1314E-02
  0.1148E+03  0.7255E-02  0.7592E-03
  0.1160E+03  0.0000E+00  0.0000E+00
