0.010641 854.911160 11.893182

0.011250 859.510779 9.233312

0.011858 851.120098 7.061642

0.012466 847.428199 4.969800

0.013074 838.305241 6.181561

0.013682 840.941280 5.503097

0.014290 823.446109 5.865048

0.014898 822.801206 6.993361

0.015506 810.516833 5.714275

0.016114 811.895135 5.176381

0.016722 808.007257 3.856118

0.017330 801.276804 3.276584

0.017938 793.215929 3.014422

0.018546 773.228768 3.211819

0.019155 775.714156 3.195830

0.019763 764.480985 3.032010

0.020371 756.255605 2.363844

0.020979 744.440684 2.689394

0.021587 738.288679 2.337504

0.022195 731.126436 3.465789

0.022803 726.779450 2.182777

0.023411 717.921863 1.795872

0.024019 706.252142 1.464237

0.024627 699.294954 2.009950

0.025235 688.868473 1.367277

0.025843 678.233281 1.904903

0.026452 671.238215 1.951477

0.027060 664.978677 1.928076

0.027668 653.954977 1.910200

0.028276 646.069035 1.521023

0.028884 634.220297 1.482738

0.029492 627.994286 1.598191

0.030100 616.775762 1.389182

0.030708 608.016698 1.342965

0.031316 598.240250 1.552763

0.031924 591.467954 1.386202

0.032532 582.967569 1.440663

0.033140 573.183985 1.610795

0.033748 564.911451 1.585552

0.034357 558.727774 1.383508

0.034965 544.985781 1.605928

0.035573 538.199974 1.431152

0.036181 525.664576 1.543434

0.036789 518.175495 1.347908

0.037397 508.018726 1.463164

0.038005 497.121110 1.378885

0.038613 490.721656 1.477332

0.039221 480.381331 1.598949

0.039829 475.725496 1.079053

0.040437 463.814617 1.406835

0.041045 456.457294 1.400814

0.041654 449.033368 1.224799

0.042262 440.119151 1.273180

0.042870 431.059759 1.260442

0.043478 423.829198 1.149359

0.044086 414.277225 1.329569

0.044694 406.081889 1.085415

0.045302 396.833411 1.204264

0.045910 388.627769 0.962738

0.046518 380.515386 1.041497

0.047126 375.381262 0.908188

0.047734 365.722190 1.125016

0.048342 360.925113 1.016089

0.048950 351.392538 0.910682

0.049559 343.501543 0.985633

