0.00E0	0.00E0	 0.00 
4.75E-1	1.24E-1	 0.00 
9.50E-1	4.95E-1	 0.00 
1.43E0	1.11E0	 0.00 
1.90E0	1.95E0	 0.00 
2.38E0	3.02E0	 0.00 
2.85E0	4.30E0	 0.00 
3.33E0	5.78E0	 0.00 
3.80E0	7.43E0	 0.00 
4.28E0	9.25E0	 0.00 
4.75E0	1.12E1	 0.00 
5.23E0	1.33E1	 0.00 
5.70E0	1.54E1	 0.00 
6.18E0	1.77E1	 0.00 
6.65E0	2.00E1	 0.00 
7.13E0	2.24E1	 0.00 
7.60E0	2.47E1	 0.00 
8.08E0	2.71E1	 0.00 
8.55E0	2.95E1	 0.00 
9.03E0	3.19E1	 0.00 
9.50E0	3.42E1	 0.00 
9.98E0	3.65E1	 0.00 
1.05E1	3.88E1	 0.00 
1.09E1	4.10E1	 0.00 
1.14E1	4.31E1	 0.00 
1.19E1	4.52E1	 0.00 
1.24E1	4.72E1	 0.00 
1.28E1	4.92E1	 0.00 
1.33E1	5.10E1	 0.00 
1.38E1	5.28E1	 0.00 
1.43E1	5.45E1	 0.00 
1.47E1	5.61E1	 0.00 
1.52E1	5.75E1	 0.00 
1.57E1	5.89E1	 0.00 
1.62E1	6.01E1	 0.00 
1.66E1	6.12E1	 0.00 
1.71E1	6.21E1	 0.00 
1.76E1	6.29E1	 0.00 
1.81E1	6.35E1	 0.00 
1.85E1	6.39E1	 0.00 
1.90E1	6.42E1	 0.00 
1.95E1	6.42E1	 0.00 
2.00E1	6.40E1	 0.00 
2.04E1	6.36E1	 0.00 
2.09E1	6.30E1	 0.00 
2.14E1	6.21E1	 0.00 
2.19E1	6.11E1	 0.00 
2.23E1	5.98E1	 0.00 
2.28E1	5.84E1	 0.00 
2.33E1	5.67E1	 0.00 
2.38E1	5.49E1	 0.00 
2.42E1	5.29E1	 0.00 
2.47E1	5.08E1	 0.00 
2.52E1	4.86E1	 0.00 
2.57E1	4.63E1	 0.00 
2.61E1	4.39E1	 0.00 
2.66E1	4.14E1	 0.00 
2.71E1	3.90E1	 0.00 
2.76E1	3.66E1	 0.00 
2.80E1	3.41E1	 0.00 
2.85E1	3.18E1	 0.00 
2.90E1	2.95E1	 0.00 
2.95E1	2.73E1	 0.00 
2.99E1	2.53E1	 0.00 
3.04E1	2.33E1	 0.00 
3.09E1	2.15E1	 0.00 
3.14E1	1.98E1	 0.00 
3.18E1	1.83E1	 0.00 
3.23E1	1.69E1	 0.00 
3.28E1	1.56E1	 0.00 
3.33E1	1.44E1	 0.00 
3.37E1	1.34E1	 0.00 
3.42E1	1.25E1	 0.00 
3.47E1	1.17E1	 0.00 
3.52E1	1.09E1	 0.00 
3.56E1	1.03E1	 0.00 
3.61E1	9.67E0	 0.00 
3.66E1	9.12E0	 0.00 
3.71E1	8.59E0	 0.00 
3.75E1	8.09E0	 0.00 
3.80E1	7.61E0	 0.00 
3.85E1	7.14E0	 0.00 
3.90E1	6.67E0	 0.00 
3.94E1	6.20E0	 0.00 
3.99E1	5.74E0	 0.00 
4.04E1	5.27E0	 0.00 
4.09E1	4.80E0	 0.00 
4.13E1	4.34E0	 0.00 
4.18E1	3.89E0	 0.00 
4.23E1	3.45E0	 0.00 
4.28E1	3.03E0	 0.00 
4.32E1	2.63E0	 0.00 
4.37E1	2.25E0	 0.00 
4.42E1	1.90E0	 0.00 
4.47E1	1.58E0	 0.00 
4.51E1	1.29E0	 0.00 
4.56E1	1.02E0	 0.00 
4.61E1	7.84E-1	 0.00 
4.66E1	5.69E-1	 0.00 
4.70E1	3.70E-1	 0.00 
4.75E1	1.83E-1	 0.00 
4.80E1	7.23E-16	 0.00 
