CYCLE:  24 Chi:   1.097 GENER.: 1000 ENSEMBLES:  50 CURVES:   2 MAX_MUT.:  1 CROSS:   2
CYCLE:   1 Chi-total:   1.172
CYCLE:   2 Chi-total:   1.131
CYCLE:   3 Chi-total:   1.221
CYCLE:   4 Chi-total:   1.163
CYCLE:   5 Chi-total:   1.157
CYCLE:   6 Chi-total:   1.141
CYCLE:   7 Chi-total:   1.212
CYCLE:   8 Chi-total:   1.266
CYCLE:   9 Chi-total:   1.152
CYCLE:  10 Chi-total:   1.160
CYCLE:  11 Chi-total:   1.160
CYCLE:  12 Chi-total:   1.221
CYCLE:  13 Chi-total:   1.131
CYCLE:  14 Chi-total:   1.150
CYCLE:  15 Chi-total:   1.150
CYCLE:  16 Chi-total:   1.150
CYCLE:  17 Chi-total:   1.160
CYCLE:  18 Chi-total:   1.176
CYCLE:  19 Chi-total:   1.152
CYCLE:  20 Chi-total:   1.141
CYCLE:  21 Chi-total:   1.205
CYCLE:  22 Chi-total:   1.133
CYCLE:  23 Chi-total:   1.265
CYCLE:  24 Chi-total:   1.097
CYCLE:  25 Chi-total:   1.197
CYCLE:  26 Chi-total:   1.152
CYCLE:  27 Chi-total:   1.157
CYCLE:  28 Chi-total:   1.241
CYCLE:  29 Chi-total:   1.097
CYCLE:  30 Chi-total:   1.131
CYCLE:  31 Chi-total:   1.157
CYCLE:  32 Chi-total:   1.233
CYCLE:  33 Chi-total:   1.097
CYCLE:  34 Chi-total:   1.150
CYCLE:  35 Chi-total:   1.131
CYCLE:  36 Chi-total:   1.157
CYCLE:  37 Chi-total:   1.097
CYCLE:  38 Chi-total:   1.135
CYCLE:  39 Chi-total:   1.135
CYCLE:  40 Chi-total:   1.159
CYCLE:  41 Chi-total:   1.197
CYCLE:  42 Chi-total:   1.160
CYCLE:  43 Chi-total:   1.133
CYCLE:  44 Chi-total:   1.178
CYCLE:  45 Chi-total:   1.133
CYCLE:  46 Chi-total:   1.141
CYCLE:  47 Chi-total:   1.178
CYCLE:  48 Chi-total:   1.135
CYCLE:  49 Chi-total:   1.248
CYCLE:  50 Chi-total:   1.157
  0.106420E-01  0.195219E+03  0.193898E+03
  0.112500E-01  0.193983E+03  0.193150E+03
  0.118580E-01  0.190197E+03  0.192401E+03
  0.124670E-01  0.188328E+03  0.191651E+03
  0.130750E-01  0.182906E+03  0.190903E+03
  0.136830E-01  0.190391E+03  0.190154E+03
  0.142910E-01  0.191216E+03  0.189406E+03
  0.148990E-01  0.191674E+03  0.188657E+03
  0.155070E-01  0.191445E+03  0.187909E+03
  0.161150E-01  0.189539E+03  0.187160E+03
  0.167240E-01  0.187386E+03  0.186410E+03
  0.173320E-01  0.183173E+03  0.185662E+03
